"term","estimate","std.error","statistic","p.value"
"property_typeLoft",20.2868575284768,1.45334378905283,13.9587464998204,3.42881379657146e-44
"property_typeOther",13.6508511271047,2.89877908163895,4.70917263532433,2.49451988518769e-06
"property_typeServiced apartment",30.4372878187009,2.4623337949129,12.3611542357025,4.82312584651949e-35
"room_typePrivate room",-16.1676192595583,0.710631111973529,-22.7510715294442,6.01164072985791e-114
"room_typeShared room",-30.0385774861773,2.37076474401236,-12.6704168188949,9.94232531428221e-37
"accommodates",15.7724478062062,0.208325433984996,75.7106201796855,0
"bathrooms",-5.30362489077745,0.482378735290425,-10.9947319456035,4.39263441752165e-28
"bedrooms",15.0935703029267,0.372570264298156,40.5120100804604,0
"bed_typePull-out Sofa",0.214887016699617,1.89419528795252,0.11344501702984,0.909678248782134
"bed_typeReal Bed",4.19485174617949,1.69349437777597,2.47703907448959,0.0132513206850069
"guests_included",1.44286161733903,0.255031412027294,5.6575839261111,1.54432437356578e-08
"minimum_nights",-0.227330639621068,0.0949234280291272,-2.39488442780756,0.0166295967545079
"number_of_reviews",-0.116514490649719,0.00651038503338833,-17.8967127216251,2.19164965808632e-71
"review_scores_rating",4.26762159464068,0.271764563260644,15.7033777451981,2.00138889999042e-55
"cancellation_policymoderate",-1.97153096807392,0.526241013230924,-3.74644111444194,0.000179580890255949
"cancellation_policystrict",6.83340366744374,0.531384412641497,12.8596238521094,8.82971443745341e-38
"summary_l",-0.0154344619608906,0.00154361661121289,-9.99889600097205,1.62909815285399e-23
"l_quArchives",19.1053223002002,4.42775739374826,4.31489817558113,1.60010686289078e-05
"l_quArts-et-Metiers",-0.93143011141398,4.37031205691503,-0.213126682782343,0.831229101346173
"l_quAuteuil",-20.6481011669137,8.4038469993786,-2.45698204268123,0.0140146493372759
"l_quBatignolles",-10.7225818137732,3.78062476855263,-2.83619308188532,0.00456748514309614
"l_quBelleville",2.15980561985232,3.39961476821686,0.635308929718871,0.525230124317077
"l_quBonne-nouvelle",2.68803950443909,4.75732983546095,0.56503114087288,0.572055350244169
"l_quBonne-Nouvelle",-4.38964663202608,4.46344048972854,-0.983467045685437,0.325382821083651
"l_quChaillot",14.0648414449653,7.82191185374565,1.79813346250254,0.0721624425976401
"l_quChamps-Elysées",29.70662706577,3.67704298355867,8.07894473863881,6.69121981595652e-16
"l_quCharonne",-1.45057188349592,3.58418191855659,-0.404714915832199,0.68568896665485
"l_quClignancourt",7.31051045041115,2.98014152269465,2.4530749277306,0.0141677829662309
"l_quCombat",2.44616595843761,2.25884556963347,1.082927487971,0.278846310221609
"l_quEnfants-Rouges",9.41437700277916,4.47375118224648,2.1043586509994,0.0353526078494166
"l_quEpinettes",-18.3257335659171,3.7689038054033,-4.86235110050947,1.16383484687604e-06
"l_quFolie-Méricourt",-1.05928340163233,3.7072610827559,-0.285732074970258,0.775084628156233
"l_quGaillon-Vivienne",18.6168841351154,4.43313430030978,4.19948570784658,2.68026878764065e-05
"l_quGare",23.3734744673586,5.18830647536652,4.50502964278096,6.65274660419952e-06
"l_quGoutte-d'Or",-4.42419141383236,3.34949239336956,-1.32085429499413,0.186556550409095
"l_quGrandes-Carrières",11.6717816003761,3.01952353371331,3.86543819581449,0.000111042813088235
"l_quGrenelle",19.5431658621212,5.21472706851056,3.74768719539202,0.000178691625010273
"l_quGros-Caillou",31.6036269814968,4.34696224531695,7.27027869072107,3.64462902719117e-13
"l_quHôpital-Saint-Louis",-6.60042763530422,3.56247641806848,-1.85276388127865,0.0639226367903419
"l_quHalles",2.05613512383054,4.5914094370578,0.447822210590769,0.654283630476181
"l_quJardin-des-Plantes",26.2654959209026,4.5021453575824,5.83399553652059,5.44786114574584e-09
"l_quJavel 15Art",6.23766999916282,5.35860077857165,1.1640482762042,0.244410511085967
"l_quMaison-Blanche",22.6106571283529,4.95245447369087,4.56554568012052,4.9949076510431e-06
"l_quMontparnasse",26.4488406040679,4.68823425067421,5.64153563791406,1.69532194139809e-08
"l_quMuette",6.72092368389014,8.11888766083722,0.827813361220604,0.407780519411071
"l_quNecker",4.80943001483238,5.17041990088519,0.930181708067655,0.35228191307381
"l_quNotre-Dame-des-Champs",25.0245445146655,4.72240485000274,5.29911037056701,1.16905273654746e-07
"l_quOd�on",34.2204544574453,4.22728688814518,8.0951341517444,5.85980537645559e-16
"l_quPère-Lachaise",4.12017564764388,3.52556609568989,1.16865647553195,0.242548146419188
"l_quPetit-Montrouge",17.1757963769318,5.22911718743198,3.28464552644054,0.0010218735159103
"l_quPicpus",3.77652827129492,3.98382828218807,0.94796462191405,0.343152465855086
"l_quPlaisance",11.8660382099381,5.18391921632548,2.2890090903749,0.0220833533644656
"l_quPorte-Dauphine",2.21126340669609,8.16169832066868,0.270931774223544,0.786444727153249
"l_quPorte-Saint-Denis",3.21229398695834,3.74308053018218,0.858195264851007,0.390789140693515
"l_quPorte-Saint-Martin",0.97792057100545,3.66742185737356,0.26665069060416,0.789739323043967
"l_quQuinze-Vingts",14.4261298739259,4.25140764177455,3.39325961880812,0.00069124599978378
"l_quRochechouart",-5.63847660784932,3.13187097305813,-1.8003540555643,0.0718113268127976
"l_quRoquette",5.54977791035834,3.7360140069247,1.48548102337728,0.137423328506932
"l_quSaint-Ambroise",0.86432289102129,3.80034592281142,0.227432688649006,0.820088319355987
"l_quSaint-Fargeau",0.20725676491251,3.76024825428342,0.0551178408703248,0.956044823175122
"l_quSaint-Georges",4.46402192516505,3.02223933005917,1.47705771702655,0.139667041322339
"l_quSaint-Gervais",14.4914025889148,4.37334751310563,3.31357216536951,0.00092183713806272
"l_quSaint-Lambert",5.44843903405601,5.25451957911599,1.0369052683162,0.299785482091707
"l_quSaint-Merri",12.1606288600753,4.43065467389749,2.74465733737223,0.00605977034505503
"l_quSaint-Vincent-de-Paul",-1.82894067107296,3.68399090775278,-0.496456347713574,0.619574860566842
"l_quSainte-Avoie",6.45325690569613,4.47079010464345,1.44342649837076,0.148907202631452
"l_quSainte-Marguerite",0.505131249325993,3.75736456016142,0.13443764671701,0.893057104697911
"l_quTernes",9.44475644711741,3.86566744841391,2.44324080463584,0.0145597701019089
"l_quVillette",-1.2145584767885,2.1178683794404,-0.573481566927884,0.566321491818381
"n_100",-1.15633744011066,0.467426798822442,-2.47383642320839,0.0133706851644617
"n_1000",0.6363549242787,0.0615043720610126,10.3464990041266,4.62577470041066e-25
"mon_200",18.2776921424093,5.99238953368385,3.05015086880925,0.00228857089738255
"nb_amen",0.580335072564782,0.0292026226637926,19.87270387479,1.64168247112278e-87
