comments,N,lang,comment_in_english
"숙소의 위치가 굉장히 마음에 들었음.
metro 에 접근성 좋으며 에펠탑 바로 옆에 위치해 있음
게이트앞에 바로 Simply 가 소재하여 필요 물품을 구입하는데
수월하였음.",1,albanian,
지하철역과 매우 가까워요 그리고 숙소도 만족스럽습니다 약간의 단점이라면 샤워부스가 약 160cm인 저에게 딱 맞는 크기예요 성인 남성분이라면 조금 불편할 수도 있지만 크게 거슬리진 않습니다 또한 주인분이 영어를 못하시지만 매우 친절하셨어요 제가 예정시간보다 늦게 도착했는데도 전혀 기분 나쁜 티를 내지 않으셨습니다ㅎㅎ 아 그리고 숙소에 있는 침대는 쇼파를 변형한 침대라 저와 제 친구는 불편함을 느끼진 않았는데 혹시 해서 남깁니당,1,albanian,
존나 졻슯닑닯. 그리고 존나 습핡닋닳. 여름엔 모르겠는데 겨울에 빯뤠화면 삼이뤼 쥐놔더 뫄루지 안코 마취 봥금 퉤어난 싄생아마냥 졻나 축축핡거 냄쉐납니다. 그리고 안경 쓴 사람이 집에 들어가면 바로 안경에 김이 숴립늬다. 게다가 주변 이웃도 아주 친절하고 졻나 까퇄스러워숴 마취 음퐈탐쥐귀마냥 좍은 소읆에도 믠감합늬돠. 윗층의 할머니는 고혈압으로 뒈짖듯한 기세로 마치 2차대전때  b-32가 퐄곀을 놜리는 듯 좋은 이웃에 대한 칭찬과 퀌플뤠인을 쏟아냅니다. 저는 지금부터 톼임뭐신을 궤발해서 이 숙소를 예약한 과거의 저를 한번 더 칭찬하고 즄여벼리러 가겠습니다.^^ 모두 이 숙소를 자주 이용해주세요. I love this house♡,1,albanian,
e,1,albanian,
"Nathalie 가 너무 친절했고 집이  이뻤습니다. 방에 캐리어 두개 펴기가 어려웠다는 것만 빼면 완벽했습니다.
위치도 정말 메트로 바로 앞이고 68번  버스도 바로 앞에 있어서 어디든 이동이 편하네요",1,albanian,
Surprise,2,albanian,
"5일동안 여기서 정말 잘 지내다 갔어요ㅎㅎ 차이나 타운 쪽에 위치해 있고 주위에 맛집도 많아요. 유명한 쌀국수집 pho13도 가깝습니다. 파리 중심가에 위치해 있는 건 아니지만, 여자 혼자 다녔을 때 전혀 무섭지 않았고 7호선 tolbiac 역도 매우 가까워요. 집주인 Nelly가 아시아 문화에 관심이 많아서인지 집에 있는 대부분의 물건들이 굉장히 친근했어요. 거기다 친절해서 메시지로 안부도 묻고 계속 신경써줬었어요!  덕택에 파리 여행 편하게 잘 하다 왔습니다! 추천할게요!",1,albanian,
Simoの家は駅から近く便利な場所にあります｡とても静かで治安も良くいうことなしです!!ｽｰﾊﾟｰも近くにあるので自炊をしたい人にはとても良い物件です!ｷｯﾁﾝも自由に使うことができ､清潔です｡また利用したいと思います｡,1,albanian,
숙소도 깔끔하고 관광하기에 매우 좋은  위치에 있고 무엇보다 Sylvain씨의 친절함이 베스트 오브 베스트였네요 강추합니다.후회 안하실거여요.,1,albanian,
"住的非常舒服,是我和太太蜜月的开始,Arthur 能够堤供很多不错的建议,房子很大适合一家人住,布置很时尚,适合法国的风格,离地铁站,巴黎铁塔都近适合徒步,可以来试试哦",1,albanian,
"Sisi的媽媽接待我們入住,雖然她不會英文,但比手畫腳還是可以通｡這個公寓雖小但五臟俱全,有小廚房還有洗衣機,對長住的人來說很不錯;平時很安靜不過週末有鄰居半夜一點還在唱歌或看電影｡距離地鐵站走路5-10分鐘,距離鐵塔走路15-20分鐘,交通方便,是個在市中心不錯的地點｡",1,albanian,
"위치가 진짜 좋았어요 ! 1분만 걸으면 에펠탑이 보이고 걸어서 15분 정도 거리에 에펠탑이 있어요. 특히 42번 버스가 아주 유용해요! 숙소 앞에서 42번 버스 타면 에펠탑, 콩코드 등등 한방에 갈 수 있음. 지하철도 굿굿! 디즈니랜드도 한번만 갈아타면 가요. 숙소 컨디션도 사진보다 훨~~~씬 좋아요ㅠㅠ Sisi가 사진을 다시 찍어올렸으면 하는 작은 바람 ㅎㅎㅎ... 채광이 너무 좋은데 침대방에는 암막커튼도 달려있어서 잘 잤어요. 욕실도 깨끗해요! 작은 에어컨도 방에 있어서 시원하게 잘 지냇습니다. 숙소 분위기가 넘 조아요 ... 빠리지앵 된 느낌.... 그리고 제가 숙소 문이 자동 잠김인 줄 모르고 잠깐 나오는 바람에 밤 열시가 넘어서 방 문이 잠긴채로 노숙할 뻔 했는데 Sisi 어머님께서 구해주러 오심 ㅜㅜㅜ 나무라지도 않고ㅠㅠㅠ 넘 착하세요 ,,, 다음에도 파리에서는 여기 묵을거에요 !!!!! 
+ 집에서 50미터 정도 거리에 세상에서 제일 맛잇는 피자집이 잇음 꼭 가서 드새욤 ㅜㅜㅠ",1,albanian,
숙소의 위치는 애펠과 가까워서 좋았어요. 숙소에 도착했을 때 Sisi의 어머니가 저희를 반겨주었구요. 파리에서 짧은 시간동안 머물다 가신다면 추천할게요!,1,albanian,
위치는 에펠탑에서 15분정도? 거리이고 무엇보다 Sisi가 대답을 정말 잘해줘요. 방도 넓찍하니 좋고 시설도 잘 갖춰져있습니다. 파리에서 이만한 장소도 찾기힘들것같네요.  굉장히 추천합니다!!,1,albanian,
"Norris是一个非常好的房东,因为吃不惯西餐,Norris还允许我们做饭,并大方的借用我们餐具｡另外Norris为我们制定的攻略是我们不可离手的巴黎指南｡",1,albanian,
"离地铁站非常近,对于一直担忧巴黎治安的我来说,地铁出来步行二分钟即到达无疑是一个非常棒的选择,房间换了正常的床而不是沙发床哦,所以有惊喜,哈哈,附近设施不错,商超有很多,如果是中国胃的话,走稍微远一些有个第一超市,绝对能满足你的中国胃需求,哈哈｡但是房子稍微有点旧哦,可能从德国和捷克过来,稍有不习惯比较有年代感的房子,走起来在旧木板上会有吱吱的声音,但我是不介意的啦｡因为来的时候,Norris不在,所以没有太多沟通,但行前的说明非常的详细且到位,给赞｡",1,albanian,
"Sylvain은 연락이 수훨하고 약속시간에 철저했으며 친절한 호스트였습니다
물론 숙소는 사진과 같이 깨끗하고 편안했으며 지내는 동안 즐거웠습니다 :)
퇴실할때까지 호스트 덕분에 불편함 없이 편안하게 지낼 수 있었습니다 ",1,albanian,
"정말 좋은 위치이다. 
시내의 주요한 관광지는 도보로 접근이 가능하다. 
큰 마트와 편의시설의 접근성도 좋다.
숙소의 내부도 깨끗하고, 필요한 모든 것들이 갖추어져 있다.
특별히 호스트(Nathalie)의 친절하고도 따뜻한 환대와 배웅은 타지에서 가족을 만난 것 같았다.
내가 아는 누군가가 파리 여행을 떠난다면 적극적으로 이 곳을 추천하겠다.",1,albanian,
"位置非常好,无可挑剔,就在rer b线直达的站点旁边,对面就有一个有机超市,平常都开到晚上八点,走一个街口就到比较繁华的街区了,大概步行十分钟到圣日耳曼大街,跟花神咖啡馆和双叟都很近,我们有天推车从卢浮宫走回去,也没觉得累,一路景色都不错｡
巴黎地铁不好的地方在于电梯基本不存在,我们住了五个晚上,没做过地铁,不过uber很方便,司机一定可以找到地方,不需要电话沟通的,门口的街道也很好停车,巴黎人英语普遍不好,省去沟通挺好的,价格也合适｡
戴高乐机场到这个地方是55欧一口价,房东一开始说帮我们定接的车,是50欧,后来因为下雪取消了,我们下飞机后,也很方便的打到了车,还是比较省心的｡
房子自己就是简单干净的款式,内部结构有点复杂,不过五脏俱全,厕所和浴室还是分开的,我们是一家三口,住起来还好,如果两对情侣一起,可能不会太方便,各房间的门锁都不是太好,容易响｡光线也容易互相干扰｡
要上个半层楼,有十几个台阶吧,挺窄的,我们箱子挺多,有推车,还有个不到三岁的宝宝,略微觉得有点苦恼,不过也还算可以接受｡
要自己带好牙刷沐浴露拖鞋等,我们刚到得那天行李延误了,到房子的时候将近九点了,当时周边不熟悉,也找不到买东西的地方,可尴尬了,还好飞机上发了点备品｡房东会提供咖啡,茶,厕所纸,厨房纸,垃圾袋等,也有两只沐浴用品｡
周边超市主要是monoprix特别方便,很大很好逛,有个极其mini的家乐福,也能买到洗衣粉啥的｡
吃饭的地方不少,旁边的columbus吃早餐不错,它隔壁的店pizza也挺好吃,不过还是严重推荐主街对面的中国面馆,叫聚舞时好像,是手工面,太好吃了,我的中国胃得到了极大的熨贴｡",1,albanian,
메트로에서 가깝고 묘지 근처아 조용한 동네였습니다. 근처에 여러 마켓이 있어서 음식을 해먹기도 편리했습니다. 무엇보다 호스트인 Simona의 친절한 응대와 세심한 배려가 가장 기억에 남습니다. 언제든 다시 방문하고 싶습니다.,1,albanian,
qewr,1,albanian,
"房子位置很好,离lv总店爱马仕都很近,很方便,房子虽然不大,但是干净温馨",1,albanian,
Soha很棒 信息回复很迅速 沟通也很顺畅 房子的位子很好 就是没有电梯上楼 有大行李的话有一点费劲,1,albanian,
"房东热心,服务很好,房间干净整洁,地理位置特别好,离凯旋门10分钟路程,铁塔,l老佛爷,圣母院,卢浮宫都很近,这次行程很开心｡",1,albanian,
"숙소위치도 좋고, 조용하고, 특히 아침에 일어나면 햇살이 침실로 들어오고 새들의 지적임까지 아주 좋았습니다. /  위치도  dupleix, bir-hakeim  역이 가깝고, 베르사유나  오르쉐가는 RER타기도 가깝고,  에펠 근처에 생긴 몽쥬약국도 가깝고 위치상으로도 좋았습니다.    /    다만 host가 답이 빨리 오거나 friendly하진 않았고 (주관적일 수 있음), 6박이라는 긴 시간동안 수건을 1개 준거가 조금 그랬습니다. /  다시가도 머물고 싶은 좋은 곳이었던 건 틀림없습니다. ",1,albanian,
