comments,N,lang,comment_in_english
"Mat was a great host, very helpful and a nice person. We enjoyed our short stay.",1,english,
Great value stay in Paris. Matt was a very helpful host.,1,english,
our host was very helpful,1,english,
everything was very good. I advise,1,english,
"Thank you very much, your home is beautiful!",1,english,
awesome - very helpful!,1,english,
verygood !,1,english,
It was very good,2,english,
Charlotte was very accommodating.,1,english,
Our host was very nice and helpful when we arrived and met us when we left too.,1,english,
Agnes is a very good host,1,english,
"Host was very kind. Room is spacious, clean bathroom, great terrace. ",1,english,
This is the perfect hostel. He was very kind and made me feel like home. Thank you again.,1,english,
We enjoyed out stay and Annabelle was very helpful,1,english,
"Luc was a wonderful host, friendly and very He was always very helpful.
לוקס בחור מאוד נחמד , דירה ממוקמת באזור מאוד שוקק חיים ומומלץ .
לוקס נתן לו המון המלצות וטיפים .
אנחנו עוד נחזור לשם.
ממליץ בחום.",1,english,
We had a nice time in your home. Thank you very much.,1,english,
Luc was very friendly. Perfect neighbourhood.,1,english,
Paris was wonderful,1,english,
We love staying at Elo’s place. Everything was so wonderful he was very helpful. His place is located in a very wonderful area everything is so close by. Eiffel Tower is about 20min walking distance. So much to do see and do around it. I totally recommend Elo’s place.,1,english,
Samia is very kind lady.give me great help.,1,english,
"Rooftop flat house was nice.
Also, Josephine is very kind person.
Thanks!",1,english,
Wonderful apartment. Host was very accommodating.,1,english,
Sylvie was very helpful and friendly,1,english,
Great host. Very helpful.,1,english,
Malik was very helpful and accommodating during our time in Paros. He has a great place.,1,english,
Home away from home,2,english,
"It looks like """"Real Parisian's house"""" :)
Host was so kind!",1,english,
Welly was a very attentive host.,1,english,
very welcome,1,english,
We are very happy,1,english,
Somaya was wonderful. Very accommodating on our check-in.,1,english,
thank you very much.,9,english,
Home away from home.,1,english,
My Paris home away from home.,1,english,
Wonderful place. 10/10 would stay again.,1,english,
Sophie is very kind. And her dogs are so friendly. You can enjoy your stay with them.,1,english,
Beverly was very friendly and helpful.,1,english,
"Sofie was great host.I feel myself like i'm living at friend's home.Location great,home very clean.Thanks Sofie)",1,english,
My stay ad sophie's house has been very pleasant. She is very kind and helpful,1,english,
Laurance was good and very helpful,1,english,
2 nights in carole's place. nice place. nice host. very helpfull. tq carole.,1,english,
Carole was very nice and helpful!,1,english,
All was wonderful,1,english,
"very good~~~~

",1,english,
Philip was very kind and very obliging. He is a great host!,1,english,
"Nice place, host was very welcoming.",1,english,
"Gustavo is a wonderful, kind and helpful host.",1,english,
Wonderfull place. Bery good host.,1,english,
Wonderful home!,1,english,
Emma was very easy to get a hold of.,1,english,
Francois was a very helpful and generous host .,1,english,
tony was very nice! I enjoy my trip in Paris!,1,english,
very,1,english,
everything was wonderful,1,english,
"We had a wonderful stay, Caroline was very helpful and a wonderful host. ",1,english,
Good flat in very nice neighborhood,1,english,
Aurelia is a very good person,1,english,
A room very very good,1,english,
Room is Awesome!and Regis is kindness!!I want stay next time Paris too‼️,1,english,
Very nice apartment. David was very helpful,1,english,
Very good house,2,english,
"Good host, very responsive.  ",1,english,
It was very nice,6,english,
Rafik was very helpful,1,english,
Carole was warm and kind and very helpful.,1,english,
"He was very nice, friendly and helpful ",1,english,
"Clean and cosy room, typical Parisian style. Damien was very kind and helpful. I recommend.",1,english,
Cyrille was very helpful & kind. All answers & support were very given quickly.,1,english,
"it was so nice house
very near by Eifiel tour
kind host :)",1,english,
"
Our host was was very most helpful and polite ",1,english,
Wonderful stay,5,english,
David was very helpful,1,english,
"
See review below",1,english,
Yes it was wonderful.,1,english,
Great stay. Thank you Elodie,1,english,
Amazing host. Elodie was very helpful and friendly. Thank you very much,1,english,
Chloe was very welcoming. Excellent bakeries nearby.,1,english,
"The Flat is extraordinary...
You should see it!
Sylvia is a wonderful host!",1,english,
very very good!!!!!!!!!!!!,1,english,
it ws very good house,1,english,
Simon was great very helpful. Very close to shops.,1,english,
Beautiful and big house near two metro line and a big park. Joel was a very kind host.,1,english,
I is very good,1,english,
"very nice apt., great view. ",1,english,
"Very nice flat, very convenient.  Host was very helpful.",1,english,
everything was wonderful! Pierre is a great host ^^,1,english,
Bernard was very helpful and outstanding host. We did not get to meet but he was always looking after us.,1,english,
"
A wonderful host.
",1,english,
Stunning stunning apartment. Joel was an absolutely wonderful host.,1,english,
Daniel was very helpful,1,english,
"It's a very good stay.
And Alexis is so kind.",1,english,
Alexis was very handsome.,1,english,
"Very good house :) 
Amazing view. 
Amazing host.",1,english,
"Alain was very kind, flexible, and understanding.",1,english,
We enjoyed our stay very much.,1,english,
Everything was wonderful. I felt at home in Martin's house.,1,english,
Guillemette was very welcoming. Her home was clean and comfortable.,1,english,
Host was very kind and accommodating!,1,english,
Pierre is a wonderful host. He was very helpful and accomodating. We felt right at home and had a wonderful stay. Highly recommended.,1,english,
The flat was very nice.,1,english,
"Very welcoming, very helpful host",1,english,
Awesome home,1,english,
Joelle is really nice person! she was very kindness with me. Flat on 5 floor so view is wonderfull. you can stay and enjoy visiting.,1,english,
She was very kind and welcoming.,1,english,
Stéphane was wonderful and welcoming.,1,english,
Great location. Host was very helpful.,1,english,
"well located, very helpful host. ",1,english,
very well :),1,english,
Great host. Had a wonderful stay.,1,english,
Othmane was very kind and generous. He helped make our stay very comfortable.,1,english,
Host was very gracious & helpful.,1,english,
"Emily was warm, helpful, and very accommodating. Highly recommended.",1,english,
Kikko is very nice. It was warm welcome.,1,english,
Sandrine was very helpful. The place was nice.,1,english,
Wonderful host!,2,english,
"It was wonderful place in paris
So, if you want travel around montmartre brice’s loft is right place
",1,english,
Thank you Jerome all was perfekt.,1,english,
Stay in a nice house was a wonderful trip in Paris.,1,english,
Lovely flat in wonderful area. Quentin was a very helpful host too! Thanks,1,english,
awesome stay,1,english,
"Valentine was very nice, helpful and made me feel at home.",1,english,
"She is very friendly, enjoyed our stay there.",1,english,
Zakaria was a great host. He was very helpful and a nice guy.,1,english,
Our group of 6 had a wonderful 2-night stay!,1,english,
"Quiet from street noise - very convenient- metro, a couple minute walk",1,english,
Flat very well located but very noisy neighboords every night :(,1,english,
"Isabelle was an amazing host, showing me hospitality from day one. An enjoyable stay in Paris!",1,english,
The landlord is very nice.,1,english,
very good.,3,english,
Sabrina was a wonderful host. The room is beautiful.,1,english,
The stay was ok Bit die Tour people a little vor to small,1,english,
Not very inspiring but was ok.,1,english,
"very kind, wonderful view, good location, safety, everything was good!",1,english,
very nice stay at Maggie's place,1,english,
Great host... She is a wonderful host.,1,english,
wonderful host. Fantastic place. Huge thank you Jay,1,english,
"Very nice stay, lovely flat in an amazing neighbourhood. Felix was very helpful. ",1,english,
very nice  very  good,1,english,
Elo made us very welcome had someone meet us all was good.,1,english,
We had a wonderful weekend. Thank you!,1,english,
Very very nice.,2,english,
Erik was a great host. He welcomed my wife and sister very well and our stay was great. Thank you!,1,english,
very very good!,1,english,
Host was very nice and accommodating. 5 minute walk from metro.,1,english,
Jonathan was an excellence host. He is very understanding and helpful.,1,english,
Our host was very welcoming and made us feel at home.,1,english,
We did not get to meet Gaëlle but she was extremely helpful.,1,english,
"Isabelle is a very good host, kind and warm.",1,english,
"He was very kind. So, I feel comfortable.",1,english,
Great light flat. Wonderful view.,1,english,
You would meet very kind host,1,english,
it's very nice!,1,english,
Thank you for letting us stay in your wonderful home !,1,english,
Sara was very accommodating and helpful in,1,english,
Wonderful time in Paris! Sl!M's place was very hospitable!!,1,english,
Karine was wonderful and helped us feel right at home!,1,english,
"I really enjoyed my stay at Laure's apartment. Her family is very friendly and very willing to assist. The apartment was as advertised and very conveniently situated. I would visit again.

Ek het regtig my verblyf by Laure se woonstel geniet. Haar gesin was baie vriendelik en behulpsaam. Die woonstel was soos op die adverstensie en baie gerieflik geleë. Ek sal weer 'n besoek aflê. ",1,english,
She is very kindly,1,english,
Julien was very easy to make arrangements with!,1,english,
Quite ok.,1,english,
"Lan was great. made me feel very welcome.
",1,english,
"Eric is very nice, everything was very good. We had a very good time. ",1,english,
We enjoyed our stay at Clovis' apartment. The neighborhood was wonderful.,1,english,
you should be quiet,1,english,
Host was polite and very helpful.,1,english,
Great spot! Wonderful view!,1,english,
"Amazing ,  view worth booking. First time in Paris was a memorable one. ",1,english,
She was very kind and Nice. We stayed very well.,1,english,
It's a very nice home.,1,english,
Xavier made us feel at home.,1,english,
We really enjoyed this loft. Small but very nice. Benjamin was very helpful throughout our stay,1,english,
"She was very helpful before, during and after our stay!",1,english,
Wonderful Stay.,1,english,
Had a great weekend,1,english,
"Everything was wonderful! 
Had a loveley stay",1,english,
"Greta is very nice, discret and helpful.",1,english,
Marine made me feel at home and was very flexible to accomodate me.,1,english,
Good and genuine.,1,english,
Great host. Thank you Fin,1,english,
had a wonderful stay,1,english,
"verygood!
房东很贴心,好评",1,english,
We had wonderful week in Paris.,1,english,
"Alessandro, Luca's room mate was very welcoming. ",1,english,
Everything was good. Rob is very helpful.,1,english,
Stephanie was very kind and friendly,1,english,
A wonderfully cosy haven :-),1,english,
"Thanks, Daniel.",1,english,
very good place.,2,english,
Sophies is very nice,1,english,
Our host Natalie was so welcoming! We had a wonderful stay whilst in Paris,1,english,
She is very kind and helpful.,1,english,
We had a great stay at Manuels'. His Cousin was very friendly and helpful.,1,english,
"very sweet house,I like It",1,english,
"Wonderful host , enjoyed our stay immensely.",1,english,
Taleb was a very good host,1,english,
"Everthing was wonderful 
Tranks ",1,english,
Landlord is very friendly and helpful.,1,english,
Good home,1,english,
"Christophe, met me outside and helped with my luggage. He was very friendly
 ",1,english,
"Wonderful stay. Christophe is a fantastic host. 100% would recommend. He was so helpful, kind, generous, accommodating, and funny.",1,english,
"She was very nice and quick answer.
쌰워쉴이넘흐쬽아효인횽샹쟈같은거빼묜죵말죠훈숙쇼임늬댜",1,english,
"Great place, one wonderful week in Paris!",1,english,
Great spot and Charles was very helpful.,1,english,
Everything you could want. Jimmy was also very helpful,1,english,
Denis was awesome. Só helpfull.,1,english,
"Friendly host, made our stay in Paris very helpful!",1,english,
"Our stay was wonderful and Jamila is a great host, ",1,english,
Patricia was very kind and she make us feel very welkom.,1,english,
"Nice guy, very helpful",1,english,
lola is very kind~~~ also house is very cool!!,1,english,
Eveything was great...we love Aurelie she is very kind and we felt like in our house....thanks a lot!,1,english,
Little messy house,1,english,
Wonderful stay. Thank you!,1,english,
It was a cozy home and we had a wonderful weekend :),1,english,
It is a good house.,1,english,
Great view. Wonderful hospitality,1,english,
Christine was very helpful with emails,1,english,
"Great host, wonderful room. Enjoyed.",1,english,
She was very helpful,1,english,
"The room view is very nice,it's very nice host. thank you martine.",1,english,
Everything was very good.,2,english,
"very nice """"home"""" in Paris...",1,english,
It was all very good.,2,english,
I had a wonderful time in Dali's apt. He was helpful and hospitable.,1,english,
Very helpful hosts,1,english,
Great walkup with an awesome view,1,english,
"Sylviane is  great host,  she made me feel very welcome",1,english,
"fantastic,she was very helpful,and nicely",1,english,
It's very wonderful trip in Paris.,1,english,
"I have a very nice stay, Nathalie is a wonderful host!",1,english,
Our stay in Paris was very comfortable. Thank you.,1,english,
He is super friendly and staying was low key and easy,1,english,
We felt very much at home.,1,english,
View was very good .,1,english,
It was very nice as usual,1,english,
He is very kind and helpful.Thank you Raphael ;),1,english,
Raphael is a very good host :),1,english,
Everything is wonderful! Raphael is very nice.,1,english,
Lea was a very helpful host,1,english,
Janvier was very helpful n made me feel like home,1,english,
"Cool place in Paris, kitchen was very nice to have.",1,english,
Gabrielle is very accommodating and kind. She make you feel at home and is very relaxed.,1,english,
So cute! Julien was very helpful.,1,english,
"Wonderful place to stay, it was nice to feel """"at home"""".",1,english,
Was very good,1,english,
"It was a good hostel.
However, it is too high.
",1,english,
Franc wonderful host!:))),1,english,
Frank's place was wonderful! Merci encore.,1,english,
Good but very small,1,english,
It was very nice.,4,english,
A wonderful warm greeting from Mia,1,english,
Everything was ok. Julien is very nice host.,1,english,
very nice room!we enjoy it.,1,english,
Sylvain is very host! All was great!,1,english,
Cool house.,1,english,
very good overall.,1,english,
Wonderful in every way!,1,english,
Olivier was very flexible!,1,english,
We had a wonderful stay at Mona's place. Mona is very nice and helpful.,1,english,
We had a wonderful time.  Thank You,1,english,
"Good stay, what you see is what you get",1,english,
Louise is a wonderful host and she helped make our stay in Paris memorable,1,english,
"very clean.
happy house.",1,english,
Alexis is very nice man. And he make me feel at home,1,english,
Marie is very helpful,1,english,
Sylvie is a very nice and attentive host. My stay was very enjoyable. Thanks,1,english,
Wonderful. Felt like home but in Paris,1,english,
"She was very warmly host.
",1,english,
"Eric was a very responsive, helpful host. Thank you Eric.",1,english,
Lucie was very helpful and hospitable. Her flat is very clean and lovely.,1,english,
We enjoyed meeting Hombeline and staying in her loft. She was a very nice and helpful host. Recommended.,1,english,
Feel like home,1,english,
hello mr j-noel this house is very very good .i like so much ､thanks you ❤️,1,english,
"Thank you so much and your friend Pierre .. he's very kindly and was very helpful ... 
My stay was wonderful in your flat


Oh ",1,english,
"Wonderful home, well located.",1,english,
Stephan was very helpful in responding to my queries quickly.  I enjoyed my stay.,1,english,
Everything was very well - just like last time.,1,english,
Very sweet woman who does her very best to make you feel welcome.,1,english,
good house,3,english,
Wonderful flat and Jean Leon was helpful and friendly.,1,english,
I was (again) very happy to stay with Anne. Please see my earlier rating.,1,english,
Magda was very sweet and attentive. The view is like a dream.,1,english,
At home room,1,english,
It was very good.,2,english,
"Vincent is very kind. His rental home was very clean and nice. 
Thank you!",1,english,
Lovely view!,1,english,
"Christian was a great host, he made our arrival very smooth!
Hope we can stay again some day.",1,english,
"Room was good, Eric is a nice host. ",1,english,
Keyi was very friendly. Comfortable room. Lovely dog,1,english,
"I want to visit again here!!
so kind host!",1,english,
Wonderful place. Stay here!,1,english,
"Wonderful neighbourhood, good shopping.",1,english,
Claude was very welcoming.,1,english,
It was as good as it can get. Paul is very responsive.,1,english,
Easy to get to,1,english,
Place is very nice. Would book again.,1,english,
The neighborhood was excellent.  The host was very helpful.  I enjoyed my stay in Paris.,1,english,
Arthur was a great host. He was very gentle and helpful.,1,english,
" Veronique is a wonderful landlord, kind and easy going. I felt like at home at Veronique’s flat. ",1,english,
very good~,1,english,
Super week end :),1,english,
Benjamins flat was in a very beautiful area we had a lot of fun and enjoyned our stay in Paris :),1,english,
wonderful view~,1,english,
It was a wonderful stay. We can recommend Eves home.,1,english,
Lovely little flat! Vu was very responsive.,1,english,
"great flat, wonderful neighbourhood! all was good",1,english,
Very big house,1,english,
Great neighbourhood. Good value.,1,english,
"Martial is a great host, very helpful",1,english,
Had a great visit! Kevin's home had a great view - he was very accommodating to our travel schedule.,1,english,
Did not meet host.,1,english,
Sweet,1,english,
Stephanie is a great host,1,english,
Host was very accommodating,1,english,
Everything was .  I'm very satisfied.,1,english,
"It's very nice room,very sweet home ",1,english,
"Dear Sophie.
You were very kindful and my family send to you thanks. Your apartment was good to ours. We have good memories about you and your house.

From  Moon",1,english,
Sandy was very accommodating !,1,english,
"what a wonderful home & wonderful people. We so enjoyed our stay. Laredj is so helpful, knowledgeable, and kind.",1,english,
Very nice cosy flat. Estelle is very friendly.,1,english,
quiet neighbourhood and makes you feel home.,1,english,
Excellent! Loved staying. Coralie was very helpful and nice.,1,english,
Helpful host however neighbours could get noisy,1,english,
"Great area, great view, good host. ",1,english,
"Everything was fine.
Thank you",1,english,
We have wonderful days in paris. Thank you,1,english,
Very very helpfull and friendly Host...thank you,1,english,
"Jonathan is an amazing host - very kind and friendly, outstandingly helpful and responsive. we stayed a good 8 nights in his apartment and it was very warm and cozy in the winter time. Heaters works very well, amazing bed and blankets, good hot shower - it's everything we need after a long day of work. Short walk to supermarket and metro station Stalingrad. ",1,english,
Mag was great and very helpful!,1,english,
Despite changes in our flights Isabel was very accommodating.  We very much enjoyed our  stay.,1,english,
Juan was great! very helpfull.,1,english,
"very Good,very nice~",1,english,
It was a wonderful journey and sweet flat.,1,english,
very nice room.,1,english,
"Very nice room. Clean, well equiped. Bree was a very nice host. I really enjoy my stay here. ",1,english,
Super week-end,3,english,
Treat yourself. Stay here.,1,english,
Home from home,1,english,
"She is very helpful amd everything was in order
Thanks for hosting us
",1,english,
Raquel was very polite and helpful during our stay... Place is good located.,1,english,
het was heel leuk,1,english,
Great spot. Jordane very helpful.,1,english,
Very sweet lady very helpful beautiful home,1,english,
Chantals place was wonderful,1,english,
wonderful stay here!,1,english,
"Very nice, clean & cute hotel.
Staff very friendly.
Breakfast was great.",1,english,
Beautiful home. Very kind host. Convenient but quiet.,1,english,
Jordie has be,1,english,
very good house,1,english,
Lovely Airbnb in Paris!! Everyone was so nice.,1,english,
Antoine is very kind man. It was a wonderful experience at Paris.,1,english,
Malo made us feel very welcome. She is a wonderful host.,1,english,
"Thank you so much, we had a wonderful time",1,english,
Very comfortable with a wonderful view! Louison was very helpful!,1,english,
Fantastic hosts!  Your place was wonderful!,1,english,
Very good hotel,1,english,
Everybody was very friendly,1,english,
"He was helpful , very friendly. Cozy place , near to metro lines . Great host ! ",1,english,
This was a great place.  We had a wonderful weekend in paris,1,english,
Nice house. David is helpful.,1,english,
It was very good!!,1,english,
Great place to stop in Paris! Charles is very helpful. It was good choice.,1,english,
very great,1,english,
It was wonderful :-),1,english,
Isabelle was very nice. We never met Boris,1,english,
"Very nice flat, Caroline was a very friendly host. My weekend at Paris wouldn't be the same if I stayed somewhere else. Really nice",1,english,
"Great room, great view! Sylvie was very friendly and nice. I had a great time. ",1,english,
Shop is very close,1,english,
Aggy was nice and very accommodating. She made our Airbnb stay easy.,1,english,
Aggy is so very kind,1,english,
Jules is a wonderful host! So nice and helpful. It was a great stay!,1,english,
Your direct message is good. :),1,english,
Very nice Hotel woth very buitiful service thank you five stars,1,english,
"2 minute walk to metro, area was okay.  Mélanie was very helpful! ",1,english,
Dejan was friendly and helpful,1,english,
She is very nice,1,english,
Lovely host! Feels like home.,1,english,
It's very good flat to enjoy your energy,1,english,
Julien was very helpful!,1,english,
"Charming place, wonderful stay and Dimitri was very responsive.",1,english,
Bruno was very accomodating.,1,english,
"nice place, away was very kind and helpful",1,english,
"Carola was very friendly and helpful, and we really enjoyed our stay here!",1,english,
All you need to get some rest after long day .,1,english,
"Had a great time, very helpful host",1,english,
Cosy room in a quite neighbourhood!,1,english,
Great place to stay wonderful view. Very helpful host. Everything was awesome. Definitely recommend,1,english,
Dalinda  was a very helpful hostess !,1,english,
"Only one word, awesome ",1,english,
"Nice room, we slept very well. Everything was fine.",1,english,
"Thank you very much, it was great",1,english,
Good hostel in downtown Paris. Walkable to many sites. Staff was friendly and helpful.,1,english,
Wonderful stay.  Thank you Clement,1,english,
Awesome. Would stay again!,1,english,
It is very nice.,1,english,
Very helpful.,1,english,
"Easy fast over night stay  
Thank you",1,english,
Bernadette is a great hostess and made our stay in Paris like home.,1,english,
Dovile is very nice!,1,english,
Thank you Flore,1,english,
Very good hostel :),1,english,
Romain was very nice and Available.,1,english,
Great house.,1,english,
Christian is very good person. :),1,english,
Cute flat in a great location! Chelle was very helpful too!,1,english,
Stay was okay. Very friendly host.,1,english,
"A nice, very clean hostel",1,english,
Good value.  Bring your own soap.,1,english,
It was a very warm stay in Paris.,1,english,
it's very okie,1,english,
Sophie is very sweet,1,english,
Wonderful stay. Close to everything. It felt like home away from home. Highly recommended.,1,english,
Everything was superrrr. Thank you Joe,1,english,
Very beautiful house! And Best house. Host is very kindness.,1,english,
top pour un weekend,1,english,
very good .,1,english,
a very good hostel to stay in Paris,1,english,
"Very nice house, Christel was helpful and nice. Recommended.",1,english,
"Great stay, wonderful area.",1,english,
"Great place,  Greg is very nice. ",1,english,
She was nice and very helpful,1,english,
All was very gut. As usual,1,english,
Everything was wonderful,1,english,
Room was very clean and beautiful. I enjoyed a lot during my stay.,1,english,
Camille was very friendly and helpful.,1,english,
We loved our stay here. It is a wonderful Airbnb.,1,english,
A very nice smiley welcome from Aurore. Cosy bedroom. 4th floor no lift.,1,english,
Great apartment. Sandrine was very helpful.,1,english,
"great value, very nice host",1,english,
Gorgeous home away from home.,1,english,
Good house.,1,english,
very nice clean room.,1,english,
very kind Yankel!,1,english,
Room ok,1,english,
we felt very homy,1,english,
Hot water ends when you take shower.,1,english,
Wonderful view!,1,english,
A very nice man,1,english,
Everything was just awesome :),1,english,
Close to metro's; in quite neighborhood,1,english,
"Thank you Sherry, it was beautiful to stay in your studio. Paris is a wonderful town. ",1,english,
Danh was very helpful and we loved our stay!,1,english,
Great deal! Mehdi is very sweet and helpful host.,1,english,
"Eric’s place is located in few minutes walk to Louvre museum, Eifel tower was walking distance as well. He is a very great host, very helpful.",1,english,
nice house nice view,1,english,
Had a wonderful time. Thank you so much,1,english,
"Good stay, good standard and half way between Gare du Nord and Sacre Couer,  this place met my needs very well. ",1,english,
"Great place to stay, great host. Yoni was very helpful.",1,english,
Het was top:),1,english,
All was very good.,1,english,
"It was great, very clean & easy",1,english,
Week-end au top,1,english,
"Clean , easy to get to !",1,english,
As you see,1,english,
Bruno is a wonderful host ! He made our work week in Paris superb!,1,english,
It was wonderful,1,english,
"Ines was very hospitable, a very welcoming host!",1,english,
Very good house Gilbert is good,1,english,
We had a wonderful visit. Thank you!,1,english,
everything was awsome.,1,english,
Easy,1,english,
Alexandre was a very hospitality person.,1,english,
Pretty ordinary house.,1,english,
Wonderful host.,1,english,
View is great & staff is helpful.,1,english,
very good~~~,1,english,
"Good stay, Thank you",1,english,
"Yves was a wonderful host! Thanks, Yves!",1,english,
Tristan was very helpful and made our stay in Paris a great one.,1,english,
Tang is a wonderful host. Thank you!,1,english,
"Wonderful view
Awesome room
Kind host
Best place",1,english,
The Studio was Great. Caroline was very helpful. Thank you :),1,english,
