comments,N,lang,comment_in_english
"Antoine家真的超棒的!房间虽小但是很整洁,24楼的view很赞,可以俯瞰到巴黎一些重要的建筑｡家里会经常来客人,天南地北各个大洲都有,喜欢交朋友的话记得晚上早点回家~哈哈哈",1,finnish,"Antoine home really great! The rooms are small but very clean and tidy,the 24th floor the view was good,overlooking some of Paris important buildings and great views. The home will often come people,different places each continent,like between the words Remember the evening go home early~ha ha ha"
"Antoine的房間很方便, 步行至地鐵站只需3分鐘.
屋主是個雕刻和畫家, 一屋的佈置很有法式風格.
在2X樓高, 大露台能遠眺各地標建築物, 房間空間大及光線充足, 心情都很放鬆.
典型的法國人是不說英語的, 但這不是問題, 他有一部很棒的即時翻譯機, 能即時準確地譯成中英文, 沒有溝通障礙.",1,finnish,"Antoine the room is very convenient, walking distance to the metro station in 3 minutes.
The owner is a sculpture and painter, a house of the arrangements very French style.
2X floor high, a large terrace overlooking the all around standard of the building, the room space is large and well lit, the mood is very relaxed.
Typical of the French not speaking English, but this is not a problem, he has a great instant translation machine, can be immediately and accurately translated into English, no communication barriers."
"离地铁很近,Gillian在我们入住前一天发了房屋详细信息给我｡很方便找到｡",1,finnish,"From the subway is very near,Gillian on our arrival the day before had sent home more information to my house. Very easy to find apartment."
"Natasha oli ystävällinen ja neuvoi kaiken asunnosta.
Asunto vastasi kuvausta ja oli juuri sopiva äidille ja teini-ikäiselle. Metro lähellä, oli helppoa liikkua nähtävyyksille. Laadukas ruokakauppa Carrefour lähellä, samoin edullinen Leader Price -kauppa. Sängyt, peitot ja tyynyt erinomaiset, hiljainen ja hyvin varustettu asunto. Suosittelen lauantaisin hyvää ruokatoria metroaseman lähellä. Talvella ota mukaan tohvelit kylmien lattioiden takia. Kaiken kaikkiaan hintaansa nähden luksusmajoitus.",1,finnish,"Natasha was friendly and advised everything in the apartment. 
The apartment matched the description and was perfect for mom and teens. Metro near, it was easy to move around the attractions. High quality grocery store Carrefour nearby, as well as low cost Leader Price store. Beds, blankets and pillows are excellent, quiet and well equipped apartment. I recommend Saturdays good ruokatoria metro station nearby. In winter bring slippers for the cold floors. Overall, the price relative to luxury accommodation."
"Siisti ja tilava asunto lähellä metroasemaa. Hyvät kulkuyhteydet ja asiointi majoittajan kanssa oli sujuvaa ja nopeaa. Hinta-laatusuhde kohdillaan, en jäänyt kaipaamaan mitään :)

Great apartment near the metrostation. I highly recommend this place! ",1,finnish,"Neat and spacious apartment near the metro station. Good transport links and services to accommodate with the was smooth and fast. The price-quality ratio right, I didn't miss anything :)

Great apartment near the metro station. I highly recommend this place! "
Huone oli hyvä vaikkakin pieni. Sijainti oli loistava. Vuokraajan kanssa kaikki toimi hyvin. Liikenteen meteli ei kuulunut asuntoon. Lähistöllä oli paljon kahviloita ja baareja ja metro oli sopivan lähellä.,1,finnish,The room was good although small. The location was brilliant. The lessee with all working well. The traffic noise didn't belong to the apartment. Nearby there were a lot of cafes and bars and the subway was conveniently close.
Majoittaja oli antanut erittäin selvän ohjeistuksen asunnon löytämiseksi. Illalla kun tapasimme hän oli erittäin ystävällinen ja avulias. Bruno kehoitti meitä olemaan kuin kotonaan ja kotoisalta asunto tuntuikin.,1,finnish,The provider had given very clear instructions to the apartment to find. In the evening when we met he was very friendly and helpful. Bruno calls us to be at home and cozy apartment feel.
Hinta laatusuhde hyvä. Viihtyisä asunto. Näkymä eifelille. Vanhat lattiat narisevat. Ulkoa ei kuulunut pahemmin ääniä. Sisälämpätila oli huhtikuussa aika kylmä. Ulkolämpö oli n.12 astetta. Kylpykuone juuri remontoitu. Kahden aikuisen lisäksi olisi sohville mahtunut pari lastakin.,1,finnish,The price quality ratio good. The cozy apartment. View eifelin. The old floors creak. The exterior didn't hear worse sound. Internal lämpätila in April was pretty cold. Outside temperature was approx.12 degrees. Kylpykuone just been renovated. Two adults also were on the couch couldn't fit a couple of kids.
"Mukava ja tosi kodikas asunto lähellä 2-linjan metroasemaa. Kolmas kerros ja aika rauhallista herkkäunisellekin. Leipomo ja ruokakauppoja nurkan takana. Meitä oli kolme; hyvin mahduimme nukkumaan yläkerrassa. Mielestäni Armelle on rehellisesti ja todenmukaisesti kertonut asunnostaan. Kirjaihmisen viehättävä koti! Voisimme majoittua tänne toistekin, jos matkustamme Pariisiin! ",1,finnish,"Comfortable and very cozy apartment near the 2-line metro station. On the third floor and pretty quiet a light sleeper, too. Bakery and food shops around the corner. There were three of us; a very fit, we went to sleep upstairs. I think Armelle is honestly and truthfully told in his apartment. The book people charming home! We could stay here again if we travel to Paris! "
Loistava sijainti ja hieno asunto. Voin suositella!,1,finnish,Great location and nice apartment. I can recommend!
"Vietimme 5päivän loman Pariisissa. Asunto vastasi kuvausta ja metrolla pääsi helposti kulkemaan nähtävyyksiin ja keskustaan. Juliette oli ihana ja vieraanvarainen. Asunto oli hieman pölyinen ja viileä, mutta ei haitannut majoittumistamme. Great place to stay :)",1,finnish,"We spent 5päivän vacation in Paris. The apartment matched the description and the subway to get to easily travel to attractions and the city centre. Juliette was lovely and hospitable. The apartment was a little dusty and cool, but not hampered accommodate our shifts. Great place to stay :)"
Hyvä sijainti. Asunnossa kivoja yksityiskohtia. Viikonloppuöisin kadulta voi kuulua unta häiritsevää meteliä. Hyvä wifi.,1,finnish,Good location. Housing in nice detail. On weekend nights the street can hear the sleep disturbing noise. Good wifi.
"Loistava sijainti, hyvä tukikohta liikkua ympäri Pariisia. Meitä oli reissussa 3 pariskuntaa, jokaiselle oma makuuhuone, joissa kaikissa oma suihku ja lavuaari, varsin toimivaa.
Kadun meteli kuuluu huoneisiin.
Kerran jäi avaimet asuntoon, Simon järjesti ystävällisesti oven avauksen 10 minuutissa.",1,finnish,"Great location, good base to move around Paris. We were on a trip for 3 couples, to each his own bedroom, all with own shower and sink, very functional.
Street noise heard in rooms.
Once left the keys to the apartment, Simon kindly arranged the door opening 10 minutes."
Dorianin asunto sijaitsee loistavien kulkuyhteyksien päässä keskustasta. Metro linja 2 on ihan vieressä. Täällä voi melkein kuvitella itse asuvansa Pariisissa. Ei luksusta mutta aitouden tuntua.,1,finnish,"Dorian's apartment is located in the excellent access to the city centre. Metro line 2 is just next door. Here you can almost imagine yourself living in Paris. Not luxury, but the authenticity of the feel."
"Francois oli todella ystävällinen ja huolehtivainen majoittaja.  Asunnon ympäristö oli ok. Jonkin verran oli päihdekäyttäjiä lähistöllä, meitä ne eivät häirinneet.
Liikenne asunnon lähistöllä oli hiljaista. Liikenneyhteydet olivat hyvät, sekä metro- että taksiasemat sijaitsivat lähistöllä. 
Asunnon vieressä oleva taloyhteisö oli hiljainen ja rauhallinen, lähinnä lapsiperheitä.
Lähellä sijaitseva kanaali oli kiva ympäristö kävellä.
",1,finnish,"Francois was really friendly and caring host. The apartment environment was ok. Some were drug users nearby, we will not interfere. 
Traffic apartment the neighborhood was quiet. Transport links were good, as well as the metro - the taxi station are located nearby. 
Apartment next to the house, the community was quiet and peaceful, mainly families with children. 
Located near the canal was a nice environment to walk. 
"
"Saimme heti tullessa hyvän vastaanoton asunnon omistajan toimesta. Asunto oli avara ja odotuksen mukainen. Meitä oli viisi aikuista. Meille oli tärkeää että mahdumme samaan aamiaispöytään, lämmintä vettä riittää suihkussa ja asunto on hyvien yhteyksien päässä. Kaikki tämä toteutui. Sänky ja sohvat olivat mukavat nukkua. Ainoa miinus oli iltaisin kaarikäytävään majottuvien pakolaisten keskustelun kantautuminen seinän taakse. Mutta muuta haittaa heistä ei aiheutunut ja hiljenivät hekin nukkumaan. Kiitoksia mukavasta majoituksesta!",1,finnish,"We got immediately come the good reception of the apartment by the owner. The apartment was spacious and predictable. There were five of us adults. It was important to us that we fit at the same breakfast table, warm water enough for a shower and the apartment has good access to the. All of this came true. The bed and sofas were comfortable to sleep in. The only minus was the evening of the arch into the hallway majottuvat refugees debate reached the wall behind. But the more harm they did not cause and silence they sleep. Thank you for the nice accommodation!"
"일단 엄청 좋았던 점은 호스트와의 연락이 잘 되었던 점입니다. 프랑스를 가기 전부터 그와 계속 연락을 취하며 약속을 잡았고 정말 고맙게도 우리가 내리는 기차역까지 나와주셔서 너무 좋았습니다. 집이 4층이라 계단이 조금 많은데 짐도 들어주시고 굉장히 친절했습니다. 집은 깔끔하고 굉장히 넓었습니다. 여자 두명이서 쓰기에도 많이 넓은 공간이었고 방에 TV, 장롱, 침대 등 편의시설도 많았습니다. 역과의 거리는 5분도 채 안걸리는 거리고 집 바로 앞에 큰 마켓이 있어 장보기에 정말 편리합니다. 제일 좋은 건 장아저씨와 부인분이 굉장히 착하고 귀여웠습니다. 여행객을 정말 많이 배려해주시고 기본 빵이나 음료, 시리얼 제공을 해줬습니다. 집도 좋지만 호스트가 정말 최고였던 숙소입니다. ",1,finnish,"Once a tremendous good point with the host contact, Well that was the point. France to go from before him and continue to contact you and an appointment was really thankfully our train station and very good too. The house is 4 floors of stairs a bit much, but Jim heard and very friendly and helpful. The house is clean and very spacious. Woman two in writing, even a lot of wide space was in the room, TV, cabinets, beds, amenities were many. Station with a distance of 5 minutes Wall Street and the house right in front of the large market place in really handy. The best good thing Zhang uncle and his wife feel very good the cutest. Travel really a lot of consideration to the basic bread or drink, cereal provided ins. The house is also good, but the host is really the best and was the place to stay. "
"Morgane oli erittäin ystävällinen ja kertoi kaiken tarvittavan asunnosta sekä myös hyviä vinkkejä lähialueen palveluista. Asunto oli hyvä, viihdyimme hyvin ja täällä oli kaikki tarvittava ja enemmänkin. Parveke oli upea! Naapurusto oli kaunis ja hiljainen, turisteja ei juuri ollut, oli kuin olisi asunut pienessä kylässä kaupungin sisällä. Suosittelemme ehdottomasti Morganen asuntoa. Huomaathan, että asunto on neljännessä kerroksessa ja täällä ei ole hissiä. Matkalaukkujen saaminen asuntoon kävi kuntoilusta, mutta se oli ehdottomasti sen arvoista. Morgane pystyi järjestämään meille asuntonsa vain parin päivän varoitusajalla.",1,finnish,"Morgane was very friendly and told me everything I needed from the apartment and also good tips on local services. The apartment was good, comfortable, we were well and there was everything you need and more. The balcony was gorgeous! The neighborhood was beautiful and quiet, tourists don't just be you, it was like you lived in a small village within the city. We strongly recommend Morgane's apartment. Please note that the apartment is on the fourth floor and there's no elevator. Suitcases getting to the apartment was a workout in, but it was definitely worth it. Morgane was able to arrange us an apartment just a couple of days notice."
"Asunto oli todella pieni ja rapun äänet kantautuivat sinne selvästi. Matka sujui kuitenkin mukavasti korvatulppien kanssa. Sijainti oli todella hyvä ja kaikki tarpeellinen löytyi asunnosta. Suosittelisin nuorelle pariskunnalle, joka etsii siistiä budjettiystävällistä kohdetta.",1,finnish,"The apartment was really small and the stairs the sounds coming out there clearly. The trip, however, the comfort of ear plugs. The location was really good and all the necessary to find the apartment. I would recommend for young couples, who is looking for a neat budget friendly items."
"Loistava sijainti. Rauhallinen ympäristö. Kuudelle henkilölle tarkoitettu huoneisto kaipaisi pientä tarkennusta, että olisi tarvittava määrä petivaatteita ja astioita.",1,finnish,"Excellent location. Calm environment. For six persons the apartment could use a little focus, that would be the required number of sheets, and dishes."
"很棒的体验,房间美到每个角落,非常满意,希望下次还可以入住,谢谢
Kelly",1,finnish,"A great experience,the room beauty to each corner,very satisfied,I hope next time you can also check-in,Thank you
Kelly"
"Siisti asunto, jossa on matkailijan kannalta tarpeelliset perusasiat. Vessan ja kylpyhuoneen tasossa olisi kuitenkin parantamisen varaa, koska ne eivät ole viihtyisiä. Talon hissi on hyvin pieni, mutta sillä saa kuitenkin kuljetettua matkalaukut 6. kerrokseen. Rauhallinen talo, olohuoneen ja pienemmän makuuhuoneen ikkunat ovat hiljaiselle sisäpihalle. Ison makuuhuoneen ikkunat ovat kadulle ja sinne kantautuu jonkin verran liikenteen ääntä. Vierailumme aikana kuului ääniä myös naapuriasunnosta. Puulattiat narisevat. Sijainti on hyvä metroaseman lähellä. Lähistöltä löytyvät peruspalvelut, kuten leipomo, apteekki, useampi ruokakauppa sekä erilaisia ravintoloita ja kahviloita. Pesukone oli vierailumme aikana pois käytöstä.",1,finnish,"Neat apartment, which is a traveler necessary for the basics. The toilet and the bathroom in the plane was, however, room for improvement, because they are not comfortable. The house elevator is very small, but it however carried the suitcase 6. layer. Calm in the house, the living room and smaller bedroom windows are on a quiet courtyard. Big bedroom windows are to the street, and there heard some traffic noise. During our visit, we hear the sounds of the neighbouring apartment. The wooden floors creak. Location is good near the underground. Nearby you will find the basic services such as bakery, pharmacy, several grocery stores and a variety of restaurants and cafes. The washing machine was during our visit off."
Kohde on kaunis ja Cyril on hyvä isäntä. Kommunikointi oli nopeaa ja helppoa. Viides kerros takaa hienot Pariisi maisemat yli kattojen. Kannattaa matkustaa kevyesti koska 5 kerros ja kapea portaikko niinkuin Pariisissa yleensä onkin.,1,finnish,"The item is beautiful, and Cyril is a great host. Communication was fast and easy. Fifth floor ensures great Paris scenery over the rooftops. It pays to travel lightly because of the 5 floors and a narrow staircase like in Paris usually is."
"저렴한 가격과 두 개의 쾌적하고 넓은방. 그리고 테라스!
파리의 중심은 아니지만 파리의 이면을 보시고싶은 분들에겐 추천합니다. 가성비 좋았던 숙소에요! 
게다가 주변의 맛집과 필요할때마다 연락해주는 호스트의 친구 vanessa덕분에 더 편안한 스테이였습니다.",1,finnish,"Low prices and two pleasant and wide. And terrace!
The center of Paris, but Paris of the saw I minute recommend. The customer service was good at the hostel! 
Plus the surrounding restaurants and when you need every contact to host friends of vanessa thanks to a more relaxed state."
"Heddy oli mukava ja helppo majoittaja. Hän antoi meille jo etukäteen vinkkejä kuinka päästä perille ja oli meitä vastassa asunnolla. Käytössämme oli oma erillinen huone ja lisäksi yhteinen keittiö ja pesuhuone. Asunto oli lähellä metroa, sijainti ok.",1,finnish,"Heddy was nice and easy to host. He gave us in advance for tips on how to get there and was there waiting for us at the apartment. We had our own separate room, and in addition, a common kitchen and a laundry room. The apartment was close to the subway, the location ok."
ﾛｹｰｼｮﾝはとても良く中心街です｡Kittyもﾏﾒに連絡を取ってくれる親切な方でした｡ｷｯﾁﾝ用品なども充実していてとても楽しい滞在ができました｡ありがとうございました:),1,finnish,Locked what I my row and watching it is a very good center is. Kitty probably the camera contact take kind in the US. The I LOL range supplies also as make the most enjoyable stay in Lima. Thank you:)
"Anne oli upea majoittaja. Ohjeet hänen asunnolle olivat hyvät. Anne oli myös hyvin vieraanvarainen ja joimme kahvia ja teetä hänen keittiössään ja tutustuimme toisiimme. Annen asunto oli neljännessä kerroksessa, jonne kuljettivat kapeat portaat. Huone oli kiva ja nukuin hyvin, koko talo oli hiljainen ja erittäin hyvällä paikalla. Suosittelen!",1,finnish,"Anne was a fabulous host. Directions to his apartment were good. Anne was also very hospitable and we drank coffee and tea in her kitchen and we got to know each other. Anne's apartment was on the fourth floor, which carried the narrow stairs. The room was nice and I slept very well, the whole house was quiet and very well located. I recommend!"
"Mahtava sijainti ja joustava sisäänkirjautumisaika, pieni mutta viihtyisä majoituspaikka.",1,finnish,"Great location and flexible check-in time, a small but cozy accommodation."
"我们在巴黎呆了非常愉快的六天时间｡Kevin的房子地处安全,安静,干净的15区,距pasteur地铁站5分钟的路程,交通十分便利,距离蒙帕纳斯大楼步行约8分钟｡楼下斜对面有一超市,不远处还有一家华人便利店和家乐福超市,买东西很方便｡房内配备整套餐具和全自动洗衣机,入住时房间打扫的很干净｡淋浴热水不错｡Kevin人很热情,一直贴心的与我们在网上勾通｡月底回巴黎的时候若有机会还会定Kevin的房间｡",1,finnish,"We're in Paris and spent a very pleasant six days as well. Kevin's House is located in safe,quiet,clean 15 area,from pasteur Metro Station 5 minutes away,Transportation is very convenient,the distance from the Montparnasse Tower walk about 8 minutes from the House. Downstairs diagonally opposite there is a supermarket,not far away there is a Chinese convenience store and Carrefour supermarket,shopping very convenient area. The room is equipped with complete set of utensils and fully automatic washing machine,check-in room cleaning very clean and great views. Shower hot water good area. Kevin people are very friendly,always attentive with our online hook through the House. At the end of back to Paris if the opportunity will also be given to Kevin's rooms."
Asunnon sijainti on erinomainen; metroasema lähellä ja suuri osa Pariisin nähtävyyksistä kävelymatkan päässä.,1,finnish,The apartment location is perfect; metro station nearby and a large part of the Paris attractions in walking distance.
"Asunto oli todella viiihtyisä ja vastasi odotuksia hyvin. Mahtava näköala parvekkeelta! Hyvät kulkuyhteydet, ruokakauppa lähellä ja paljon kivoja ravintoloita kävelyetäisyydellä. Suosittelen lämpimästi!",1,finnish,"The apartment was really viiihtyisä and answered expectations well. Awesome view from the balcony! Good transport links, grocery stores nearby and lots of nice restaurants within walking distance. I recommend warmly!"
"Asiointi huoneiston vuokraajan kanssa sujui erinomaisesti ja häneltä sai tarkat saapumisohjeet. Kohteen sijainti hyvä, 2 metroasemaa lähellä. Huoneisto oli juuri sellainen kuin kuvissa näytettiin ja siisti. ",1,finnish,"Services apartment renter's with was excellent and he gave the exact arrival instructions. Location good, 2 metro stations close by. The apartment was exactly as the picture showed and neat. "
"Kaikki oli kuten kuvissa ja Willy oli erittäin auttavainen ja joustava. Myös sijainti oli meille loistava, lähellä jääkiekkohallia.",1,finnish,"Everything was as pictured and Willy was very helpful and flexible. Also the location for us was great, close to hockey hall."
"Hinta-laatusuhde oli kohdillaan ja Willy oli organisoinut asiat hienosti vaikka olikin matkamme aikana reissussa. Tarvittavat asiat löytyi läheltä (jäähalli, metro)",1,finnish,"The price-quality ratio was right, and Willy had been organized things nicely even if it was during our trip out of town. The necessary things you find close to (rink, metro)"
Tutto ok!,1,finnish,Everything is ok!
