comments,N,lang,en-en,comments
"Lejligheden var indbydende og hyggelig og passede fint til vores forventninger i forhold til beskrivelsen. Der var en god atmosfære, lyst og venligt, og det var dejligt at vende hjem til den lille oase efter lange ture i byen med kunstudstillinger. Soveværelse og badeværelse meget fint, også dejligt sofahjørne. Der var ikke så meget plads i køkkenet, og det var lidt klemt for os at spise, men vi klarede den.
Fin lille mappe med forslag til gode spisesteder og indkøbsmuligheder, den brugte vi.
Viceværten var venlig og hyggelig at snakke med.
Nabolaget er en blanding af velfungerende gader og snuskede, meget beskidte gader, så vi oplevede begge sider af det 18. arrondissement.
",1,danish,da-en,"The apartment was welcoming and cosy and fitted perfectly to our expectations in relation to the description. There was a good atmosphere, bright and friendly, and it was nice to return home to the little oasis after long walks in the city with art exhibitions. Bedroom and bathroom very nice, also nice couches. There was not much space in the kitchen, and it was a little squeezed for us to eat, but we made it.
Nice little folder with suggestions for great dining and shopping options, the we used.
The caretaker was friendly and pleasant to talk with.
The neighborhood is a mix of smooth streets, and seedy, very dirty streets, so we saw both sides of it 18. district.
"
"Bernadette tog meget venligt imod os og gav os mange værdifulde oplysninger om nabolaget. Området er fint og ligger kun 5-10 minutter væk fra Sacra Cæur. Lejligheden fungerede godt for os. Vi var især glade for patioen, hvor vi hilste på venlige naboer hver dag.",1,danish,da-en,"Bernadette took very friendly towards us and gave us many valuable information about the neighborhood. The area is fine and is just 5-10 minutes away from the Sacra Cæur. The apartment worked well for us. We were especially excited for the patio, where we greeted the friendly neighbors every day."
"Det var en fantastisk oplevelse! Cristina og Matteo var begge super dygtige til at holde os opdateret omkring rejsen og boligen etc. Vi blev budt på kaffe da vi ankom og mødte Cristina, hvilket var dejligt. Værelset har det hele på lille plads, hvilket er meget imponerende - og havde den bedste beliggenhed mulig! Havde vi nogle spørgsmål skulle vi bare kontakte dem, og det hele fungerede problemfrit :) 
Min første rejse til Paris og det kunne ikke være et bedre sted at bo <3",1,danish,da-en,"It was a fantastic experience! Cristina and Matteo were both super skilled at keeping us updated about the journey and the tabernacle, etc. We were offered coffee when we arrived and met Cristina, which was nice. The room has it all in the small space, which is very impressive - and had the best location possible! We had some issues we should just contact them, and it all worked smoothly :) 
My first trip to Paris and it could not be a better place to live <3"
"Vi havde en rigtig god oplevelse hos Sam. Lejligheden havde en super beliggenhed, meget centralt i forhold til seværdigheder, samt det offentlige. Det er helt sikkert ikke sidste gang vi er der! ",1,danish,da-en,"We had a very good experience with Sam. The apartment had a super location, very central to sights, as well as the public. It is definitely not the last time we are there! "
"Lejlighedens beliggenhed er fantastisk i midten af Marais kvarteret. Lejligheden er udstyret med alt det nødvendige køkkenudstyr til at man selv kan lave mad, vi brugte dog de omkringliggende cafeer og restauranter som der er masser af.
Der er en del larm fra nattelivet i gaden, som dog kun kan høres hvis vinduerne mod gaden er åbne.
Lejligheden er beliggende helt oppe under taget, og er svært tilgængelig hvis man er dårligt gående.",1,danish,da-en,"The apartment location is great in the middle of the Marais district. The apartment is equipped with all the necessary kitchen equipment to preparing food, we spent, however, the surrounding cafes and restaurants of which there are plenty of.
There is a part of noise from the nightlife in the street, which, however, can only be heard if the windows are facing the street is open.
The apartment is located right up under the roof, and is difficult to understand if one is bad walking."
"Virkelig lækkert sted og meget centralt i Marais kvarteret. Der er en super god mad/cafe gade i den ene ende af Rue Mandar og i en anden ende er der barer, butikker og restauranter for alle budgetter.
lejligheden er fint indrettet og der er alt hvad man skal bruge - der er rent og pænt indrettet.
Eneste minus er at lejligheden ligger på 6 etage og kan være lidt hårdt efter en hel dags vandring i Paris, men til gengæld slipper man for larmen i gadeniveau og gør også lejligheden lysere.",1,danish,da-en,"Really nice place and very centrally located in the Marais district. There is a super good food/cafe street at one end of Rue Mandar and in a other end, there are bars, shops and restaurants for all budgets.
the apartment is nicely decorated and there is everything you need, clean and nicely decorated.
Only minus is that the apartment is on 6 floor and can be a little hard after a full day of hiking in Paris, but in return, you can avoid the noise of street level and also makes the apartment brighter."
Super oplevelse... Dejlig lille lejlighed. Dejligt lokalt sted med massere af gode cafe'er og spisesteder. Kan anbefales,1,danish,da-en,Great experience... Lovely little apartment. Nice local place with lots of good cafe's and eateries. Can be recommended
"Boligen var fint beskrevet og billederne svarede fint overens med, hvordan lejligheden faktisk ser ud.",1,danish,da-en,The accommodation was very well described and the pictures were very consistent with how the apartment actually looks like.
Lejligheden ligger i et fantastisk område. Her vil vi gerne tilbage til,1,danish,da-en,The apartment is located in a great area. Here we would like to return to the
"Min datter og jeg har lige tilbragt nogle vidunderlige dage i Paris og boede i denne skønne lille penthouse lejlighed på Mont Marte hos Guillaume.
Beliggenheden er perfekt, med blandt andet Sacre Cour og Moulin Rouge lige i nærheden. En dejlig caffe latte og croisant er altid inden for rækkevidde. Lækkert bageri 2 minutters afstand.  Vinbarer, barer, restauranter af alle slags er i nærheden.
Det tager 7 minutter at gå fra Gare du Nord. Metro er også få minutter derfra.
Lejligheden havde det vi havde brug for. Den er lys, og skønt at kunne åbne ud til de franske altaner. Udsigten over tagene med deres flotte skorstene er vidunderlig. Der var rent og pænt overalt.
Guillaume var hele vejen meget informativ, om hvilke transportmuligheder der var, hvor man kan spise etc. Værten selv var udenlands, men havde arrangeret at en ven kom og lukkede os ind.
Undervejs mailede han flere gange for at høre, om nu alt var som det skulle. Guillaume er en omsorgsfuld vært, og vi vil rigtig gerne bo hos ham igen. 
Vi giver Guillaume de bedste anbefalinger :)
",1,danish,da-en,"My daughter and I have just spent some wonderful days in Paris and stayed in this lovely small penthouse apartment in Mont Marte with Guillaume.
The location is perfect, among other things, the Sacre Cour and the Moulin Rouge nearby. A nice caffe latte and croisant is always within reach. Delicious bakery 2 minutes away. Wine bars, bars, restaurants of all kinds are nearby.
It takes 7 minutes to walk from the Gare du Nord. Metro is also few minutes away.
The apartment had what we needed. It is light, and great to be able to open, in addition to the French balconies. The view over the roofs with their beautiful chimneys is wonderful. It was clean and comfy.
Guillaume was all the way very informative, about what transportation options were, where to eat etc. The host himself was abroad, but had arranged that a friend came and closed us in.
Along the way, emailed several times to hear, for now everything was as it should. Guillaume is a caring host, and we would really like to stay with him again. 
We give Guillaume the best recommendations :)
"
