comments,N,lang
"Byt je velmi malý, při rozložení postele se nedá skoro chodit. Kuchyň a koupelna nebyly úplně čisté, v koupelně byly všude vlasy. Ručníky take nebyly úplně svěží. Budova, ve které se byt nachází je krásná, nicméně konkrétní chodba a část teto budovy, kde je tento byt, je velmi špinavá a zapáchá. 

Oceňuji krásnou lokalitu, blízkost velkého supermarketu, metra, autobusů. Emannuel skvěle odpovídal na mé dotazy. 

Celkově jsem s pobytem spokojená a doporučuji.",1,czech-iso8859_2
Montmartre je nádherné místo. Děkujeme. Karel,1,czech-iso8859_2
"Byt je na krásném místě, kousek od metra a ve velmi příjemné čtvrti, plné obchodů a restaurací. Byt je menší, ale velmi útulný. V domě není výtah, ale patra jsou nízká, takže chůze po schodech není problém. Byli jsme ubytováni se dvěma dětmi a byli jsme velmi spokojeni.",1,czech-iso8859_2
Nice stay!,6,czech-iso8859_2
Very nice flat! Thank you so much,1,czech-iso8859_2
"Byt cisty a utulny, komunikace s hostitelkou bez problemu. Ctvrt patri k tem horsim.",1,czech-iso8859_2
Not so nice neighbourhood,1,czech-iso8859_2
Very Nice :),1,czech-iso8859_2
"nice stay,thank you Edouard",1,czech-iso8859_2
"Fantastický výhled na centrum Paříže, včetně Eiffelovky. Skvělá poloha na stanici metra o třech linkách a cyklokola Vélib přímo před domem. Dostatečná velikost i zázemí bytu pro pobyt celé rodiny. V dosahu bytu je veškerá vybavenost.",1,czech-iso8859_2
Posible Robo,1,czech-iso8859_2
"Příjezd byl skvělý, pobyt byl super a odjezd dle našich potřeb.
Vše fungovalo a byli jsme moc spokojeni.
Jedinou nevýhodou pro nás byly příliš měkké postele a blikající velkoplošné neony na ulici.",1,czech-iso8859_2
"Ubytování bylo skvělé, vše fungovalo i přes to, že ubytování bylo sjednané úplně na poslední chvíli. Skvěle vybavená kuchyň nám také přišla vhod a hlavně! díky tomu, že je společná jsme se seznámili s velice zajímavými lidmi z celého světa. Pobyt u Sophie byl celkově skvělý a rádi se zase vrátíme :)",1,czech-iso8859_2
Very nice stay!,6,czech-iso8859_2
Very nice hostess!  Enjoyable stay!,1,czech-iso8859_2
"Příjemné ubytování v klidné čtvrti. V blízkosti jsme měli vše, co jsme potřebovali: metro, kavárny, pekárny, obchod, menší park. Hostitelka je moc sympatická a nabízí spoustu průvodců a tipů pro objevení Paříže. Doporučuji :)",1,czech-iso8859_2
Good Place,3,czech-iso8859_2
Ya se lo he dicho a él,1,czech-iso8859_2
"Opravdu úchvatné místo s nádherným výhledem z okna. V zastavěné Paříži pravděpodobně jedno z těch klidnějších a příjemnějších na přespání. Krásné procházky, malý provoz. 
Apartmán je malý, avšak působí autenticky pařížsky.  
Nic nám nechybělo, pobyt jsme si užili, stojí to za to!",1,czech-iso8859_2
Very nice place,26,czech-iso8859_2
vstřícnost a dobrá komunikace,1,czech-iso8859_2
"Pobyt u Sary super, byt velmi čistý, domluva perfektní, kousek od Sacre Coeur, na který je mimochodem skvělý výhled z kuchyně.  Určitě souhlasím s předešlými pozitivními hodnoceními a doporučuji. Sara byla taky moc hodná a dovolila mi check-in brzy ráno a poslední den jsem si mohla u ní nechat zavazadla až do večera. Děkuji!",1,czech-iso8859_2
"Great stay, nice host.",1,czech-iso8859_2
"Všechno bylo naprosto perfektní, jasné a přesné: navigace, komunikace s hostitelem.",1,czech-iso8859_2
Bravo!,2,czech-iso8859_2
Perfect house - Perfect host!,1,czech-iso8859_2
Very nice host,6,czech-iso8859_2
"Všechno bylo perfektní. Blízko metro, obchod a super pekárna.",1,czech-iso8859_2
"오페라(피라미드) 지역에 위치하고 있어 모든 관광명소에 가기에 교통편도 잘 되어있고 걸어서 갈 수도 있습니다. 이 숙소에서 지내며 현지인처럼 일주일을 보낼 수 있었습니다. 

Jean Michel씨는 체크인 시 집의 구비사항 및 알아두어야 할 것들에 대해 조목조목 잘 알려주었습니다. 정말 친절합니다. 본인의 박물관이라고 했던 화장실은 정말 인상적인 공간이었습니다^^

이전에 묵었던 파리의 다른 에어비앤비 숙소는 햇빛이 잘 들지않았는데 이 곳은 거실에서 적절한 만큼의 해가 들어와 좋았고 안방은 암막커튼이 치면 빛이 들지않아 꿀잠잘 수 있었습니다. 

부엌에는 양념들, 커피메이커, 토스터기 등 요리를 하기에 충분한 기구들을 갖추고 있습니다. 머무르는 동안 마실 수 있는 생수도 준비해 주셨습니다. 

라디에이터는 거실, 안방, 화장실에 각각 한개씩 있고 화장실과 거실은 잘 작동하지만 안방에 있는 것은 작동하지않는 것 같습니다. 잘 따뜻해지지 않아요. 안방 이불 속에 들어가면 따뜻해서 춥지않게 잘 잤습니다.",1,czech-iso8859_2
Very nice place to stay!!,1,czech-iso8859_2
公寓地理位置非常好 设施也很齐全 jean-louis人超级好 如果有朋友来巴黎 一定推荐给他们,1,czech-iso8859_2
vše v pořádku,1,czech-iso8859_2
"Very nice host, I DEFINITELY RECOMMAND",1,czech-iso8859_2
"Je možné, že v ubytování nebudete sami doma, ale hostitelka bude ve vedlejším pokoji.",1,czech-iso8859_2
"Krásný, čistý byt ( ideální pro dvě osoby), hned u vchodu je stanice metra. Do nejužšího centra velmi blízko- i procházkou- na letiště velmi pohodlná cesta metrem a RER. Alexis na dotazy odpovídal téměř okamžitě, vše bylo bez problémů. ",1,czech-iso8859_2
추천합니다 위치도 적절하고 내부도 매우 깨끗합니다.,1,czech-iso8859_2
"숙소 자체도 좋았고, 위치도 아주 좋았습니다.",1,czech-iso8859_2
Byla to pohoda. Levné ubytování v na dobrém místě.,1,czech-iso8859_2
"Výborné místo, báječní hostitelé... všechno, co chcete od Paříže ;)",1,czech-iso8859_2
Nice stay.,2,czech-iso8859_2
"Krasne ubytování ve vilové čtvrti , venkovní posezení . Patrik s manželkou jsou velmi přátelsky a se vším pořadí. Na metro 5 min a 15 min metrem do centra. Mohu všem doporučit ",1,czech-iso8859_2
"주인을 직접 만나지는 않았지만 이메일로 연락을 주고받아 사전에 숙소에 대한 정보를 충분히 알 수 있었습니다. Bertrand는 매우 신속하고 친절하게 질문에 응답해 주었고, 현지의 안전상황에 대해서도 사전에 알려주어 고마웠습니다. 숙소는 지하철 10호선 역과 매우 가까워서 대중교통을 이용하는데 편리하였고, 특히 공항과 직통으로 연결되는 RER B선의 역에서 걸어갈 수 있는 거리여서 찾기가 쉬웠습니다. 숙소는 노트르담 성당과 시청 역까지 금방 걸어갈 수 있는 거리에 있고, 바로 근방에 소르본 대학과 판테온이 있고, 퐁피두 센터도 도보권 안에 있습니다. 주인이 소개해 주는 식당들이 근방에 많아 맛있는 식사가 가능했고, 베이커리와 슈퍼도 가까이 있어 숙소 안에서 식사를 해 먹을 수도 있었습니다. 숙소는 주인 가족이 평소에 실제 생활하는 공간이어서 여러 면에서 더 좋았습니다. 침대는 매우 편했고, wifi 잘 되고, 난방이 잘 되고, 온수도 잘 나왔습니다. 새로 고쳤다는 샤워시설도 아주 좋았습니다. 부엌에도 기본적인 양념들이 있고, 각종 식기와 주방도구들이 있어 얼마든지 사용할 수 있었습니다. 또한 캡슐커피기계(illy) 덕분에 굳이 밖에 나가 커피를 사 마실 필요가 없었습니다.
전반적으로 매우 만족스러운 숙소였고, 가족 4명이 편하게 잘 지내다 왔습니다. 다시 파리에 가는 일이 있으면 꼭 이용하고 싶습니다.",1,czech-iso8859_2
"街区感觉治安很好,晚上比较晚回来也没什么问题｡走到地铁站或是去坐Orly机场巴士不到10分钟｡房东很热情周到,房间也很舒适｡还有一个小阳台｡推荐｡",1,czech-iso8859_2
Very Nice!,4,czech-iso8859_2
Nos ayudo mucho,1,czech-iso8859_2
"Pěkný byt, výborná komunikace. Doporučuji.",1,czech-iso8859_2
very nice host!,1,czech-iso8859_2
"Pobyt u Gaelle byl moc příjemný, apartmán hezký a čistý. Gaelle je velmi vstřícná a vždy ochotná poradit a pomoct.",1,czech-iso8859_2
Nice Place,2,czech-iso8859_2
ALL PERFECT! Hope to see you soon Patrick! :),1,czech-iso8859_2
"Ubytování bylo skvělé, byt je neobvykle zařízen, což je poznat z fotek. Ideální pro všechny, které nebaví nudný hotelový pokoj. Nachází se v klidné čtvrti, kousek od metra a baziliky Sacré-Couer.

Patrick a Nam jsou velice příjemní a rychle reagují na zprávy.",1,czech-iso8859_2
Nice bnb,1,czech-iso8859_2
Todo muy bello,1,czech-iso8859_2
very nice,19,czech-iso8859_2
"Emmanuelle je velice milá hostitelka, vše jasně vysvětlí a se vším poradí. Byt je velmi pěkný a čistý, sousedství příjemné a vstřícné. Někde tam bych klidně chtěl bydlet... Určitě doporučuji.",1,czech-iso8859_2
"Krásný byt v krásném klidném místě. Blízko je velký park a několik dětských hřišť. Skvělé spojení do centra města (pro cestování s kočárkem jsou autobusy nejvhodnější). Více než vhodné pro rodinu s dětmi (7 let, 4 roky, 9 měsíců). Jediné malé mínus jsou úzké točité schody. Ale stojí to za to.",1,czech-iso8859_2
"Stan je velmi milý, komunikace a vše kolem ubytování proběhlo bez problémů. Montmartre je podle mě úžasné výchozí místo k poznávání Paříže.",1,czech-iso8859_2
Very nice stay! Thank you!,2,czech-iso8859_2
"Pěkný byt s blízkou dostupností metra. Jednoduše a pěkně zařízený. Jen je třeba počítat s tím, že je v pátém patře bez výtahu. V blízkosti je obchod s potravinami. Ideální ubytování na krátkou návštěvu Paříže.",1,czech-iso8859_2
Nice place to stay.,10,czech-iso8859_2
"S ubytováním jsme byli velmi spokojeni. Čistý a klidný byt. Výborné spaní.  Jean- Luc byl velmi ochotný, vyšel nám vstříc a v odpovědích přes sms byl pohotový. Byt je umístěn kousek od metra. Moc děkujeme za příjemné ubytování.",1,czech-iso8859_2
Merci Bobo !,1,czech-iso8859_2
"Potvrzení rezervace proběhlo rychle, komunikace rychlá a bezproblémová. Dokonce ráno v ceně i kafe se snídaní ;-)",1,czech-iso8859_2
"Vše proběhlo vpořádku, hostitel nam zařídíl i taxi z letiště. Ubytování velmi čisté vše připravené. Kavovar, me velmi potěšil. Všem mohu jen doporučit.",1,czech-iso8859_2
Very nice flat...,1,czech-iso8859_2
"真的很謝謝妳提供那麼好的環境｡
真的很喜歡❤️
Thank you so much.
",1,czech-iso8859_2
"dobrá zkušenost, vše podle toho jak bylo napsáno v inzerátu. Hostitelka vstřícná a pomohla ochotně s tipy kam si zajít na večeři, kávu atd.",1,czech-iso8859_2
Pretty place,1,czech-iso8859_2
"Vsechny klady , ktere nabizi misto v centru Parize. Dum zpocatku vypada trochu hruzostrasne , ale vse je naprosto v poradku. Dekujeme !",1,czech-iso8859_2
"Nice place to stay.
",2,czech-iso8859_2
"มีห้องน้ำน้อยเกินไป สำหรับ 5-6 คน พักร่วมกัน อุปกรณ์ในห้องน้ำไม่ครบ ราวแขวนผ้า ชำรุดไม่ซ่อม และ มีน้อยเกินไป ผ้าเช็คตัวแข็งและเก่า  ทำเลติดถนนทำให้มีเสียงรถและแสงไฟในยามกลางคืน เพราะ ที่พักอยู่ชั้นสอง  ภายในห้องนอนและทาง มีเพียงหลอดไฟหัวเตียง ทางเดินแสงน้อยเพราะ หลอดไฟเก่า 
ไม่มีตู้เสื้อผ้าให้ อีกทั้งก็ไม่มีราวแขวนผ้าให้เพียงพอ  จึงไม่แปลกที่เจ้าของห้องจะไม่ใส่ภาพภายในที่พักให้ดู
เมื่อเพียงกับ ราคาและการเดินทางที่สะดวกแล้ว น่าจะแพงเกินไป",1,czech-iso8859_2
"Mohu jen doporučit, perfektní lokalita, Eifellovku vidíte z okna :-) V okolí příjemné kavárničky a restaurace. Prostorný stylový byt, krásně jsme se vešli čtyři dospělí a dvě děti. Pohodlné postele. Rychlá a milá komunikace s hostiteli.",1,czech-iso8859_2
So nice,1,czech-iso8859_2
Nice Place!,3,czech-iso8859_2
Best Place to stay....,1,czech-iso8859_2
"Moc pěkné ubytování ve vnitrobloku se zahradou. Dostupné metrem do centra bez přestupů. 
Klidná lokalita.",1,czech-iso8859_2
"U Francoise jsme byli velmi
spokojeni. Jeji byt ma příjemnou atmosféru. Postele jsou dostatečně široké, na jedne se vyspi pohodlne dva lidé. Koupelna je malinká, ale dostačující. WC se nachází na chodbě, což ale vubec nevadi. Hodne jsme využívali terasku, která patří k bytu. Francoise byla mila, vyšla nam vstříc v den naseho odjezdu, kdy jsme potřebovali nekde nechat zavazadla az do pozdních nočních hodin. Byt se nachází kousek od ulice Mouffetard, což je uzasne misto- plné kavarnicek, restauraci atd. Ma skvelou atmosféru. Pěšky se da dojit k Pantheonu, do Lucemburských zahrad... Byli jsme opravdu moc spokojeni a ubytovani můžeme doporučit. ",1,czech-iso8859_2
"Pěkné ubytování, ve velmi dobré části Paříže. Pokud hledáte klidné místo, ale zároveň blízko centra, můžu jedině doporučit.",1,czech-iso8859_2
"Skvělé umístění, byt zařízen s francouzským šarmem, hostitelka velmi milá, na přivítanou přidala lahev růžového vína a rady kam na jídlo a kde nakoupit. Vhodné pro dva dospělé, případně plus malé děti. Spaní na palandě s výstupem po žebříku by pro straší osoby nebylo vhodné. apartmán skvěle vybavený včetně pračky, myčky, kávovaru a dalšího vybavení, super rychlý internet.",1,czech-iso8859_2
very nice host,1,czech-iso8859_2
Nice stay,8,czech-iso8859_2
"Byt je krásný, čistý a odpovídá popisu a fotografiím. Hostitelka je velmi příjmená, telefonická i emailová komunikace je na jedničku :) Děkujeme za úžasný čas, který jsme mohli díky Sandrine strávit v krásné Paříži. Lucie",1,czech-iso8859_2
Very nice hosts. Perfect neighborhood!,1,czech-iso8859_2
Nice host~,1,czech-iso8859_2
"Very Cute Place!
Nice breezes at night to sleep:) ",1,czech-iso8859_2
"Velice příjemné a útulné, doslova pár kroků od eiffelovky. koupelna má trošku horší zdi, ale jinak je byt perfektní. Doporučuju.",1,czech-iso8859_2
"아이들과 함께 런던에서 유로스타를 타고  파리에 들어온다면, Rose의 숙소는 아주 좋습니다. Rose는 파리북역의 유로스타 플랫폼에 빨간 모자를 쓰고 마중을 나옵니다. 역에서 부터 거리가 매우 가깝기 때문에 아이들과 캐리어를 가지고 이동하기 쉽습니다. 작지만 엘레베이터가 있어 2층까지 이동하기 편리합니다. 고풍스러운 프랑스 옛집의 정취도 느낄 수 있습니다. 1구역 안에  있어 버스, 지하철, RER 등을 이용하기 쉽습니다.",1,czech-iso8859_2
"에펠뷰가 매우 좋았고, 지하철도 가까워서 너무 좋았습니다.",1,czech-iso8859_2
"Byt se nachází v pěkné lokalitě poblíž metra, obchodů a restaurací. Byt je překrásný a vybavený vším potřebným. Isabelle byla velmi pozorná a milá a byt připravila do posledního detailu. V bytě jsem bydlela 5 týdnů a nic mi zde nechybělo. Nemám jedinou výtku a jednoznačně doporučuji!",1,czech-iso8859_2
Maru oso,1,czech-iso8859_2
"Přivítání bylo velmi pěkné a po celou dobu se Maxime choval jako by jsme tam s ním bydleli již delší dobu. Popis ubytování byl přesný a navigace k domu velmi přesná. Snídaně byla vydatná. Pouze Internet v zadním pokoji nefungoval natolik, aby se dalo bez problémů brouzdat. Naše hodnocení je velice pozitivní. Maxime přívětivý a velice rád poradil s trasami a s památkami na které jít. Byt je velice útulný a čistý. Rádi se při opětovné cestě do Paříže k Maximovi vrátíme.",1,czech-iso8859_2
Ubytování bylo skvělé. Maxim byl vynikajíci hostitel. Doporučuji.,1,czech-iso8859_2
Nice Flat｡很不错!交通便利!推荐入住,1,czech-iso8859_2
nice home!!!,1,czech-iso8859_2
"모든 것이 완벽한 숙소. 루브르, 폼피두, 노트르담 성당, 오르세, 오페라 등 주요 관광지를 30분 내외로 걸어서 갈 수 있음. 파리 북역, 동역에서 걸어서 30분-40분. 걸어서 15분 거리의 레알에서 RER로 CDG와 ORLY공항에 한번에 접근 가능. 주변에 식당, 바, 카페, 수퍼마켓 등 편의 시설이 많아 아주 좋음. 매우 정돈되고 잘 꾸며진 미니멀한 인테리어가 인상적이며 청결도는 매우 높음. 건조기가 통합된 세탁기가 있어 매우 편리함. 모든 면에서 매우 만족함. 적극 추천함.",1,czech-iso8859_2
Very good. No problems,1,czech-iso8859_2
Perfecto todo.,1,czech-iso8859_2
"Zabydlený byt ve čtvrti Montmartre, tudíž nebyly žádné volné skříně pro oblečení. V kuchyni bylo špinavé nádobí a ručníky divně páchly. Oceňuji blízkost metra - hned naproti domu. Byt není směrem do ulice, tudíž ani o víkendu nebyl slyšet hluk. Odile velmi dobře komunikovala.",1,czech-iso8859_2
"Pokoj byl skvělý, Chris byl moc a moc milý, pohostinný a přátelský. Vše nám hned na začátku pobytu vysvětlil, dal skvělé rady a tipy a stále se ptal, jestli je vše v pořádku a jestli s něčím nepotřebujeme pomoct. Dal nám přesný plánek, jak se k němu dostat a přišel nám naproti, když nás zahlédl. Moc doporučujeme, lokalita výborná, pouze 20 až 30 minut do centra Paříže.",1,czech-iso8859_2
Very nice to stay.,1,czech-iso8859_2
"Absolutely the best!!! 6 stars apartment! Apartmán má fantastické umístení, nemuže byt lepsí, přímo u Louvre. Z balkonku se divate primona Louvre, zahrady.. Apartmán je moderní, skvele vybavený, pohodlný pro 4 osoby, krasna koupelna, je v něm vše co potřebujete. Alexis byl fantastický hostitel, se vším nám poradil a pomohl! Vrátíme se určitě zpět!!! Děkujeme!!!",1,czech-iso8859_2
"Very nice
",2,czech-iso8859_2
"Apartmán odpovídal fotkám, domluva byla výborná, vše bylo OK.",1,czech-iso8859_2
Had a lovely stay,1,czech-iso8859_2
"Tiny but nice room. 
Thank you !",1,czech-iso8859_2
Very nice stay,2,czech-iso8859_2
Very nice cozy house!!!!!,1,czech-iso8859_2
"Útulé místo, blízko veřejné dopravě, potravinám a přijemným kavárnám",1,czech-iso8859_2
"Byt je moc hoezký, historicky zařízený. pohodlně se do něj vejdou 4 osoby. Lokalita je vskutku báječná. Vše bylo v pořádku, komunikace s Lili probíhala hladce a rychle. Doporučuji!",1,czech-iso8859_2
bydlení u Berniho se nám moc líbilo. Vše proběhlo dle plánu. Děkujeme. Michaela a Matouš,1,czech-iso8859_2
"Byt byl čistý a prostorný, naprosto ideální pro 3 až 4 osoby (fotografie přesně odpovídají současnému stavu). Akorát podlaha je poměrně zvlněná, a tak chůze po ní vydává velký hluk. 
Velkou výhodou je lokace bytu (blízká stanice metra, mnoho restaurací a obchodů v okolí). Ačkoliv se před budovou nachází poměrně frekventovaná silnice, v bytě je naprosté ticho a klid.
Hostitelka byla velmi příjemná, na všechny dodatečné otázky odpovídala poměrně rychle. 
Všem doporučuji.
",1,czech-iso8859_2
"Příjemný pobyt s venkovním posezenim, velmi dobře dostupné metro. Žádné obavy z multietnického prostředí. Vše OK.",1,czech-iso8859_2
"房東在樓梯間提供了一個儲存空間,讓提早抵達或check out後仍停留的客人能暫時置放行李｡這是我們這次入住的許多BNB中,唯一有提供此服務的房東｡讓我們不需把行李寄放在車站,唯一的缺點是房間在3樓,搬行李上去比較辛苦,其餘的部分都符合我們的期待｡房間不大,但該有的東西都有｡",1,czech-iso8859_2
"Perfektní ubytování!!! Byt má skvělou polohu na Montmartre jen dva bloky pod Sacré-Coeur. V blízkosti do tří minut pěší chůze jsou 2 stanice metra (Pigalle a Abbesses). V okolí je množství typicky francouzských restaurací a barů, přímo v domě je úžasná malá pekárna s pečivem/zákusky/kávou ideální pro každodenní snídani, blízko je také menší supermarket Carrefour. Byt je čistý, má dvě samostatné ložnice, společný obývací pokoj s kuchyňským koutem a koupelnu po rekonstrukci. K dispozici je veškeré potřebné vybavení včetně myčky nádobí, pračky, kávovaru a podobně. V domě je výtah, samotný byt je ve čtvrtém patře a v každém pokoji je menší balkónek. Opravdu hezké místo, určitě se v budoucnu vrátíme.",1,czech-iso8859_2
"Pěkný malý byt, ve kterém jsme našli vše potřebné. Sprchový kout, vybavenou kuchyňku vč. kávovaru, varné konvice i topinkovače. TV ani nebylo potřeba zapínat, protože v Paříži je pořád co dělat. Wi Fi fungovala v bytě naprosto bez problémů. Skvělé je, že se jedná o podkroví, takže jsme nepostřehli jakékoliv rušení od sousedních bytů. Obytný dům je tuším v 10. obvodu, tedy spíše na předělu 2. a 10. obvodu mezi 2 stanicemi linky č. 4 metra. Jedná se o čtvrť plnou přistěhovalců a díky tomu působí velmi kosmopolitně a pořád je kam zajít. Hospůdky v okolí fungovaly dlouho do noci. Byt je cca 200m od zastávky Château d'Eau. Ale pokud půjdete k bytu ze stanice Strasbourg Saint - Denis a vydáte se ulicí kolem brány Brány sv. Denise / Porte Saint-Denis čeká vás milé překvapení v podobě ulice Rue du Faubourg Saint - Denis. Ta je plná obchodů, obchůdků, restaurací a fast foodů. Napočítal jsem asi 4 řeznictví, tři krásné prodejny ovoce a zeleniny a několik úžasných gyrosů (Website hidden by Airbnb) Na začátku ulice se zastavte u brány Brány sv. Denise, a jak jsem našel na internetu, je to opravdová zajímavost: """"""""Na hranici 2. a 10. obvodu, kde se boulevard Saint-Denis kříží s rue Saint-Denis, starou pařížskou ulicí, kterou kráčívali francouzští králové do baziliky Saint-Denis, stojí od roku 1672 vítězný oblouk, oslavující Ludvíka XIV. Jeho autorem je architekt Francois Blondel, který zde vytvořil reprezentativní dílo své doby. Je to už třetí brána, nesoucí jméno sv. Denise - ta první, ze 13. století, stávala blíže k centru, zatímco ta druhá již stála na dnešním místě na širokém bastionu ze 16. století a byla součástí hradeb, postavených králem Karlem V. Po jejich zboření byly v jejich místech vytvořeny široké bulváry a postaven tento vítězný oblouk, inspirovaný Titovým obloukem v Římě. Výzdobu brány provedl z pověření Ludvíka XIV. sochař Michel Anguier, který na ní vytvořil po stranách obelisky se sedícími postavami, znázorňujícími Spojené provincie nizozemské, a s motivy vojenských trofejí, a v horní části královo vítězství na Rýnu a vstup do Maastrichtu. V horní části je zlacený latinský nápis Ludovico Magno - Ludvík Veliký."""""""" Co jsme nestihli, je podívat se k nedaleké bazilice, ke které cestovatelé na internetu píší: """"""""Baziliku Saint-Denis najdete na stejnojmenném předměstí na severu Paříže. Byla postavená na místě, kam údajně došel mučedník svatý Denis s hlavou pod paží poté, co mu ji na Montmartru v roce 272 sťali. Na místě, kde dnes stojí bazilika, se už v dávné minulosti rozkládal starý galsko-románský hřbitov. Pozemky v roce 475 koupila sv. Geneviève a nechala na nich vybudovat kostel. Do něho byly kolem roku 630 přeneseny ostatky sv. Denise, sv. Rustiqua a sv. Eleuthera a kolem něj bylo vybudováno rozlehlé benediktýnské opatství, které se stalo postupem času nejbohatší a nejproslulejší ve Francii. Už tehdy zde byli pohřbívání členové královských rodů a v době dynastie Kapetovců kostel, který byl mezitím několikrát rozšířen a přestavěn, získal privilegium, že se stal oficiálně pohřebním místem francouzských králů. Jsou zde pohřbeni prakticky skoro všichni...",1,czech-iso8859_2
"Krasný byt, velikosti odpovidajici Paříži :-). Velmi flexibilni majitelka bez problemu s přijezdem i odjezdem s pozdějěím uskladněním zavazadel. Ocenil bych vice vybavenou kuchyn a koupelnu o zakladni komodity jako sul, cukr, olej a mydlo na ruce.",1,czech-iso8859_2
"Maria byla perfektní! Poradila nám se vším potřebným, snažila se být časově flexibilní, celou dobu pobytu s námi komunikovala, měla sama zájem, zda vše probíhá podle našich představ a zda nemáme s čímkoli problém. Byt byl útulný a čistý, jediný problém byl tím, že v něm bylo relativně chladno, ale pokud s tím člověk počítá, stačí jen tepláky a teplé ponožky na doma :) Rozhodně doporučuji!",1,czech-iso8859_2
Very lovely house.,1,czech-iso8859_2
"Apartmán odpovídal popisu, byl čistý prostorný a vzdušný. Stejně tak poloha byla výborná, jednoduše se sem můžete dostat veřejnou dopravou z letiště během 45 minut. Určitě bych místo doporučil i ostatním. Jediné co bohužel trochu pokazilo celkový dojem byla poslední noc, kdy se obyvatelé zřejmě dolního bytu rozhodli udělat diskotéku, která trvala až téměř do 4 hodin, díky čemuž jsme se před odletem příliš nevyspali. Celkově jsme byli i tak spokojeni.",1,czech-iso8859_2
Very nice !!!,1,czech-iso8859_2
Todo muy bueno!,2,czech-iso8859_2
"Velmi dobré ubytování blízko všeho, co si v Paříži oblíbíte. Doporučuji. Byli jsme spokojeni.",1,czech-iso8859_2
"Výborné místo, do centra se dalo chodit pěšky. Byt menší, ale pro dva dostačující.",1,czech-iso8859_2
"Vynikající ubytování v Latinské čtvrti, v blízkosti jsou možnosti nákupu potravin, restaurace i stanice metra.",1,czech-iso8859_2
Very nice host!,6,czech-iso8859_2
Very nice nice flat!,1,czech-iso8859_2
Very nice house,1,czech-iso8859_2
