comments,N,lang,en-en,comments
"Alle contacten met de verhuurders zijn in prima sfeer verlopen, zowel per telefoon, mail als via direct contact bij aankomst. 
De studio ligt in een arrondissement van Parijs waar de levendigheid van afstraalt, op 300 meter van de Sacré Coeur. Winkels, restaurants en andere voorzieningen in overvloed. De studio is gelegen aan binnenplaats die rust garandeert.
De studio zelf is een aangename thuishaven na een dag Parijs verkennen. Zeer compleet uitgerust, prima bedden, alle apparatuur voor koken, wassen, ontspanning aanwezig. Ingericht met vrolijke, lichte kleuren.
Voor ons (2 personen) een ideale plek om ooit verblijf te hernieuwen.",1,dutch,nl-en,"All contacts with the landlords are in a good mood expired, both by telephone, mail and through direct contact upon arrival. 
The studio is located in a district of Paris, where the liveliness of credit, 300 metres from the Sacré Coeur. Shops, restaurants and other amenities in abundance. The studio is located on courtyard of tranquility guarantees.
The studio itself is a pleasant harbour after a day to discover Paris. Very fully equipped, good beds, all the equipment for cooking, washing, relaxation present. Decorated with cheerful, bright colors.
For us (2 persons) an ideal place to ever stay to renew."
Een knus appartement op loopafstand sacre coeur. Binnen is het lekker rustig en je bent ook zo weer in de stad,1,dutch,nl-en,A cosy apartment within walking distance to sacre coeur. The inside is nice and quiet and you're also back in the city
"Goede waarde, niet duur, mooi centraal.",1,dutch,nl-en,"Good value, not expensive, nice."
"Studio was schoon, gezellig, zag er goed uit en van alle gemakken voorzien. Studio zag er tip top uit. Dominique had een goede en zeer bruikbare beschrijving van de directe omgeving, metronet en stad achtergelaten.  Ook de buurt was prima, supermarkt, bakker, restaurants en apotheek  en metro op steenworp afstand. Kort gezegd een hele goede ervaring en een absolute aanrader! Groet, Roald en Olya",1,dutch,nl-en,"Studio was clean, cozy, friendly and equipped with all comforts. Studio looked tip top. Dominique had a good and very useful description of the immediate area, metro and city left behind. Also the neighbourhood was great, supermarket, bakery, restaurants and pharmacy and metro are just steps away. In brief, a very good experience and an absolute must! Regards, Roald and Olya"
"Sylvain was keurig aanwezig op de afgesproken tijd en liet ons het appartement zien. Het appartement is niet heel groot maar alles is aanwezig en netjes en de buurt is formidabel!
Wat een leuke buurt, vlak achter de Notre Dame.
Heerlijke plek voor een paar dagen Parijs, alles binnen handbereik!

",1,dutch,nl-en,"Sylvain was very present at the agreed time and showed us the apartment. The apartment is not very big but everything is there and clean and the neighborhood is fabulous!
What a nice neighbourhood, just behind the Notre Dame.
Lovely place for a few days in Paris, everything is within reach!

"
"Twee nachten overnacht in het kleine maar knusse appartement. Met 2 personen gaat dat prima, alles is aanwezig.  Elise is zeer behulpzaam en reageert snel op vragen. Ze was er niet persoonlijk, maar had  prima vervanging geregeld voor sleutelafgifte. Bagage kon de laatste dag bij  het restaurant van een vriend dicht in de buurt worden gestald omdat onze trein pas laat in de avond ging en er al weer nieuwe gasten gearriveerd waren. De locatie is op steenworp afstand van Moulin Rouge en de daarbijhorende scene! Enigzins druk daardoor, maar prima buurt verder. Metro idd op 100 meter. Prima stek en uitvalsbasis voor een paar dagen Parijs. ",1,dutch,nl-en,"Two nights stay at the small but cozy apartment. With 2 people going, that's fine, everything is present. Elise is very helpful and responds quickly to questions. She was not there personally, but had great replacement for other things-key delivery. Luggage was the last day at the restaurant of a friend close to, take advantage because our train late in the evening went and most of all a new guests arrived. The location is steps away from the Moulin Rouge, and the inevitable scene! A little press so far, but very near further. Metro idd 100 metres. Great place and base for a few days in Paris. "
"Een mooiere plek om een paar dagen in Parijs door te brengen is er haast niet. De Sacré Coeur om de hoek is een geweldige plek om 's avonds bij te komen van de drukte van de binnenstad.,
Jeff is een zeer betrokken host die alles doet wat mogelijk is om het verblijf zo aangenaam te maken.
De bedden slapen prima en in het appartement is alles wat je nodig hebt aanwezig.
Kortom: een aanrader!",1,dutch,nl-en,"A nicer place to spend a few days in Paris to spend there is almost not. The Sacré Coeur around the corner is a great place to take the evening to relax from the hustle and bustle of the town.,
Jeff is a very committed host who does everything possible to make the stay as pleasant.
The beds comfortable and the apartment is everything you need.
In short: a must!"
De hostess is zeer relaxed. De kamer prima. Plek in Parijs goed gelegen.,1,dutch,nl-en,"The hostess is very relaxed. The room is fine. Place in Paris, very well situated."
"Geweldig sfeervol, ruim en gezellig appartement, van alles voorzien wat je nodig hebt.
Hartelijke en voorkomende ontvangst door een vriend van Simone, die zeer behulpzaam was. 
Voor ons een fijne plek om Parijs weer te verkennen.
Dank, Simone!",1,dutch,nl-en,"Great atmosphere, spacious and cosy apartment, everything provided what you need.
Warm and courteous welcome by a friend of Simone, which was very helpful. 
For us a nice place to Paris again to explore.
Thank You, Simone!"
"Het appartement was super en uniek! Alles was aanwezig, hebben nergens op misgepakt. Het ligt in een rustige buurt/straat maar dichtbij metro stations die je snel naar de toeristische hot spots brengen. Michel was super aardig en heeft bij de check in ook een korte rondleiding gegeven door de buurt. Zijn communicatie was erg snel en vriendelijk. Als je naar Paris gaat is dit appartement zeker een aanrader!",1,dutch,nl-en,"The apartment was super and unique! Everything was present, have nowhere to misgepakt. It is located in a quiet area/street, but close to metro stations that will take you quickly to the tourist hot spots. Michel was super friendly and at check in and a short tour given by the near. His communication was very fast and friendly. If you go to Paris go, this apartment is definitely recommended!"
"Hoewel Brigitte Marie niet thuis was, werden wij perfect ontvangen door de buurvrouw.  Een ideale  ligging  tussen de Gare de Lyon  en  La  Place de la Bastille nabij  metro, bussen en  treinen.  

Brigitte  is een discrete maar vooral culturele vrouw  die  haar kennis  over Frankrijk en haar stad  graag met U deelt.

Wij hadden er een correcte kamer precies zoals  voorgesteld. 

Kortom een aanrader. 
",1,dutch,nl-en,"Although Brigitte Marie was not at home, we were perfectly received by the neighbor. An ideal location between the Gare de Lyon and Place de La Bastille, near metro, buses and trains. 

Brigitte is a discreet but especially cultural woman that her knowledge about France and her city like to with You share.

We had a proper room exactly as proposed. 

In short, a must. 
"
"Ons welkom was super; we werden al opgewacht door de conciërge van het gebouw. Het appartement was prachtig en voldeed aan alle verwachtingen. De ligging is perfect, en het appartement is van alle gemakken voorzien. Ook was Benoit heel flexibel met het in- en uitchecken. Daardoor hebben we optimaal van ons weekendje Parijs kunnen genieten en scheelde het ons veel gesjouw met de bagage op zondag. 
Als we weer naar Parijs gaan, zou ik hier graag terugkomen. ",1,dutch,nl-en,"Our welcome was great; we were all greeted by the concierge of the building. The apartment was beautiful and met all expectations. The location is perfect, and the apartment is equipped with all modern conveniences. Also was Benoit very flexible with check in and check out. Because of this we have most of our weekend in Paris can enjoy and saved us a lot of traipsing with luggage on Sunday. 
If we return to Paris, I would like to come back. "
"Het appartement ligt in een hele mooie buurt van Parijs. Het is goed uitgerust, keurig verzorgd en schoon. Er zijn veel terrasjes en winkels in de buurt en een metrostation om de hoek. De ontvangst was goed geregeld en we voelden ons welkom. ",1,dutch,nl-en,"The apartment is located in a very nice area of Paris. It is well equipped, well maintained and clean. There are many cafes and shops nearby and a metro station around the corner. The reception was well organized and we felt welcome. "
"Stephanie was uitermate vriendelijk en flexibel. Ze heeft een erg leuk appartement in een heel erg leuke, rustige buurt van Parijs. Absoluut een aanrader en ik zal zeker weer naar deze plek teruggaan. 
",1,dutch,nl-en,"Stephanie was very helpful and flexible. She has a very nice apartment in a very nice, quiet area of Paris. Absolutely recommendable and I will definitely be back to this place to go back. 
"
"Kleine studio, goed voor maximum drie personen. Het appartement was zoals beschreven. Stil gebouw met lift, vlakbij bakkers, winkels en metro. Hoewel we Francois niet gezien hebben, verliep de communicatie wel vlot. ",1,dutch,nl-en,"Small studio, good for a maximum of three persons. The apartment was as described. Quiet building with elevator, near bakeries, shops and metro. Although we Francois have not seen, made the communication smooth. "
"Fantastisch appartement in een leuke wijk. Er is veel te doen, het appartent is op loopafstand van de stad. Alles is keurig en netjes verzorgd.",1,dutch,nl-en,"Fantastic apartment in a nice neighborhood. There is much to do, the appartent is within walking distance of the city. Everything is neat and clean."
"Leuk appartement in Montmatre, (10 minuten lopen vanaf Gare du Nord)
Geweldige Host. Spreekt goed engels en weet veel van Parijs en geeft geweldige tips.",1,dutch,nl-en,"Nice apartment in Montmatre, 10 minutes walk from Gare du Nord)
Great Host. Speaks good English and knows a lot about Paris and gives great tips."
"Wij hebben 3 fantastische dagen doorgebracht in Parijs (gezin met 2 dochters 15 en 17 jaar). De locatie was mooi, vlakbij de Sacre Coeur. Winkels en metro vlak bij. Goede en snelle communicatie. Prettige ontvangst door Martine. Sfeervolle ruimte, goede keukenuitrusting. Kortom: een aanrader.",1,dutch,nl-en,"We have 3 wonderful days spent in Paris (a family with 2 daughters 15 and 17 years). The location was nice, close to the Sacre Coeur. Shops and metro nearby. Good and fast communication. Pleasant reception by Martine. Cozy space, good kitchen equipment. In short: a must."
"We werden hartelijk ontvangen door Martine!
Het appartement bevindt zich op een goede locatie! Dichtbij  openbaar vervoer, winkels en restaurants. We hebben twee keer zelf gekookt in de prachtige keuken, die van alle gemakken is voorzien.",1,dutch,nl-en,"We were warmly welcomed by Martine!
The apartment is located in a good location! Close to public transport, shops and restaurants. We have two times himself cooked in the beautiful kitchen, which has all the conveniences."
"Dit was niet wat we verwacht hadden na het zien van de advertentie. We weten dat via Airbnb je geen hotel boekt, maar een huis mag natuurlijk wel schoon zijn. Dit was onze eerste keer dat wij via Airbnb een appartement hadden geboekt en over de volgende boeking moeten we zeker goed nadenken. Het bed was duidelijk niet verschoond als je ziet dat er kattenharen in het bed liggen (en niet alleen erop). Sommige plaatsen in het huis hadden ook zeker een jaar geen schoonmaakdoek gezien (handdoekenrek, bedlamp). Wat ons ook opviel dat de douche bijvoorbeeld geen douchegordijn had, waardoor de hele badkamer nat werd. Wij hebben ons weekend na één nacht daarom in een hotel voortgezet. Hopelijk treft de volgende huurder een schoner huis aan.",1,dutch,nl-en,"This was not what we expected after seeing the ad. We know that through Airbnb you are not a hotel but a home should of course be clean. This was our first time that we use Airbnb an apartment had booked, and about the next time we should definitely think carefully. The bed was clearly not changed as you can see, there kattenharen in the bed (and not only). Some places in the house also certainly had a year of no cleaning cloth (towel rail, bedlamp). What we have also noticed that the shower, for example, no shower curtain, so the whole bathroom got wet. We have our weekend, after one night, therefore, in a hotel continued. Hopefully will find the next tenant a cleaner house."
Mooi appartement op een fantastische plek!,1,dutch,nl-en,Beautiful apartment in a fantastic location!
"We werden gastvrij ontvangen in een mooi en schoon appartement in een monumentaal pand in een rustig en gezellig stadsdeel van Parijs. Appartement was compleet uitgerust met alles wat nodig is voor een goed verblijf in Parijs. Prima bedden. Wij waren er met 3 personen. Meest geschikt voor 2, maar prima te doen tot 4 personen. Mooi hoog gelegen (betekent wel traplopen). Supermarkt en metro om de hoek. De metro in Parijs gaat om de 3 minuten, dus geen lange wachttijden.  De Marais is een leuke, gezellige buurt. Fijn ook alle ínside tips die Carine verschaft over de leukste restaurantjes, things to do en places to go. ",1,dutch,nl-en,"We were warmly welcomed in a nice and clean apartment in a monumental building in a quiet and cozy district of Paris. Apartment was fully equipped with everything needed for a good stay in Paris. Good beds. We were there with 3 persons. Most suitable for 2, but perfect to do up to 4 persons. Beautiful high altitude (means stairs). Supermarket and metro around the corner. The metro in Paris is going to be 3 minutes, so no long waiting times. The Marais is a great neighborhood. Fine also all ínside tips that She provides about the best restaurants, things to do and places to go. "
"Wat een toffe locatie om te verblijven. Steenworp afstand van Gare du Nord wat het heel makkelijk maakt als je uit Nederland aankomt met de trein. Sonia wat heel vlot met duidelijke check inn instructies. Ze kon ons niet persoonlijk ontvangen maar was ten allen tijde beschikbaar om vragen te beantwoorden. Voor bezoek aan parijs prima plek, met metro ben je zo waar je wezen moet",1,dutch,nl-en,"What a great location to stay. Steps away from the Gare du Nord, making it very easy to make if you're from the Netherlands are arriving by train. Sonia, very smooth with clear check inn instructions. They could not personally received, but was available at all times to answer questions. For visiting paris, excellent location, with metro, you're so where you essentially have"
"Met veel plezier hebben we in dit appartement met onze 3 jonge kinderen een paar dagen in Parijs vakantie gevierd. Het is heel ruim, het appartementengebouw is erg rustig. Het appartement is ontzettend ruim, erg mooi, schoon en prima uitgerust. 
Metro station is kleine 10 minuten lopen. Een aanrader!",1,dutch,nl-en,"With great pleasure we have in this apartment with our 3 young children for a few days in Paris holiday celebrated. It is very spacious, the apartment building is very quiet. The apartment is very spacious, very nice, clean and well equipped. 
Metro station is 10 minutes walking distance. A must!"
"Geweldig adres, alles perfect verlopen en een heerlijk verblijf gehad. Wij komen nog eens terug!",1,dutch,nl-en,"Great address, everything went perfectly and had a wonderful stay. We come back again!"
"Fijn appartement als uitvalsbasis voor een stedentrip in Parijs. Het ligt in een rustige buurt. Meerdere metrostations op 5 minuten loop afstand. Daardoor kan je eenvoudig naar alle plekken in Parijs. Het mooie stadspark Buttes Chaumont is ook om de hoek, een echte aanrader! Lo was niet aanwezig tijdens onze aankomst, maar alles was netjes geregeld.",1,dutch,nl-en,"Nice apartment as a base for a city break in Paris. It is located in a quiet neighborhood. Multiple metro stations within a 5-minute walk away. This way you can get easily to all places in Paris. The beautiful Buttes Chaumont park is also just around the corner is a real winner! Lo was not present during our arrival, but everything was neatly arranged."
"Heerlijk geslapen vier hoog in de Marais. Allervriendelijkst ontvangen door de zoon van Marie-Christine die heel behulpzaam was bij het vinden van....waar te eten, welk metrotraject het beste te nemen naar, waar parkeren we de auto. Ontbijtjes waren heerlijk. Ik kan iedereen dit adres aanbevelen. Al moet er wel even bij gezegd worden dat de klim van vier trappen naar het appartement best pittig was :-) ",1,dutch,nl-en,"A good night's sleep to four high in the Marais. Given a warm welcome by the son of Marie-Christine who is very, very helpful was to find out....where to eat, what metrotraject the best to take to where we park the car. Breakfasts were very good. I can everyone this address recommend. All do have to be said that the climb of stairs to the apartment, most things :-) "
"Hartelijk onthaal, perfect volgens afspraak. De studio is bijzonder netjes, zeer rustig gelegen in het hartje van Parijs, wat bijzonder welgekomen is na de drukte van de dag. Het ontbijt is gezellig en heel verzorgd. Een klein minpuntje is de zeer steile trap naar de slaapruimte op de mezzanine. Enige lenigheid is vereist om veilig af te dalen 's nacht.

",1,dutch,nl-en,"Warm welcome, helpful staff. The studio is very clean, very quiet located in the heart of Paris, which is very welcome after the hustle and bustle of the day. The breakfast is cosy and friendly. A small drawback is the very steep stairs to the sleeping area on the mezzanine. Some agility is required to safely descend at night.

"
"Perfecte ontvangst en charmante plek!  We voelden er ons meteen thuis en Marie-Christine (en kleinzoon Tony - in ons geval) waren erg sympathieke mensen.  Afspreken ging erg vlot en ook het ontbijt was uitgebreider dan verwacht en erg gevarieerd.  Douche en toilet zijn wel gemeenschappelijk.
Zeker een aanrader!!  ",1,dutch,nl-en,"Perfect reception and charming place! We felt right at home and Marie-Christine (and grandson Tony in our case) were very likeable people. Have to agree went very smoothly and the breakfast was more extensive than expected and very varied. Shower and toilet are common.
Definitely recommended!! "
Wij waren onthaald en ontvangen door Tony. Een erg attentvolle man. Verblijf was zeer aangenaam. Iedere ochtend uitgebreide ontbijtjes en dat op de tijd dat jij wenst. Alles was schoon en netjes. Bedankt Tony voor de gastvrijheid.,1,dutch,nl-en,"We were welcomed and received by Tony. A very gentleman man. Stay was very enjoyable. Every morning, a comprehensive breakfast, and that at the time that you want. Everything was clean and tidy. Thanks Tony for the hospitality."
best option for long stay for student,1,dutch,en-en,best option for long stay for student
"Het is een mooi en ruim appartement. De buurt is voor kleine kinderen misschien een iets te """"rosse buurt"""", maar aan de andere kant zijn er zeker verder richting  montmartre een heleboel leuke en sfeervolle winkels en cafe's te vinden. Sofie had een mooie looproute voor ons uitgestippeld. Al met al is dit appartement zeker een aanrader. We komen terug !!",1,dutch,nl-en,"It is a beautiful and spacious apartment. The area is for small children perhaps a little to """"red light district"", but on the other hand, there are certainly continue in the direction of montmartre, and a lot of fun and charming shops and cafe's. Sofie had a nice walking route for us mapped out. All in all, this apartment is definitely recommended. We're coming back !!"
Great studio!,2,dutch,en-en,Great studio!
"Je moet er wat voor over hebben - een klim naar de 6e etage van het gebouw - maar dan heb je ook wat. Een fantastisch uitzicht over heel Parijs, zowel vanuit de woonkamer als vanuit de keuken en de slaapkamer. Ik kon niet ophouden met kijken. Arc de Triomphe, la Defense, centre Pompidou, Eiffeltoren - alles is te zien. Het appartement is super. Sfeervol. Prettig om in te verblijven. Mooie vloer. Balken zijn deels zichtbaar. Veel licht door de dakramen. Bed ligt heerlijk. Keuken is fijn om in te koken. Cafetiere hebben we bovenmatig gebruikt. In de buurt veel winkels en lekkere eetgelegenheden. Kortom: wij gaan binnenkort weer als het even kan.",1,dutch,nl-en,"You to have - a climb to the 6th floor of the building - but then you have something. A fantastic view over Paris from both the living room as from the kitchen and the bedroom. I could not stop watching. Arc de Triomphe, la Defense, centre Pompidou, eiffel tower - everything is on display. The apartment is super. Attractive. Pleasant to stay in. Beautiful floor. Rafters are partly visible. Lots of light from the skylights. Bed is delicious. Kitchen is fine to cook in. Cafetiere, we have excessively used. Near many shops and delicious dining options. In short: we are going again soon as possible."
Wij hebben genoten in Parijs.  Het appartement was schoon en comfortabel. De ligging was perfect. Richard was erg vriendelijk en behulpzaam. Wij komen graag terug. Hester,1,dutch,nl-en,We have enjoyed in Paris. The apartment was clean and comfortable. The location was perfect. Richard was very friendly and helpful. We would be happy to come back. Hester
Claude was er zelf niet met het welkom maar zijn vriendin Martha die er ipv was was heel erg aardig. Ze heeft me alles uitgelegd over het appartment en over hoe alles werkt. Het appartment is prima voor een paar dagen. Je zit in het centrum wat echt perfect is. Je loopt zo overal heen.,1,dutch,nl-en,"Claude was not with the welcome, but his girlfriend Martha, who instead was very nice. She has me explain everything about the apartment and how everything works. The apartment is fine for a few days. You're in the center what really is perfect. You can walk everywhere."
"Hele goede vriendelijke communicatie en flexibiliteit qua ontvangst. Mooie woning, van alle gemakken voorzien. Ontzettend leuke tijd gehad.",1,dutch,nl-en,"Very good friendly communication and flexibility in terms of reception. Beautiful house, equipped with all modern conveniences. Really had a great time."
Heerlijk appartement. Leuke ligging tegenover aantal eigentijdse restaurantjes. Multiculturele wijk.,1,dutch,nl-en,Lovely apartment. Nice location opposite number of contemporary restaurants. Multicultural neighbourhood.
Een mooi en ruim appartement met binnentuin. Een ideale uitvalsbasis voor een bezoek aan de highlights van Parijs.       Deze plek ligt in een gezellige en levendige buurt en dichtbij Gare du Nord.,1,dutch,nl-en,A nice and spacious apartment with courtyard garden. An ideal base for visiting the highlights of Paris. This place is situated in a cosy and lively area and close to the Gare du Nord.
"We hadden een superverblijf in Parijs.  We kwamen naar Parijs voor de semi-marathon de Paris op 8 maart 2015. De ligging van het appartement was heel goed. Dicht bij de metro, leuke buurt om te gaan eten of iets te drinken, een grote supermarkt heel dichtbij.
Suzette was ook heel vriendelijk en gaf ons goeie tips. 
We genoten van het mooie weer en de stad. We huurden een fiets om Parijs op deze manier te ontdekken. Een echte aanrader. En voor de sportievelingen is de semi-marathon de Paris een ongelooflijke ervaring en aanrader!
Tine et Stef",1,dutch,nl-en,"We had a pity it was only in Paris. We came to Paris for the semi-marathon de Paris on march 8, 2015. The location of the apartment was very good. Close to the metro, nice area to go eat or something to drink, a large supermarket very close by.
Suzette was also very friendly and gave us good tips. 
We enjoyed the beautiful weather and the city. We rented a bike to Paris in this way to discover. Highly recommended. And for the sports enthusiasts, the semi-marathon de Paris is an incredible experience and highly recommended!
Tine et Stef"
Charmant appartement voor een zeer betaalbare prijs! We werden warm welkom geheten en er stond een fles wijn voor ons klaar. Vlakbij het metrostation vanwaar je rechtstreeks naar alle leuke buurten van Parijs kunt gaan. Aanrader!,1,dutch,nl-en,"Charming apartment for a very affordable price! We were welcomed warmly and there was a bottle of wine waiting for us. Near the metro station, from which you directly to all the fun areas of Paris. !!!"
Leuke studentenkamer met keuken en bad/ douche in een leuke buurt. Midden tussen Parijzenaars,1,dutch,nl-en,Nice student room with a kitchen and a bath/ shower in a lovely neighborhood. Middle between Parisians
"De studio was perfect en chafia erg aardig en snel met reageren. Op korte loopafstand voor ons van de concertzaal la maroquernie en bussen/metro's 

Chafia legt goed uit en geeft tips over lokale bezienswaardigheden. Alles was goed schoon en werkend. Ook goede Wi-Fi. Degelijke bedden al moet je voor de hoogslaper geen hoogtevrees hebben en tegen kraken kunnen van het bed en vloer omdat het mooi hout is 

Wij hebben genoten en zouden het zeker aanraden",1,dutch,nl-en,"The studio was perfect and chafia very kind and fast with responding. On a short walk for us from the concert hall la maroquernie and buses/metro 

Chafia explains and gives tips on local attractions. Everything was clean and working. Also good Wi-Fi. Solid beds are a must for the loft bed have a head for heights and against cracking can of the bed and floor because of it's beautiful wood is 

We really enjoyed our stay and would definitely recommend"
Prima plekje voor een kort tripje naar Parijs. Leuke buurt.,1,dutch,nl-en,Good spot for a short trip to Paris. Fun near.
Great location. Great value. Had a wonderful stay.,1,dutch,en-en,Great location. Great value. Had a wonderful stay.
"Ik heb vier fijne dagen gehad, de verhuurdster was erg aardig. Zeker een aanrader!!",1,dutch,nl-en,"I have four fine days, the verhuurdster was very nice. Definitely recommended!!"
Het is een fijn appartement in een geweldige wijk in Parijs.,1,dutch,nl-en,It is a nice apartment in a great neighborhood in Paris.
5 dagen in het appartement van Eric (Website hidden by Airbnb) bakker zat om de hoek en de supermarkt was ook dicht bij.Dit deel van Parijs is een levendige en gezellige buurt van de stad.Eric Heeft ons wat uitleg gegeven over o.a.de garage (waar we heel blij mee waren) dat is verder goed verlopen.,1,dutch,nl-en,5 days in the apartment of Eric (Website hidden by Airbnb) bakery was around the corner and the supermarket was also close by.This part of Paris is a vibrant and lively area of the city.Eric sent us some explanation o.a.de garage (where we were very happy) that is further as well.
aanrader! Wat ik heel fijn vind is dat het een aparte slaapkamer heeft en centraal gelegen. Kamer was schoon.,1,dutch,nl-en,!!! What I really love is that it has a separate bedroom and centrally located. Room was clean.
"De flat is in een goede buurt gelegen. De flat is op gelijkvloers, geen trappen dus. Met raam open heb je leuk terras voor je kamer. Het metrostation Madeleine is heel dicht bij, evenals een grote parkeergarage (ongeveer 39€ per dag). ",1,dutch,nl-en,"The flat is in a good neighborhood located. The flat is on ground floor, no stairs. With open windows you have nice terrace for your room. Madeleine metro station is very close by, as well as a large garage (about 39€ per day). "
Wonderful.,3,dutch,en-en,Wonderful.
Prachtig appartementje in het hartje van Parijs. Een aanrader.,1,dutch,nl-en,Beautiful apartment in the heart of Paris. A must.
"Dit appartement is zeer goed gelegen in het centrum van Parijs in een aangename buurt, dichtbij veel van de bezienswaardigheden van Parijs.  De metro is ook heel dichtbij. Het appartement is klein zoals de meeste in Parijs, maar je vindt er alles wat nodig is.  Bij aankomst en vertrek was niemand aanwezig, maar dit was ook niet nodig, alles is goed geregeld via toegangscodes. Twee kleine probleempjes: de wifi werkte niet en er was iets aan de hand met de afvoer van de douche waardoor er water via de afwasmachine in de keuken kwam. 
Wij zouden hier zeker terugkomen, het is een ideale uitvalsbasis om Parijs te verkennen! ",1,dutch,nl-en,"This apartment is very well located in the centre of Paris, in a pleasant neighbourhood, close to many of the sights of Paris. The metro is also very close. The apartment is small like most in Paris, but you will find everything you need. Upon arrival and departure, nobody was present, but this was not necessary, everything is controlled via access codes. Two little problems: the wifi did not work and there was something wrong with the drain of the shower causing water through the dishwasher in the kitchen. 
We would definitely come back, it is an ideal base to explore Paris! "
"Louise is makkelijk toegankelijk en streeft ernaar het voor haar gasten zo comfortabel mogelijk te maken. 
Persoonlijk vind ik het prettiger als het appartement wat anoniemer is. Dat voelt makkelijker dan een duidelijk bewoonde plek te betrekken. Voor de 3 dagen was goed genoeg maar voor een langer verblijf zou ik iets anders prefereren. 
Het appartement is groot genoeg om er met ons gezelschap van 3 vrouwen prettig te kunnen verblijven. ",1,dutch,nl-en,"Louise is easily accessible and strives for its guests as comfortable as possible. 
Personally I find it more enjoyable if the apartment is what anonymous is. That feels easier than a clearly inhabited place to engage. For the 3 days was good enough but for a longer stay I would something else be preferred. 
The apartment is large enough to accommodate our group of 3 women that we could stay. "
Leuke appartementje in leuke buurt. Ik ben er een nacht geweest. De netheid kon iets beter,1,dutch,nl-en,Nice apartment in nice neighborhood. I am a night. The cleanliness could be slightly better
