comments,N,lang,en-en,comments
"房东非常热情和友好,每一次的沟通都很及时有效,使我们到达和离开公寓都很方便｡还为我们准备了饮料,真的感觉好棒｡

地理位置挺好的,离巴黎北站很近,我们是走路过去的｡周围有地铁站､公交站可以直接去景点｡附近有很多商店､面包店和很多餐厅｡这个地方和圣心大教堂很近,可以走着去,大概就1公里｡这里可能有个小缺点就是不能步行去主要景点(埃菲尔铁塔､卢浮宫等),但是地铁交通很方便,可以弥补这个缺点｡

房间挺好的,很干净,有三间房,6个人住很合适｡较大的房间里有很大的电视机和电脑｡厨房和卫生间用品都很齐全,很干净｡晚上睡觉周围也很安静｡

非常推荐大家选择这个公寓!",1,basque,zh-en,"Landlord very welcoming and friendly,each time communications are timely and effective,so that we arrived and left the apartment very convenient location. Also as we prepare a drink,really feel terrific as well.

Location good,away from the Paris North station is very near,We are walking past. Around the metro station, and bus stops you can go directly to the attractions area. In the vicinity there are many shops, and a bakery and many restaurants as well. This place and the Sacred Heart Cathedral is very close,you can walk to,probably just 1 km from the apartment. Here there may be a small drawback is that you cannot walk to the major attractions(the Eiffel Tower, and Louvre, etc.), but the metro traffic is very convenient,can make up for this drawback as well.

Rooms good,very clean,Three Rooms,6 people lived very suitable apartment. The larger room has a large TV and computer area. Kitchen and toilet supplies are very well equipped,very clean and great views. Sleep at night the surrounding is also very quiet and great views.

Highly recommend everyone to choose this apartment!"
조용한 동네. 역에서 가까운 위치. 따뜻한 방. 늦은 시간에 도착했는데 연결해준 택시타고 숙소까지 편히 왔어요. 저녁에 같이 동네 구경시켜주고. 친절합니다. 가족에게 추천합니다! 편하게 잘 쉬다가 가요:-),1,basque,ko-en,"Quiet neighborhood. Station in the nearest location. A warm room. Late arrival was connected by taxi and stay up comfortably. In the evening, such as neighborhood environment give. Friendly. Recommended to family! To make us feel......: -)"
엘레베이터 없으니(4층) 큰 캐리어 가지고 계시면 참고하세요 취사 가능하고 세탁기 사용도 가능해서 좋았어요 난방 조절이 잘 되지 않았어요 체크인 해주시는 분이 친절했습니다 방은 아담해요,1,basque,ko-en,"The Elevator no. (4th floor) large carrier if you have, see self-catering and a washing machine is available from good heating adjustable as well I didn't check-in there was friendly. the room is Adam."
세번째 에어비앤비 이용었는데 그 중에 가장 맘에 들었습니다. 위치도 편리했고(몽마르뜨 언덕까지 걸어서 산책할수있고 전철역이 코앞이며 유로스타역도 접근성이 좋았어요) 바닥이 마루라서 먼지가없고 정말 깨끗했어요. 전자렌지는 없습니다. 아주 만족스러웠습니다^^♥♥♥,1,basque,ko-en,"The third Airbnb, this was among the most liked. The location was convenient and(Montmartre up the hill walk and metro station is around the corner, and the Eurostar station, so accessibility was great) to the floor flooring from the dust and really clean. Microwave is not. Very happy^^♥♥♥"
"暑い夏のﾊﾟﾘの滞在で欠かすことができないｴｱｺﾝがあり､また2階(日米式表現です｡欧州式では1階)にあるこのｱﾊﾟｰﾄは､とても快適でした｡駅に近いだけでなく､ｽｰﾊﾟｰや八百屋､ﾊﾟﾝ屋なども近くにあり､とても便利な場所です｡
また､ﾎｽﾄのDelphineとGabrielaは､ﾌﾗﾝｽ語が話せない私たちに代わって､大人3名とｽｰﾂｹｰｽ5つを乗せることができるﾀｸｼｰを予約してくれました｡
",1,basque,ja-en,"Hot summer pattern .. thanx for the app to stay in the essential element entries add to the Icon Pack there, and also on the 2nd Floor(U.S. expressions expressions in a can. The European formula is on the 1st floor)in this amazing bread we Oh is, very comfortable in US. Near the station is not only well keeps frames compact parts and greengrocers, too I don't understand how to pack for a room in close proximity, and convenient location available.
Also, the host families of Delphine and Gabriela are, in vehicle, on a Bicycle stop me I told you do not speak for us, instead I have 3 adults and I I visit Tony's escape 5 to take the job cooling my hot book fun!
"
"위치가 진짜 좋습니다! 일주일동안 까르네 1번 그리고 티켓티 6번정도 사용했습니다.(둘이서 하나 나누어쓰고 하나만 더 샀습니다.)
호스트분께서 연락도 잘 되어서 좋았고 집은 작지만 필요한거는 다 있었습니다!",1,basque,ko-en,"The location is really good. Week Carne 1 times and Ticket City 6 times.(Two in one split album only one bought more.)
The host with the contact were also good and the house is small, but the need for that."
Great host.,4,basque,en-en,Great host.
"1.위치 - 에펠탑 걸어서 10분이내 / 주변골못 로컬 식당과 마트 매우 가까 (Website hidden by Airbnb) 2.전망 - 에펠탑뷰! 편안한 침대에 누워서 최고의 에펠탑을 볼수있는곳 (Website hidden by Airbnb) 3.친절한 호스트 - 세심하고 친절한 호스트    4.깔끔한 숙소, 편안한 침대, 넓은 거실 (Website hidden by Airbnb) 27개월 아이와 함께였던 파리여행에서 모든면에서 너무 만족스러웠던 숙소! 다음에 파리에 다시간다면 꼭 다시 이용할 예정!",1,basque,ko-en,"1.Location - the Eiffel Tower within 10 minutes walk / around the countryside pond a local restaurant and Mart very close to (Website hidden by Airbnb) 2.The view - the Eiffel Tower! Comfortable lying in bed on top of the Eiffel Tower you can see here (Website hidden by Airbnb) 3.Friendly hosts - attentive and friendly host 4.Neat place, comfortable beds, spacious living room (Website hidden by Airbnb) 27 months with the child, who was in Paris in from all sides too United! Then in Paris at the time when the!"
"陽台景觀很棒,每天欣賞巴黎鐵塔
房間很寬敞,
可惜沒有電風扇(8月天氣,傍晚7-9點有點熱)
有電梯,對於我們行李很多的人來說,非常方便

距離地鐵站很站,交通方便",1,basque,zh-en,"Balcony view great,day to admire the Eiffel Tower in Paris
The room was very spacious,
Unfortunately there is no fan(8 months weather,in the evening 7-9 points a little heat)
With an Elevator for our Luggage a lot of people,very convenient

From the Metro a station,the traffic is convenient"
"파리의 예술가가 된듯한 느낌을 느낄수 있는 공간입니다. 올려주신 사진 그대로 입니다 :)
다만 게스트하우스가 위치한 곳이 예상 했던곳보다 험블해 밤길 다닐때 조금 무써웠습니다.",1,basque,ko-en,"Paris of art becomes a feeling you can feel that space. Upload your photo as it is.:)
The only Guesthouse where you had expected was humble by night back when Little-Free by."
"오페라역에서 매우 가깝고 관광지까지 접근성이 굉장히 좋아요! 대로에서 많이 멀지 않기 때문에 밤 늦게 들어갈 때도 위험하지 않았습니다. 
호스트가 너무 친절하고 사랑스러운 분이었어요:)",1,basque,ko-en,"Opera in the area very close to tourist attractions accessibility is very good! As in a lot not far away, because late at night enters the danger did not. 
The host is so friendly and was lovely.:)"
"房東不在,他的好友(同住人)非常熱心及友好｡",1,basque,zh-en,"The landlord is not,his friends(with a man)very enthusiastic and friendly as well."
房子很不错 除了有一点小:),1,basque,zh-en,The house is very nice except there is a little small:)
"让房东给我们安排了接机服务(另收费),房东还安排专人过来开门,详细讲解开锁方式和房内情况,地理位置确实很赞,在离9号地铁口只有150米,去凯旋门步行可达｡",1,basque,zh-en,"Let the landlord give us to arrange a pick-up service(extra charge),the landlord also arrange for someone to come and open the door,explain in detail the Unlock mode and the room situation,location really nice,in from the No. 9 subway station only 150 meters,went to the Arc de Triomphe within walking distance of the apartment."
"따따앗한 물이
쪼오끔 잘 안나오매 
위치는 아주 좋아요 :) 개선문에서 도보로 3분거리에 주변에 마트나 베이커리가 많아서 장보기도 유용합니다 ",1,basque,ko-en,"In accordance with the seeds to water
Squat. sometimes good sales 
The location is very good :) arc in 3 minutes by walk or around or bakery in long view is also useful. "
"도보 3분이면 개선문이고 숙소바로앞에 떼르네역이에요. 위치랑 교통은 정말좋아요. 숙소가 대로변쪽이아니라서 해는 많이안들지만 세명이 지내기엔 충분했고 커피포트,드라이기,토스트기 등 왠만한건 다 갖춰져있어요. 빨래도 가능합니다!!!가격이 좀 흠이긴 하지만 그래도 꽤나 괜찮은 곳이에요:)",1,basque,ko-en,"3 min walk to arc and stay right in front of the swarm this area. The location the traffic is really bad. Stay, as the beach right out from the lot of them, but three indoor enough and had coffee pot,hair dryer,toaster, etc, but you just stocked. So....!!!The price is a little hum, but still pretty decent place.:)"
(Website hidden by Airbnb) !,2,basque,en-en,(Website hidden by Airbnb) !
"파리에서 3일 머무는 동안 편하게 지내다가 왔습니다.
집을 찾는데 조금 어려움이 있었지만, 
다행이 Baidy의 어머니가 집앞에 나와 우리를 기다리고 있었습니다.
생각했던것보다는 방은 작았지만(붙박이 옷장 있음) 
Baidy의 어머니는 정말 친절했고, 집안은 정말 깨끗했습니다. 
집하고 개선문은 지하철 1정거장 거리에 떨어져 있고(도보로 10분거리)
집 바로 앞에는 아르엔티나 지하철이 있어 이동시 편했습니다.
밤 늦게까지 다녀도 전혀 위험하지 않습니다. 
무선 인터넷은 잘 됐고, 무료로 물 1리터와 칩 2봉지, 커피와 홍차가 제공됩니다. 
마지막날 배려해 주셔서 편하게 구경하다가 비행기 타기전 체크아웃 했습니다.",1,basque,ko-en,"Paris in 3 days, while staying close to the city center.
Home to find a little difficulty there was, but 
Fortunately, Baidy mother of the house in front of me and we were waiting for.
Thought it than the room was small, but the(inbuilt wardrobe) 
Baidy's mother was really kind, the house is really clean. 
The house and improvements are the Metro 1 stop at a distance away(10 minutes on foot)
Home Front in the city or Metro can move.
Until late at night it is not dangerous at all. 
Wireless Internet access is well, and free, 1 liter of water and chips 2 bags, coffee and tea are served. 
The last day of care in comfortable environment..... on the plane before check-out."
"샤를드골 공항에서 르버스타고 개선문으로 오면 숙소 가는 길까지 돌길 없어서 캐리어 끌기 좋아요. 현관문이 열쇠로 잘 안 열려서 들어갈 때마다 애를 먹은 것 빼고는 정말 완벽했어요. 계단을 올라가면 게스트만 사용하는 작은 다락방과 응접실이 있고 응접실에는 냉장고, 전자렌지, 접시, 커트러리 등과 1.5리터의 물 등이 구비되어 있어요. 다락방은 공간이 좁지만 넓은 침대와 옷장, 협탁, 테이블을 잘 갖추고 있고 다락방 열쇠가 있어서 보안도 걱정할 필요가 없어요. 화장실과 샤워실은 게스트만 사용할 수 있도록 제공해주셨는데 샤워실이 정말 넓고 쾌적해요. 이 집의 특징은 곳곳에 거울이 많은데, 집이 훨씬 넓어보이고 매력적으로 느껴졌어요.",1,basque,ko-en,"Charles de Gaulle Airport in Le Bus and the arc comes into place the way until the stone not drag good. The front door key as well in the open, when entering a dog ate it and it was perfect. Climb up the stairs to the guest to use only a small attic and the parlor and the parlor has a refrigerator, microwave, plates, cuts, and 1.5 liters of water, etc. The attic space is narrow, but wide bed with wardrobe, bedside Cabinet, table, well-equipped and the attic key in the security, don't worry. Toilet and shower room for guest use only, allowing to provide a shower room is really spacious and comfortable. Features of this home is in the mirror a lot, but the house is much more spacious and appealing."
"交通便利,但是外面環境建議不要深夜單獨外出,其餘部分都很不錯:)",1,basque,zh-en,"The transportation is convenient,but the outside environment is not recommended late in the evening go out alone,the rest are very good:)"
Great host!!! Merci alain!!!:),1,basque,en-en,Great host!!! Merci alain!!!:)
"很棒的house,很热情的房东,还帮忙扛行李到5楼,非常感谢啊｡下次还要来:)",1,basque,zh-en,"Great house,very welcoming landlord,also to help carry Luggage to the 5th floor,thank you very much, Ah well. Next time you want to:)"
房子很棒哦~入住没有受到时间的限制~两间房间~一个大床一个沙发床~我们三个人住正好~厨房东西很齐全~非常棒:),1,basque,zh-en,The house was great! check-in is not subject to the time limit to two rooms to one king bed one sofa bed~the three of us live just to the kitchen things are complete~very good:)
"位置非常好,樓下很多CAFE,酒吧,餐廳(附近餐廳價格不貴而非常好吃,有間賣生蠔的超級便宜),附近有間超市很方便,就是住址在地下所以有人經過都聽到腳步聲,房東回覆很快,值得推薦!",1,basque,zh-en,"Location very good,downstairs is a lot of CAFE,bar,restaurant(near the restaurant prices are not expensive and very tasty,there is between selling raw oyster & wine super cheap),nearby supermarket very convenient,is the address in the ground so it was through all hear the sound of footsteps,the landlord reply soon,recommended!"
"5일 동안 지냈습니다.
9 (Hidden by Airbnb) 볼때흐 역과 가깝습니다. 
파리 북역에서는 매트로 기준 30분 정도 소요되구요 집은 광장히 아늑합니다.

호스트 파브리스는 거실 쇼파에서 자고,
욕실은 공유하는 시스템으로
오전 8시쯤 호스트가 자고있는 방으로 슥 지나가 욕실로 들어갈겁니다ㅋ
주변 레스토랑, 바, 패스트푸드가게 많구여
밤 늦게만 안나가면 안전한 편입니다

다만 주요 관광지 (에펠탑, 개선문, 루브르, 쁘랭땅, 콩코드 등) 와 조금은 거리가 있습니다.

",1,basque,ko-en,"5 days spent.
9 (Hidden by Airbnb), I see Loch station and shops. 
Paris North Railway Station in the mats as standard 30 minutes. the house is square rather cozy.

The host Fabrizio is a living room on the couch sleeping,
The bathroom is shared with the system
8 a.m. my host and the room in which sick or bathroom into. I
The surrounding restaurants, bars, fast food has a lot to
Late at night, but Anna has to be on the safe side.

Just the main tourist attractions (Eiffel Tower, Arc, Louvre, Printemps, Concord, etc.) and a little distance.

"
"주인 매우 친절하고 배려가 좋아요.
역에서 1분거리로 역 접근성 좋구 호스트가 거실에서 자고 방 하나를 저희가 씁니다. 여자면 조금 신경쓰일만한게 묵는 방 안에 화장실이 있어서 화장실같이 쉐어 한다는점.

저는 여자고 친구랑 둘이 지냈는데 방 화장실 안 써줬었고 마지막날 하루는 저 혼자 잤는데 집에 안들어왔었어요 (배려?해준거같아요). 호스트는 젠틀하고 좋습니다.",1,basque,ko-en,"The owner is very friendly and the care is good.
At the station 1 or station accessibility for a good host in the living room and one of us writes. Woman if a little care but stay in the room the toilet is in the bathroom, like The Cher one.

I'm a girl and my friends both had the room, I don't me was the last day that I slept in my house in Been. (consideration?The like). The host is gentle and good."
일주일동안 머물렀는데 역하고 가까워서 이동하는데 편리했어요! 수건이랑 시트가 나름 깔끔하게 준비되어 있긴 했어요. (긍뎅숭건챙경강싱는겡좋앙용엄청깨끙항징않앙용..정쳉정으롱뭥가...좀..) 주변에 이웃이 매우 가까이 살아서 소리가 크게 들리긴 하지만 안전상 문제될 것은 없었어요!,1,basque,ko-en,"A week-long stay station so was convenient! Towel love sheet my name neatly ready had. (Positive fish monkey conditions, dirty environment yiganxing that 겡 bad faith use Google shoulder every airport features not Central. stop staying in home salon 뭥...a little..) around neighbors very close, living in the cream, but safety won't matter."
"집 바로 밑에 가게를 운영하고 계셔서 아주 쉽고 빠르게 체크인 할 수 있어서 정말 편하고 좋았어요 :) 호스트분은 정말 친절하세요! 집은 크진 않지만 전체적으로 깔끔하고 세련된 분위기가마음에 들었어요!! 특히 위치가 마레지구 중심이라 돌아다니기도 좋았습니다! 다시 한번 파리에 간다면 이 곳으로 선택할 거에요!!


",1,basque,ko-en,"The house directly under the shop to operate the account in a very easy and quick check-in to the and it was great :) the host is really friendly! The house is not fancy, but overall clean and stylish atmosphere in mind heard!! Especially the location Marais district, centre back is also nice! Once again in Paris if you go to this place to choose!!


"
"房東先生太太親切又細心,在我們入住之前就已經為我們準備好許多的東西(連摺疊床之類的都有圖解呢!)並且細心提醒我們在巴黎應當注意的事項(非常詳盡),而且房東會講中文,溝通完全沒有障礙｡
整體環境舒適溫馨,五臟俱全,是我們重遊巴黎時的第一選擇!",1,basque,zh-en,"The landlord Mr. and Mrs. friendly and attentive,in our check-in before it has been ready for us many things(even a folding bed or the like are illustrated!) And carefully reminds us in Paris it should be noted that the items(very detailed),and the landlord speaks English,to communicate completely without obstacles area.
The overall environment is cosy,but perfectly formed,our Re-tour to Paris the first choice!"
"房东非常热情,提供给我们很多帮助｡也给我们做早餐吃,推荐我们餐厅,琴行等等｡房子很温馨,距离各大景点不超过25分钟就能到,房子设施完善｡可惜最后一天因为一个小失误,没能去到房东帮忙预定的餐厅,给房东造成了麻烦,挺抱歉的｡希望大家能在巴黎玩得开心｡(河谷打折村有很多便宜的奢侈品,巴黎迪士尼在网上预订,可以手机扫码入园)",1,basque,zh-en,"The landlord was very welcoming,offering to us a lot of help available. Also to we do eat for Breakfast,our restaurant,piano row, etc. area. The house is very cosy,distance to major attractions no more than 25 minutes to get to,the house well equipped and great views. Unfortunately on the last day because of a small mistake,didn't get to go to the landlord to help book restaurants,to the landlord causing trouble,very sorry. Hope everyone in Paris and have fun as well. (Valley discount village there are many cheap luxury,Paris Disneyland online booking,you can phone scan code into the Park)"
"넓고 깨끗하고 편안한 집이었어요. 엘레베이터도 있어요!! (돌아오는 날에는 고장이 나있었지만요) 4호선 8호선 전철역이 근처에 있고, 버스 정류장도 10분 거리 안에 있어서 교통도 편리했습니다. 짐이 많아 택시 타고 공항에 갔어야 했는데, 나탈리가 택시 예약도 도와줘서 편하게 올 수 있었습니다 :-) 100점 만점에 100점!",1,basque,ko-en,"Spacious and clean and comfortable the house was. Elevator!! (Back in the day, my There was a but) 4 Line No. 8 metro line is nearby and the bus stop, and 10 minutes in traffic is also convenient. Loads more taxi ride to the airport that was going to be, Natalie is a taxi booking help in easily could have come :-) 100 points 100 points!"
很棒的地點;) 房間也乾淨~推薦給大家,1,basque,zh-en,Great place;) the room is also clean to recommend it to everyone
"샹젤리제 바로 옆이어서 관광하기 매우 좋았습니다. 동네도 부촌이라 분위기도 치안도 모두 좋았습니다. 특히 주변에 슈퍼(모노프리, g20) 가 있어 장보기도 편했습니다. 숙소도 청결하고 따뜻했습니다. 호스트도 답장을 빨리해줘서 정말 최고였어요.",1,basque,ko-en,"The Champs Elysees right next to the tour was very good. The neighborhood is also rich village called for policing. Especially around Super(mono, g20) place to stay. The hostel is also clean and warm. The host reply fast to me really was the best."
"正如主人在介绍里面所描述的一样,这个公寓非常的棒｡它不仅交通便利(靠近地铁站),而且很整洁､漂亮｡最重要的是,主人非常的热情,为我和我的朋友提供了我们所需要的帮助｡我们到达巴黎的那天天气很热,主人贴心的为我们准备好了果汁和水,并且提供了巴黎的地图以及他总结的美食推荐｡总之这次的入住让我觉得非常满意,我会把这个房源推荐给我的朋友｡当然,我下次来巴黎旅游,还会选择这个房源｡",1,basque,zh-en,"As the owner in the description inside the description,this apartment was great as well. It is not only conveniently located(near Metro station),and very clean, and beautiful apartment. Most importantly,the owner is very warm,for me and my friends provide the help we need as well. We arrived in Paris the day the weather is hot,owner of superior ready for us juice and water,and provide a Paris map, and a his summary of Food recommended, and great views. In short this Stay made me feel very satisfied,I will put this house recommend to my friends house. Of course,the next time I come to Paris travel,also will choose this apartment."
