comments,N,lang,comment_in_english
"집상태나 위치는 괜찮으나 환기가 잘 안됨. 또한 체크아웃시 침대포와 이불,베개 겉싸게를 다 벚겨서 한촉에 둬야하고 체크아웃 시간을 정확하게 해야함.(아이들이 있는 집은 불편)",1,basque,
"열쇠 찾는법이 겁나어렵습니다 ㅠㅠ
이웃에게 도움을 청하는것은 하지말라달라고해서 식은땀이났지만 그것외에는 넓고 괜찮은 숙소입니다!:) 주변에 프랑스어를 잘하는사람이 있다면, 정말괜찮은 숙소에요! 바로옆에 큰마트가 있어서 아침저녁해결하기가좋고, 케밥맛집과 빵맛집도 지하철역가는길에있습니다!! 창문열어두면 통풍도잘되고 동네도시끄럽지않으며 밤늦게(야경보고 저희는 새벽2시다되서들어갔어요) 가도 별로 무섭지않고 가로등덕에 밝은 위치에 있습니다! 계단올라가는게 쬐끔힘들지만 전반적으로 아주 좋은 곳이에요!!",1,basque,
"설명이 아주 정확한 곳입니다. 싸고, 위치가 좋은. 저는 집이 너무 좁아서 많이 답답했습니다. (특히 욕실은 정말 좁았습니다) 아침에 일찍 나가서 저녁에 늦게 들어오면서 파리를 즐기기엔 더없이 좋은 집이지만 집에서 여유있게 쉬기에는 많이 좁게 느껴졌습니다. 그리고, 이집에 머무시려면 불어를 하는게 훨씬 좋습니다.",1,basque,
"房东非常热情和友好,每一次的沟通都很及时有效,使我们到达和离开公寓都很方便｡还为我们准备了饮料,真的感觉好棒｡

地理位置挺好的,离巴黎北站很近,我们是走路过去的｡周围有地铁站､公交站可以直接去景点｡附近有很多商店､面包店和很多餐厅｡这个地方和圣心大教堂很近,可以走着去,大概就1公里｡这里可能有个小缺点就是不能步行去主要景点(埃菲尔铁塔､卢浮宫等),但是地铁交通很方便,可以弥补这个缺点｡

房间挺好的,很干净,有三间房,6个人住很合适｡较大的房间里有很大的电视机和电脑｡厨房和卫生间用品都很齐全,很干净｡晚上睡觉周围也很安静｡

非常推荐大家选择这个公寓!",1,basque,
조용한 동네. 역에서 가까운 위치. 따뜻한 방. 늦은 시간에 도착했는데 연결해준 택시타고 숙소까지 편히 왔어요. 저녁에 같이 동네 구경시켜주고. 친절합니다. 가족에게 추천합니다! 편하게 잘 쉬다가 가요:-),1,basque,
엘레베이터 없으니(4층) 큰 캐리어 가지고 계시면 참고하세요 취사 가능하고 세탁기 사용도 가능해서 좋았어요 난방 조절이 잘 되지 않았어요 체크인 해주시는 분이 친절했습니다 방은 아담해요,1,basque,
세번째 에어비앤비 이용었는데 그 중에 가장 맘에 들었습니다. 위치도 편리했고(몽마르뜨 언덕까지 걸어서 산책할수있고 전철역이 코앞이며 유로스타역도 접근성이 좋았어요) 바닥이 마루라서 먼지가없고 정말 깨끗했어요. 전자렌지는 없습니다. 아주 만족스러웠습니다^^♥♥♥,1,basque,
"暑い夏のﾊﾟﾘの滞在で欠かすことができないｴｱｺﾝがあり､また2階(日米式表現です｡欧州式では1階)にあるこのｱﾊﾟｰﾄは､とても快適でした｡駅に近いだけでなく､ｽｰﾊﾟｰや八百屋､ﾊﾟﾝ屋なども近くにあり､とても便利な場所です｡
また､ﾎｽﾄのDelphineとGabrielaは､ﾌﾗﾝｽ語が話せない私たちに代わって､大人3名とｽｰﾂｹｰｽ5つを乗せることができるﾀｸｼｰを予約してくれました｡
",1,basque,
"위치가 진짜 좋습니다! 일주일동안 까르네 1번 그리고 티켓티 6번정도 사용했습니다.(둘이서 하나 나누어쓰고 하나만 더 샀습니다.)
호스트분께서 연락도 잘 되어서 좋았고 집은 작지만 필요한거는 다 있었습니다!",1,basque,
Great host.,4,basque,
"1.위치 - 에펠탑 걸어서 10분이내 / 주변골못 로컬 식당과 마트 매우 가까 (Website hidden by Airbnb) 2.전망 - 에펠탑뷰! 편안한 침대에 누워서 최고의 에펠탑을 볼수있는곳 (Website hidden by Airbnb) 3.친절한 호스트 - 세심하고 친절한 호스트    4.깔끔한 숙소, 편안한 침대, 넓은 거실 (Website hidden by Airbnb) 27개월 아이와 함께였던 파리여행에서 모든면에서 너무 만족스러웠던 숙소! 다음에 파리에 다시간다면 꼭 다시 이용할 예정!",1,basque,
"陽台景觀很棒,每天欣賞巴黎鐵塔
房間很寬敞,
可惜沒有電風扇(8月天氣,傍晚7-9點有點熱)
有電梯,對於我們行李很多的人來說,非常方便

距離地鐵站很站,交通方便",1,basque,
"파리의 예술가가 된듯한 느낌을 느낄수 있는 공간입니다. 올려주신 사진 그대로 입니다 :)
다만 게스트하우스가 위치한 곳이 예상 했던곳보다 험블해 밤길 다닐때 조금 무써웠습니다.",1,basque,
"오페라역에서 매우 가깝고 관광지까지 접근성이 굉장히 좋아요! 대로에서 많이 멀지 않기 때문에 밤 늦게 들어갈 때도 위험하지 않았습니다. 
호스트가 너무 친절하고 사랑스러운 분이었어요:)",1,basque,
"房東不在,他的好友(同住人)非常熱心及友好｡",1,basque,
房子很不错 除了有一点小:),1,basque,
"让房东给我们安排了接机服务(另收费),房东还安排专人过来开门,详细讲解开锁方式和房内情况,地理位置确实很赞,在离9号地铁口只有150米,去凯旋门步行可达｡",1,basque,
"따따앗한 물이
쪼오끔 잘 안나오매 
위치는 아주 좋아요 :) 개선문에서 도보로 3분거리에 주변에 마트나 베이커리가 많아서 장보기도 유용합니다 ",1,basque,
"도보 3분이면 개선문이고 숙소바로앞에 떼르네역이에요. 위치랑 교통은 정말좋아요. 숙소가 대로변쪽이아니라서 해는 많이안들지만 세명이 지내기엔 충분했고 커피포트,드라이기,토스트기 등 왠만한건 다 갖춰져있어요. 빨래도 가능합니다!!!가격이 좀 흠이긴 하지만 그래도 꽤나 괜찮은 곳이에요:)",1,basque,
(Website hidden by Airbnb) !,2,basque,
"파리에서 3일 머무는 동안 편하게 지내다가 왔습니다.
집을 찾는데 조금 어려움이 있었지만, 
다행이 Baidy의 어머니가 집앞에 나와 우리를 기다리고 있었습니다.
생각했던것보다는 방은 작았지만(붙박이 옷장 있음) 
Baidy의 어머니는 정말 친절했고, 집안은 정말 깨끗했습니다. 
집하고 개선문은 지하철 1정거장 거리에 떨어져 있고(도보로 10분거리)
집 바로 앞에는 아르엔티나 지하철이 있어 이동시 편했습니다.
밤 늦게까지 다녀도 전혀 위험하지 않습니다. 
무선 인터넷은 잘 됐고, 무료로 물 1리터와 칩 2봉지, 커피와 홍차가 제공됩니다. 
마지막날 배려해 주셔서 편하게 구경하다가 비행기 타기전 체크아웃 했습니다.",1,basque,
"샤를드골 공항에서 르버스타고 개선문으로 오면 숙소 가는 길까지 돌길 없어서 캐리어 끌기 좋아요. 현관문이 열쇠로 잘 안 열려서 들어갈 때마다 애를 먹은 것 빼고는 정말 완벽했어요. 계단을 올라가면 게스트만 사용하는 작은 다락방과 응접실이 있고 응접실에는 냉장고, 전자렌지, 접시, 커트러리 등과 1.5리터의 물 등이 구비되어 있어요. 다락방은 공간이 좁지만 넓은 침대와 옷장, 협탁, 테이블을 잘 갖추고 있고 다락방 열쇠가 있어서 보안도 걱정할 필요가 없어요. 화장실과 샤워실은 게스트만 사용할 수 있도록 제공해주셨는데 샤워실이 정말 넓고 쾌적해요. 이 집의 특징은 곳곳에 거울이 많은데, 집이 훨씬 넓어보이고 매력적으로 느껴졌어요.",1,basque,
"交通便利,但是外面環境建議不要深夜單獨外出,其餘部分都很不錯:)",1,basque,
Great host!!! Merci alain!!!:),1,basque,
"很棒的house,很热情的房东,还帮忙扛行李到5楼,非常感谢啊｡下次还要来:)",1,basque,
房子很棒哦~入住没有受到时间的限制~两间房间~一个大床一个沙发床~我们三个人住正好~厨房东西很齐全~非常棒:),1,basque,
"位置非常好,樓下很多CAFE,酒吧,餐廳(附近餐廳價格不貴而非常好吃,有間賣生蠔的超級便宜),附近有間超市很方便,就是住址在地下所以有人經過都聽到腳步聲,房東回覆很快,值得推薦!",1,basque,
"5일 동안 지냈습니다.
9 (Hidden by Airbnb) 볼때흐 역과 가깝습니다. 
파리 북역에서는 매트로 기준 30분 정도 소요되구요 집은 광장히 아늑합니다.

호스트 파브리스는 거실 쇼파에서 자고,
욕실은 공유하는 시스템으로
오전 8시쯤 호스트가 자고있는 방으로 슥 지나가 욕실로 들어갈겁니다ㅋ
주변 레스토랑, 바, 패스트푸드가게 많구여
밤 늦게만 안나가면 안전한 편입니다

다만 주요 관광지 (에펠탑, 개선문, 루브르, 쁘랭땅, 콩코드 등) 와 조금은 거리가 있습니다.

",1,basque,
"주인 매우 친절하고 배려가 좋아요.
역에서 1분거리로 역 접근성 좋구 호스트가 거실에서 자고 방 하나를 저희가 씁니다. 여자면 조금 신경쓰일만한게 묵는 방 안에 화장실이 있어서 화장실같이 쉐어 한다는점.

저는 여자고 친구랑 둘이 지냈는데 방 화장실 안 써줬었고 마지막날 하루는 저 혼자 잤는데 집에 안들어왔었어요 (배려?해준거같아요). 호스트는 젠틀하고 좋습니다.",1,basque,
일주일동안 머물렀는데 역하고 가까워서 이동하는데 편리했어요! 수건이랑 시트가 나름 깔끔하게 준비되어 있긴 했어요. (긍뎅숭건챙경강싱는겡좋앙용엄청깨끙항징않앙용..정쳉정으롱뭥가...좀..) 주변에 이웃이 매우 가까이 살아서 소리가 크게 들리긴 하지만 안전상 문제될 것은 없었어요!,1,basque,
"집 바로 밑에 가게를 운영하고 계셔서 아주 쉽고 빠르게 체크인 할 수 있어서 정말 편하고 좋았어요 :) 호스트분은 정말 친절하세요! 집은 크진 않지만 전체적으로 깔끔하고 세련된 분위기가마음에 들었어요!! 특히 위치가 마레지구 중심이라 돌아다니기도 좋았습니다! 다시 한번 파리에 간다면 이 곳으로 선택할 거에요!!


",1,basque,
"房東先生太太親切又細心,在我們入住之前就已經為我們準備好許多的東西(連摺疊床之類的都有圖解呢!)並且細心提醒我們在巴黎應當注意的事項(非常詳盡),而且房東會講中文,溝通完全沒有障礙｡
整體環境舒適溫馨,五臟俱全,是我們重遊巴黎時的第一選擇!",1,basque,
"房东非常热情,提供给我们很多帮助｡也给我们做早餐吃,推荐我们餐厅,琴行等等｡房子很温馨,距离各大景点不超过25分钟就能到,房子设施完善｡可惜最后一天因为一个小失误,没能去到房东帮忙预定的餐厅,给房东造成了麻烦,挺抱歉的｡希望大家能在巴黎玩得开心｡(河谷打折村有很多便宜的奢侈品,巴黎迪士尼在网上预订,可以手机扫码入园)",1,basque,
"넓고 깨끗하고 편안한 집이었어요. 엘레베이터도 있어요!! (돌아오는 날에는 고장이 나있었지만요) 4호선 8호선 전철역이 근처에 있고, 버스 정류장도 10분 거리 안에 있어서 교통도 편리했습니다. 짐이 많아 택시 타고 공항에 갔어야 했는데, 나탈리가 택시 예약도 도와줘서 편하게 올 수 있었습니다 :-) 100점 만점에 100점!",1,basque,
很棒的地點;) 房間也乾淨~推薦給大家,1,basque,
"샹젤리제 바로 옆이어서 관광하기 매우 좋았습니다. 동네도 부촌이라 분위기도 치안도 모두 좋았습니다. 특히 주변에 슈퍼(모노프리, g20) 가 있어 장보기도 편했습니다. 숙소도 청결하고 따뜻했습니다. 호스트도 답장을 빨리해줘서 정말 최고였어요.",1,basque,
"正如主人在介绍里面所描述的一样,这个公寓非常的棒｡它不仅交通便利(靠近地铁站),而且很整洁､漂亮｡最重要的是,主人非常的热情,为我和我的朋友提供了我们所需要的帮助｡我们到达巴黎的那天天气很热,主人贴心的为我们准备好了果汁和水,并且提供了巴黎的地图以及他总结的美食推荐｡总之这次的入住让我觉得非常满意,我会把这个房源推荐给我的朋友｡当然,我下次来巴黎旅游,还会选择这个房源｡",1,basque,
"优点:房源地理位置优越安全,交通方便;附近餐厅､超市､咖啡厅都有很多选择;房屋温馨有洗衣机和电视,房东准备了矿泉水､一瓶葡萄酒还有咖啡机和餐具;房间里的布置和照片一样,适合一至两位入住｡

缺点:巴黎的老房子没有电梯位于二楼,行李需要搬上去(房东当时有帮忙);房间玻璃隔音较差隔壁左右上下楼讲话都听得到,楼下是间酒吧会到晚上十二点｡",1,basque,
great host..,1,basque,
"니콜라스의 집은 매우 편안하고 안전했습니다. 니콜라스의 세세한 조언과 도움들 덕에 3일간 내집처럼 지냈어요.주위에 카페들도 많고 슈퍼,빵집 등도 많았습니다.교통도 편리하고 에펠탑도 도보로 10분거리입니다.아이와 함께 묵었는데 너무 좋았어요.적극 추천합니다. :)",1,basque,
"6호선 (Hidden by Airbnb) 이 정말 바로 코앞이에요
호스트도 너무 친절합니다
관광지 이동도 너무 좋아요^^
다시가도 이용하고싶어요^^",1,basque,
니콜라스의 숙소는 위치적으로 최고 였으며 여행자에게 필요한 모든것이 다 갖추어져 있습니다. 특히 가족 ( 아이들) 과 함께 여행하기엔 최적의 장소 였습니다. 가까이에 마켓 훌륭한 식당들이 있으며  걸어서 5분정도의 거리에 에펠탑이 있습니다. 세느강을 걸어서 산책할 수 있는 너무나 매력적인  장소에 위치합니다. 물론 버스 메트로 모두 가까이에 있습니다. 니콜라스를 직접 보지 못했지만 머무르기에 불편하지 않도록 최선을 다해 주셨으며 다음에 다시 파리에 온다면 꼭 다시 여기에 머물 생각입니다.,1,basque,
위치가 좋았어요:),1,basque,
"에펠탑과 가까이 위치하고 있고, 바로앞에 지하철역이 있어서 편리했어요.
생각보다 소파배드가 커서 편리했구요.
하지만 유럽의 대부분 숙소가 그렇다시피 4명 어른이 가니, 조금 좁다는 생각은 들었어요.
청결상태는 좋았고, 니콜라스는 여행 전에 계속해서 연락을 주어 좋았습니다 :)",1,basque,
숙소에 정말 잘 묵었다가 갑니다! :) 전의 숙소에서는 음식을 해 먹기가 어려웠는데 여기는 커피포트와 전자레인지도 있고 요리에 필요한 조건들이 잘 갖춰져있어서 좋았어요!(아쉽게도 커피포트는 더러운편이라 사용하지 않았어요ㅠ) 화장실에는 라디에이터가 잘 돌아가서 물기를 제거하거나 빨래 말리기가 쉬웠어요 숙소에 수납공간도 많고 깨끗해요 여러모로 생활하는데 편리하실거예요!! 특히 숙소의 지리적 조건이 훌륭했어요! 지하철과 가까운 거리에 위치해서 너무 편했습니다!!:) 단점은 열쇠로 문열기가 어려웠어요ㅠㅠㅠ 이것 말고는 대부분이 만족스러웠어요 마지막으로 니콜라스의 친절하고 빠른 답변에 감사드려요!!!^^ 니콜라스의 친절함으로 따뜻한 여행이 됬습니다! 숙소 추천합니다!^^*,1,basque,
"        房东是一个很可爱的叔叔,客厅一张沙发床还有一个小卧室,可以满足四个人入住｡房东非常热心,邮件都回复的特别及时,有问题也会赶来房间亲自查看 (Website hidden by Airbnb) 在这间屋子可以看到铁塔的尖尖,楼下有小酒馆,大家晚上无聊了可以去打发时间,公寓所在的区域非常安全,无论晚上回去多晚都不用担心被偷被抢,这点非常好 (Website hidden by Airbnb) 对了!房东说他在铁塔上工作,如果去巴黎的小伙伴想上铁塔观光,那么也可以联系房东,相信房东也会很热心的接待你们 (Website hidden by Airbnb) 我们对这次巴黎的住宿非常满意噢~各位走的时候记得帮房东收拾一下屋子~",1,basque,
"公寓裡應有盡有(瓦斯爐､微波爐､烤箱､洗衣機､烤麵包機),一卡皮箱即可入住｡房東回復訊息速度很快,有問題馬上會回復｡住的地方旁邊就是家樂福,在物價很高的歐洲裡是一大福音,可以在那邊買到便宜的日常用品,生鮮蔬果及食物｡",1,basque,
호스트도 친절하시그 거리고 에펠탑이랑 가까워서 너무 좋았어요 :),1,basque,
"房子的交通方便,靠近4号线,附近有家乐福,用房东的设备齐全的厨房做饭很省钱｡装潢很温馨,不和房东同住也保证了个人空间,房东也很细心的通过邮件交待了一切事宜,这个价位很好了｡但是我们在房间床上发现了几只 (Hidden by Airbnb) ,以及附近黑人很多,要注意安全,我一个小伙伴被两个黑人差点打劫了,幸好他跑的快｡巴黎是一个值得来的地方,博物馆很值得逛的,但是在巴黎一定要多人一起出行,安全最重要｡",1,basque,
"위치가 매우 좋았고, 체크인 체크아웃도 아주 편했습니다.(체크인시 전화통화가 필요했습니다.  유심구매하실때 통화가능하신걸로 하시는게 좋아요). 매일 매일 에펠탑 보면서 하루 시작하고 마무리하는것도  행복한 시간이었습니다. 건물자체 보안도 잘 되어 있어서 아빠 없이 여행이었는데도 안전하고 편안하였습니다. 바로 옆에 마트, 역, 식당등등 편의 시설도 좋았어요.",1,basque,
최상의 위치예요. 걸어서 에펠탑 가능해서 에펠탑 실컷 봤어요. 대신 화장실 세면대와 부엌 싱크대 물이 안내려가서 고생했어요. 하지만 너무 낭만적인 곳이였어요. 조명도 인테리어도 예뻤어요. 근데 약간 다녀오고 나서 ㅍ ㅣ부병 같이 간ㅈㅣ러워 쥭는쥴 알았어요:),1,basque,
분위기 너무 좋고 에펠탑 가까워서 너무 좋았어요. 최고! 깨끗하고 조용한 동네예요. 완전 추천합니다:),1,basque,
"這是一位單身女主人的公寓,位於瑪黑區內,地點在羅浮宮､香榭麗舍大道和巴士底市集地鐵線上,交通非常方便,附近也有許多好吃好逛的地方,適合單身旅行的女生｡但因公寓位於沒有電梯的五樓,有帶大行李的人要稍考慮一下｡小缺點:浴室真的很小,女主人愛抽煙｡加分:床很舒服,女主人還不錯｡",1,basque,
"오후 2시쯤 숙소에 도착해서 직접 맞아주진 못했지만(근무중으로) 사전에 찾아오는법과 문 여는법, 알아야 할 사항들에 대해 체계적으로 잘 정리해두어서 찾기는 어렵지 않았어요
첫날 만날때도 반갑게 맞아주고 여행 계획등에 대한 조언을 아끼지 않았습니다
마레지구 중심가에 있고 버스 정류장, 메트로도 가깝고 근처에 쇼핑, 맛집도 많아 최상의 위치였어요",1,basque,
"도착한 날 호스트는 집에 있었고 간단한 선물로 나를 맞이했다.  호스트가 써 놓은 안내문을 꼼꼼하게 잘 읽고 숙소 선택을 하길 바란다. 명시 되어있는 것 그대로이다. ( 특히 호스트가 흡연자라는 사실, 엘레베이터는 없고 계단만 있다는 것) 게스트가 자야하는 침대는 사진에 없지만 쇼파 뒤에 한 사람이 누울 수 있는 작은 공간이 있다.
지금으로부터 몇백년 전에 지어진 건물 내 물건을 사용할 때는 더 조심히 써야한다.  ",1,basque,
"위치도 시설도 모두 만족한 숙소!
무엇보다 호스트가 매우 친절하고 좋았다
주변사람들이 파리를 간다면 꼭 추천하고 싶은 숙소고 나 역시 다음에 또 이용하고 싶은 숙소였다 :)",1,basque,
"房间位置很好,在4区,周围很热闹,楼下有餐馆,交通便利,离地铁1号线和7号线很近｡巴黎圣母院步行10分钟可到达｡去的时候正值暑假,房东不在｡房间托管给了airbnb,可能是旺季,入住的时候房间里还晒着刚洗好的床单被套,有一个刚洗好的被单甚至晒在了卫生间门上(对床单的卫生感到质疑)｡
接待的人态度友好,不过对于自己的业务可能不太熟练,沙发床的使用不清楚,让我们自己研究｡房间总体有些潮湿(可能因为去的时候巴黎一直下雨)楼上的房间会有木头的朽味,卫生间厕所有青苔,不过浴室干净,热水充足｡总体而言在巴黎这个地方性价比算不错｡",1,basque,
"房間很古色古香的歐洲味,也是坐落在很方便的地點,附近有超市､餐廳和地鐵站｡唯一的小缺點是提供的盥洗用具只夠第一天使用(我們住5天),另外還有退住前需要自行打掃房間,否則要另外付30歐元讓房東來負責打掃｡",1,basque,
"-위치는 마레지구 입구에 있습니다. 파리의 메인 지하철역인 샤뜰레역을 이용하려면 도보로 12~13분정도 걸리는듯 합니다. 마레지구의 매력을 느끼기에는 위치가 좋은 곳에 있습니다.
-호스트는 오전 체크인보다는 오후 체크인을 선호했습니다. 제가 오전에 체크인을 원하자 보통은 게스트가 오후에 온다고 하여, 저도 일정을 조정했습니다. 
-친절함은 보통이었고 영어도 보통실력이었습니다. 묶기에 나쁘지 않아요. 전망도 좋고(6층) 엘레베이터는 2층-5층까지 작동이 되기 때문에 많이 힘들진 않습니다. 
-화장실과 욕실, 주방은 공용인데 주방에 욕실 및 세면대가 있고 화장실은 따로 있어서 조금 번거로웠습니다. 또 주방은 항상 문으로 잠그고 다녀야 해서 불편했지만, 나중에 익숙해지면 괜찮아요. 
-같이 지냈던 이웃들은 특별히 소음을 발생했다거나 하지 않았으며, 좋았어요. 방음도 괜찮았어요. 
-침대는 더블이라 혼자 자기에는 넓고 좋았는데, 파리는 일교차가 큰 편이라 밤에는 정말 춥더라구요! 저는 9월 7일~9일 3박 묶었는데 추워서 더 껴입을 옷을 사기도 했어요. 
-위치는 마레입구라 마레를 즐기기에는 좋아요. 파리의 관광지 대부분의 역은 샤뜰레역을 거쳐 가는데 샤뜰레역은 도보로 13분정도 걸립니다. 마레니까 식당가, 쇼핑거리도 활발해서 좋아요. 또 밤늦도록 하는 레스토랑들이 있어서 야경보고 오는길에도 많이 무섭진 않았어요:)",1,basque,
"Entire flat+Parkingはﾊﾞｽﾃｨｰﾕの広場から歩いて2〜3分のところにあったのでﾒﾄﾛとのｱｸｾｽがよく便利です｡

部屋は三階にあって広い｡
ｷｯﾁﾝ ﾘﾋﾞﾝｸﾞ ﾍﾞｯﾄﾞﾙｰﾑ｡

ｷｯﾁﾝはﾊﾟﾘで買った食材を試してみるのには十分な道具や家電がそろってます｡

ﾃﾞﾛﾝｷﾞのｵｰﾌﾞﾝはﾌﾞｰﾗﾝｼﾞｪﾘｰで買ったﾊﾟﾝを温めるのに最適でした｡

ｿﾌｧは立派で心地よく部屋の照明も雰囲気があって良かった｡

ﾍﾞｯﾄﾞも広くて気持ちよかったし､掃除機を置いてくれてるので部屋の掃除も簡単｡
洗濯機もあるので旅の服を洗えます｡

僕たちは冬に滞在したけど 部屋は温かく どの部屋にも小型暖房機がついてます｡

ただｼｬﾜｰの出があんまり良くなかったですが､
でも次に誰かが訪れるころにはｼｬﾜｰﾍｯﾄﾞが新しくなっていてもうその問題はないかもしれません｡

ﾎｽﾄのnathalieさんはとても優しく 困ったことがあれば連絡すれば必ず対応してくれました｡

おかげで我々は前回よりもずっと充実したparisﾗｲﾌを過ごすことができました｡",1,basque,
Great (:,1,basque,
"虽然由于行程问题没有跟areski见面,但是他全程都在贴心的询问和替我们安排,给个大大的赞和抱抱｡我们住的是在9区,吃喝玩乐特别方便,世界各地的美食应有尽有,超市也很多,步行都能解决｡房间特别赞,90多平的空间,房间布置很有情调,很舒适,感觉areski是个艺术家｡",1,basque,
"可怕加无语到极点的体验!我们在这间公寓里遭遇洗劫式入室盗窃,现金首饰棉衣箱子悉数被盗,剩余衣物半数被割破损毁｡窃贼光天化日之下用我们的的两个30寸大箱子装满我们的财物,离开了这所位于三楼有两道门禁的临街公寓｡现场还留下了两张黑人的身份证件｡我们至警署报案后,房东在没有到现场的情况下告诉警察,她没有什么损失警察不必出警｡而Airbnb表示与他们无关也没有任何保险及解决方案覆盖客户的任何损失｡事后房东代理人及着便衣的警察(无法证明其身份)找到我们讨要现场遗留的黑人证件,强调丢失证件对此人的重要程度而只字不提我们的损失｡
为了自己和家人的安全,请坚!决!不要在治安糟糕的法国选择民宿哪怕再好再昂贵,你无法保证房东或是他们的代理人诚实可靠,也无法保证之前的房客是否复制过钥匙｡更不要相信Airbnb是个规范守信的平台,他们自己也承认没有任何的保险或者解决方案保护旅行者的安全或权益,发生问题时你会发现甚至联系不上他们,无论何时发生任何问题都只能自求多福｡",1,basque,
"여기의 주인이신 장은 굉장히 친절한 사람입니다.
제가 도착하기로 한 시각과 날짜를 알려주자 역에 직접 저의 이름을 쓴 종이를 들고 gare de lyo 역에서 마중나와서 직접 지히철 타는 법이라던가 집가는 법을 알려주셨습니다.
저와 제 친구의 캐리어를 직접 집까지 가져다가 놓아주셨습니다.
집도 굉장히 깔끔하고 bercy역과 굉장히 가까워서 제가 해본 여행중 가장 편안한 여행이었던것같습니다.",1,basque,
