comments,N,lang,en-en,comments
"Ahouva非常友善且负责,
房子位于塞纳河边,地带非常安全方便,房子也非常有格调,绝佳的选择",1,breton,zh-en,"Ahouva is very friendly and responsible,
The house is located on the Seine side,the area is very safe and convenient,the house is also very stylish,great choice"
체크인 설명을 친절하게 해주셔서 편하게 체크인 했습니다. 질문하면 답도 바로 해주시고 late check out도 가능하게 해주셨어요. 세탁기와 건조기가 함께 있어서 좋고 수건도 넉넉하게 주셔서 좋습니다. 역과도 가깝습니다.,1,breton,ko-en,"Check the description friendly, from the easy check-in. Questions to answer in and late check out to help have. Washer and dryer are together in good and generous to me. Its OK."
"파리를 여행하기 원하시는 분들께 깅력하게 추천 하고 싶습니다. 
집도 청결하고 엘리베이터도 있고, 파리를 여행하기 아주 좋은 위치 입니다. 
주인도 너무 친절하고, 문의에 대한 답변도 아주 빨랐습니다. 
다시 방문한다면 또 이용하고 싶네요. 
Perfect locaion. 
Perfect host. 
Perfect house.",1,breton,ko-en,"Paris to travel to their gingham to want to do. 
House clean and Elevator, Paris travel, very good location. 
The owner is also so kind and answer very fast. 
Back or want to use. 
Perfect locaion. 
Perfect host. 
Perfect house."
Très bon séjour chez Bruno.,1,breton,fr-en,Very good stay at Bruno.
"這邊非常方便,附近有超市,花神咖啡館,PH馬卡龍等等各式各樣的名牌店,生活機能方便,想購物也可｡

房東人也很好,我們把鑰匙弄丟了,他也帶我們再去打一把,房間的狀況也相當滿意,如果之後還有機會,也會繼續住在這邊｡",1,breton,zh-en,"This way is very convenient,near the supermarket,the flower of God cafe,PH macarons, etc. assortment of brand-name stores,life function convenience,want to shopping can also be available.

Landlord people is also very good,we put the key lost,he also took us longer to play a turn,the room situation is also quite satisfied,if, after there is the opportunity,will continue to live in this area."
"房子位置很好,房间不算大(两个人还行,再多估计不行),但是布置的挺实用的｡房间在二楼(法国人会说在一楼),没有电梯,是一条很窄的木楼梯上去的,大件的行李有点难搬｡最大的问题是,早上十点check out 以后,不能寄存行李(附近也没有能寄存的地方),不能延迟退房(生意太好)｡虽然房东说,小件的可以在他家的店寄存一小会,大件的就不行了,但是哪个出国的人行李会小啊?总得来说,各位根据自己的实际情况吧｡",1,breton,zh-en,"The House location is very good,the room is not too large(two individuals,then the estimated No.), but the arrangement is quite practical. Room on the second floor(the French would say, on the ground floor),no Elevator,is a very narrow wooden stairs up,large pieces of Luggage a bit difficult to move house. The big question is,ten in the morning check out after,can not store your Luggage(near the also not be able to storage place),can not delay check-out(business too good) and great views. Although the landlord said,small pieces of CAN in his home shop storage a little,bulky to die,but which abroad people baggage will be small? Generally speaking,everyone according to their actual situation. home."
N’hesitez Pas,1,breton,fr-en,Please do Not hesitate to
Il y a tout dont vous avez besoin,1,breton,fr-en,It has everything you need
"All good!
Thanks Petra.",1,english,en-en,"All good!
Thanks Petra."
"방이 매우 아늑하고 편안합니다. 리옹역에서 매우 가깝습니다. 그리고 호스트 Anna는 저희의 숙박 기간에 최대한 편안하게 해주셨습니다. 하나 알아야 할 부분은 엘리베이터가 없다는 점입니다. 무거운 캐리어가 있는 사람은 꼭 신경쓰셔야 할 부분입니다. 

결론적으로 매우 좋았습니다^^",1,breton,ko-en,"The room is very cozy and comfortable. Lyon station in very close. And the host Anna is our stay as comfortable as possible. One should know the part is there is no Elevator. Heavy carrier is a person who has come care you need. 

As a result, was very good.^^"
"ห้องที่พักอยู่ในทำเลไม่ไกลจาก Eiffel Tower,Supermarket มีที่จอดรถที่ปลอดภัย อุปกรณ์ที่จำเป็นมีครบในที่พัก ห้องพักสะอาด",1,breton,th-en,"Property in a location not far from Eiffel Tower,Supermarket, Parking, safe the necessary equipment are available in room-clean"
Très bon séjour chez Maguy,1,breton,fr-en,Very good stay with Maguy
"사진과 똑같은 깔끔한 시설은 기본이고, 큰 창문이 있어 항상 채광이 좋았습니다. 발코니에 있는 꽃 화분들은 유럽의 변덕스런 날씨에도 불구하고 집 분위기를 화사하게 해주는 듯 합니다.   
창문은 푸른 정원을 바라보고 있어 경치가 평온합니다. 
특히나 아침에 귀를 기울이면 정원에서 속삭이는 새소리를 들을 수 있습니다. 아마 아무리 좋은 호텔에서도 이런 경험은 없을 듯 싶군요.^^

숙소 바로 근처에 지하철역과 버스정류장이 있어 파리 시내 주요 핫스팟은 어디든지 편하고 쉽게 갈 수 있었구요. 마트도 가까이 있고 맛난 베이커리와 카페도 매우 가까이 있어서 편리했습니다. 동네도 조용한 고급 주택가인지라 밤늦은 시간에도 마음 편하게 다닐 수 있었습니다.  

출발하기 전부터 호스트분에게 많은 문의를 드렸는데, 항상 친절하게 잘 답변해 주시고, 여행 7일동안 불편한 사항은 없는지 항상 신경써 주시고, 여행중 궁금한 사항은 언제든지 물어보고 유용한 답변을 즉시 받을 수 있었습니다. 마지막날 항공편 때문에 늦은 체크아웃까지 배려해주시고, 다시 한번 감사드립니다!
언제든 다시 오고 싶은 곳입니다.^^",1,breton,ko-en,"The photo in the same neat, facilities are basic and the large window, there is always light good. Balcony with flowers in pots, they are Europe's capricious weather, despite the home atmosphere bright that seemed. 
The window is a lush garden view and the tranquility. 
Especially in the morning to help in the garden whispering birdsong can be heard. Probably no good hotel in this experience there is no seemed to want to.^^

The hostel is right near the subway station and the bus stop is Paris the city's main hotspots wherever to easily go. Mart was close and delicious bakery and cafe is also very close. The neighborhood is also quiet high class residential. night time also put your mind at ease that I could. 

Before departure from host to many of the young, always friendly well answers to, and Travel 7 days inconveniences are not always cares, and, travel questions at any time to ask a useful answer immediately. The last day of flight because of the late check-out up to, thank you!
At any time want to come back.^^"
Bon séjour chez Jean,1,breton,fr-en,Good stay at Jean
"第一次使用Airbnb,绝对是完美的一次体验,性价比之王!房东Anna十分的热情,亲自下楼接我们,并且耐心的为我们讲解一切房间的设施,完全没有找路的尴尬,房子的位置可以说是绝佳,距离巴黎圣母院走路不过五分钟,最近地铁站1号线不过三分钟,下次去巴黎绝对还住Anna家!Anna说很少中国人选择她家可能因为中文的原因,希望我写的review给各位要去巴黎的中国朋友一点参考!:)",1,breton,zh-en,"For the first time to use Airbnb,is definitely the perfect time to experience,price / performance king! The landlord, Anna, is very enthusiastic,personally downstairs to meet us,and patience for us to explain all of the room amenities,completely not find a way of embarrassing,the location of the house can be said to be perfect,from Notre Dame to walk but five minutes,the nearest subway station Line 1, but three minutes,next time go to Paris Absolutely Live Anna home! Anna said very little Chinese choose her home probably because Chinese reasons,want me to write the review to you want to go to Paris to Chinese friends a little reference!:)"
"这套公寓地理位置非常好,顶楼复式9/10,一楼的厅有两扇大窗户,可以看到远处的埃菲尔铁塔,蒙马特高地的圣心堂,风景非常好｡房间很舒适,交通便利,周边有三个地铁站｡超市也有好几个｡对于有孩子的家庭出游再合适不过了｡Gaelle很友善,给我们很多帮助｡如果有机会我们还会来的｡",1,breton,zh-en,"This apartment is very good location,top floor duplex 9/10,first floor room has two fan big Windows,can see the distant Eiffel Tower,Montmartre, the Sacre Coeur,from a very good home. The room was very comfortable,the transportation is convenient,the surrounding there are three metro station areas. The supermarket also has several areas. For families with children traveling right in the area. Gaelle was very friendly,gave us lots of help available. If given the opportunity we will come."
N'hésitez pas !,6,breton,fr-en,Do not hesitate !
good house!,2,english,en-en,good house!
Evin konumu cok guzel hem Pantheona hem Notre Dame a cok yakin etrafta kesfedecek cok yer var binada asansor olmadigi icin merdiven cikmak zorluğu dışında gayet iyi ev küçük ama icinde herşey var,1,breton,tr-en,"Pantheona the location of the house is very nice and very close to Notre Dame and there are many places to discover around climb a flight of stairs without an elevator in the building, except for the difficulty of the house is small but it has everything in it pretty good"
très bon hôte.,1,breton,fr-en,very good host.
Bon séjour chez Pascal.,1,breton,fr-en,Have a nice stay in Pascal.
"그냥 사진상 보이는 이미지 100프로 정확합니다.
두사람이 지내기엔 좀 작아보였는데  가서 보니 
정말 작아요 ㅋㅋ 그냥 혼자서 보내기엔 아주좋을것 같은?
화장실이 밖에 있었어서 그게 좀 불편했고 그리고 샤워실이 정말
너어무 작아요 서서 씻기에도 조금 불편한?...
그외에것들은 만족했습니다. 위치도 몽마르뜨 언덕이랑 가깝고 다른
유명관광지도 지하철로 한 10~20분이면 가는 거리여서 만족했구요.
춥다고 하니까 바로 와서 두꺼운이불 주고 난방틀어주고 
호스트는 딱한번 봤는데 친절했어요.  3일정도 있었는데 
혼자쓰면정말 좋을? 아늑한 곳이었어요. 
겨울엔 그리고 많이 추울것 같습니다. 난로 틀어도 좀 추웠어요 ㅠ",1,breton,ko-en,"Just picture an image that looks 100 Pro accurate.
Two people walk a little smaller than had in view. 
It's really small. ㅋㅋ just alone send end very to it the same?
The toilet was outside that was and the shower room really
You too small I stood washing even a little uncomfortable?...
In addition, they were satisfied. Location, Montmartre bus, and the other
Famous attractions and also the subway for 10 to 20 minutes distance from.
Cold, however, you come immediately to a thick blanket and heating Seattle and 
The host just for the time I've been friendly and nice. 3 days was 
Alone if theres a really good? Cozy the room was. 
During the winter, and more cold. I wrong with a little bit of cold."
Superbe séjour chez Ana,1,breton,fr-en,Great stay in Ana
Chouette petit nid parisien chez Tifenn. Allez-y!,1,breton,fr-en,Nice little nest parisian in Tifenn. Go for it!
A good travel,1,english,en-en,A good travel
대체로 괜찮았다. 엘리베이터가 없어서 좀 힘듦.  3층은 3층인데 4층이나 다름없는 3층.. 캐리어 무거운사람들은 비추 나름 청결하고 괜찮은데 6묭이소는 졸때못쓸크기 4묭이소 써도 좁았..그리고 마지막에 총소상태가 뵬로라며 e10오 유ㅜ로를 요규헀땨 하라는거다헀뉸데 쳥쇼비댤랴해셔 메세지뵤넸뎌니 댜시 쳥소요금 츄ㅣ소함 뭔가 찔러뵤는 덧 햐다. 그래도 하루밤 지내기에 조용하고 편안했다. 하루 지내기에 좋았던 숙소,1,breton,ko-en,"On the whole it was OK. There is no Elevator in a little difficulty. 3 floor 3 floor 4 floor or the 3rd floor.. carrier heavy people is right my name clean and decent but 6 묭 which graduate I wrong lonely size 4 묭 is to me so narrow did..and the final total is in an ideal 뵬 as and e10 rather keep it on to our serve 땨 that will serve 뉸 I Wool Show service 댤? should we message the temple's ground and handed through a small-scale time Cheung, cash Zhu L Soham something stuck in the temple's ground is a fleeting believed. So overnight in a quiet and comfortable. House in good place"
"다음에 파리에 오게되면 Belen의 숙소에서 한번 더 묵고 싶을 정도로 만족스러운 숙박이었습니다. 무엇보다 찾아가기에 편한 곳이기도 하고, 6층이지만 엘레베이터가 있어서 짐 옮길 때도 부담이 덜해 좋았습니다. 청소해주시는 아주머니가 영어를 전혀 쓰지 않으셔서 솔직히 주의사항을 알려주실 때 다 알아듣진 못했지만 호스트가 다시 설명해주기 때문에 걱정하지 않으셔도 됩니다. ",1,breton,ko-en,"Next time in Paris when it comes to Belen's place once more in the silence and to as were the. What than find a comfortable place, 6th floor but the Elevator has a load transfer even when the burden is less for good. Cleaning for a very you at all do not write so frankly notes tell you when know, we never host again and explain, because you do not worry. "
Séjour agréable chez Nathanael,1,breton,fr-en,Enjoyable stay with Nathanael
"租赁这套房间是我这次旅游中最不快乐的事情｡收了与房租一样多的定金不说,还要在早上7点到9点半退房太不合理,还有要打扫房间与入住时一样干净太过份了｡说好9点半来做checkout等到10点钟还不来浪费我们时间,更让人气愤的是说我们把挂毛巾的架子弄坏了,要赔偿110欧元简直是抢钱｡估计是设得圈套,有谁吃得空故意去损坏毛巾架呀!太气愤了!
要是谁看到我的评论,千万别去租这里的房子,我们就是前车之鉴!",1,breton,zh-en,"Lease this Suite room is I this tour the most unhappy things home. Charged with the rent as much of the Deposit do not say,also want to in the morning 7 point to 9 point half of the check-out is too irrational,as well as to clean the room and stay as clean as too much area. Deal 9 points of the half to do the checkout, wait until 10 o'clock also not to waste our time,more let popular anger of Be say we hang the towel rack broke,have to pay 110 euros is simply to grab the money available. The estimate is set to be a snare,who eat empty deliberately to damage the towel rack! Too angry!
If who see my comments,don't go rent a house here,we is a lesson!"
"我最终决定用中文完成评论｡作为一个诚实的反馈,我想先说说该房产的优点:
从装修上看,这是一个现代的房产｡除了马桶盖掉了外,其他家具都很有特色,大多使用时间并不久,很干净｡
从沟通角度看,房主是一个热情好客的人,从预定成功到入住到决定不住,他紧密跟进过程,提供线索｡
再来说说缺点:
说实话,我最终决定宁可不要400多块,也不住这个房子,当然我们没吵架｡我只是提醒所有用airbnb的人都注意---看一个民宿时,请更多注意一下差评是否可以接受｡
既然我没有住,一定有我不可接受的原因｡这个民宿是由一个地下室和一层走廊,一个后接的平房组成｡地下室部分是卧室,由一个旋转楼梯和地面连接｡我入住当天还有一户人家要入住｡进入卧室后,一股浓重的潮气扑面而来,有一个抽风机在呼呼得工作,旋梯立陡,孩子下去要很小心｡我一下子就想,这样的地方如果有意外都逃不出去｡我想要的异域风情一下子被更重要的安全意识所覆盖｡
院门和屋门之间的房顶是塑料布盖着的,塑料布破了,有点漏雨,屋门没锁,院门不结实,同时不好锁｡我不知道巴黎的安全性怎样,但是这样的门给我的感觉很差很差｡
我们转了一圈,都看了一遍,然后决定安全第一,宁可损失400多欧,也要住合格的酒店,于是转身去订酒店了｡
事后我在想:如果我早知道这个房子卧室在地下?如果我早早认真看评论中的差评?何至于让一家4口和我奔波在异乡街头?出门在外,安全第一,我怎么可以这么随性?
最后还要说,这间民宿对于喜欢地下室卧室和合租的驴友是一个好选择｡
我只看到地下室的两个卧室,不知道另一户住哪里?难道他们住在我们旁边?
没见到房东,听说他很热情｡他说地下室不潮,不知道那个换气扇为什么一直开着?",1,breton,zh-en,"I eventually decided to use Chinese to complete the comments area. As an honest feedback,I want to first talk about the property advantages:
From the decoration on the see,this is a modern property and great views. In addition to the toilet seat cover fell off,the other furniture are very unique,most of the use of time is not long,very clean and great views.
From the communication perspective,the homeowner is a hospitable person,from reservation to check-in to the decision to live,he closely followed up the process,provide clues as well.
And then to talk about the disadvantages:
To be honest,my final decision would rather not more than 400 blocks,also don't live in this house,of course we have no quarrel with House. I just remind all my people that---look at a b & b,please pay more attention about the bad review whether it would be acceptable as well.
Since I did not live,certainly has me unacceptable reasons as well. This B & B is composed of a basement and a corridor,one after the Bungalow the composition of the House. The basement part is the bedrooms,by a staircase and the ground connection area. I check-in the day and a family to stay home. Into the bedroom after,a surge of strong moisture blowing,there is a blower in the whirring got to work,ladder stand steep,the child is going to be very careful as well. I immediately thought,such a place if there are escape to go home. I want a exotic all at once is more important the safety consciousness of the covered area.
Court of Justice of the door and the door between the roof is plastic sheeting covered with,plastic sheeting broken,a little leaky,the doors didn't lock,the gate is not strong,while the bad locked areas. I don't know Paris safety how,but this door gave me the feeling very poor very poor area.
We turn a circle,looked again,then decided to safety first,rather the loss of more than 400 Euro,also want to live a qualified property,then turned around to booking the hotel room.
Afterwards I thought:if I had known this house bedroom in the basement? If I Early seriously look at the comments of a bad review? What as to let a 4 port and I run around in a foreign land the street? Go out in the outside,safety first,How can I be so casual?
And finally to say,this homestay for like the basement bedroom and rent the mix is a good choice as well.
I see only the basement of two bedrooms,don't know the other users live where? Do they live next to us?
Didn't see the landlord,heard he's very welcoming home. He said the basement is not the Tide,don't know that a ventilation fan why always open?"
"정확한 숙소안내를 위해 도착전 계속연락해주고
안내대로 쉽게 찾을수있었음.
주요 관광지로는 Metro이용이 아주쉬움.
Kevin.stephan mom모두 매우 친절하고 도와주려는자세에 매우 고마움",1,breton,ko-en,"The exact accommodation guide for pre-arrival continue to contact and
Guide as easy to find.
Main tourist attractions by Metro, this is a very.
Kevin.stephan mom all very friendly and trying to help posture very grateful"
"地址超级棒,卢浮宫,先贤祠,圣母院,市政厅,蓬皮杜等景点和网红餐厅走着就可以去｡虽然没有看到房东,但是房东帮了我们很多,虽然过了check out的时间,依然帮我们保管行李~~",1,breton,zh-en,"Address of super rod,the Louvre,Pantheon,Notre Dame,Hotel de Ville,Pompidou Centre and other attractions and a network of red restaurant walk you can go home. Although did not see the landlord,but the landlord helped us a lot,although after check out time,still it get our baggage~~"
Fabulous neighborhood.,1,english,en-en,Fabulous neighborhood.
"Bonjour a tous,

 Avec ma Maman nous avons très bien dormis,",1,breton,fr-en,"Hello all,

With my Mum we have very well slept,"
"Petit studio très bien situé. 
WIFI très bien + nous avions tout dont nous avions besoin (savon, sèche cheveux...). 
",1,breton,fr-en,"Small studio very well located. 
WIFI very good + we had everything we needed (soap, hairdryer, etc.). 
"
추천합니다 일단 에펠탑 가까이있어 너무 좋았습니다  가까운곳에 맛집도 있고 지하철도 금방 탈수있어 교통이 편리합니다  할머님도 거의 자유분방하셧고  단한가지 문제? 는 살짝 집 분위기가 무섭다는점 외에는 너무 좋았습니다,1,breton,ko-en,"Recommended. once the Eiffel Tower got closer was good too..... the nearest place in restaurants and Subway also dehydration are very convenient for transportation. you, too, mother almost liberal to amble, and only for the problem? The Tap House atmosphere is scary. in addition to that too good."
Perfect. Again.,1,breton,en-en,Perfect. Again.
Très bon séjour chez Dorothée.,1,breton,fr-en,Very good stay at Dorothée.
On beau séjour chez notre hôte!,1,breton,fr-en,It is a nice stay at our host!
"유럽여행의 마지막이 파리였는데, 숙소가 메우 깨끗해서 좋았습니다. 예상한데로 그리 넓지는 않지만, 둘이 지내기에 딱 적당했어요. 
오를리 샤를드골 모두 지하철로 바로 올수 있고 역에서도 매우 가까워서 이동이 엄청 편했습니다.
저희 같은 경우는 자전거로 이동을 해서 현관에서 나오면 바로 velib 자전거를 이용할수 있다는 점도 너무 편리했구요.
현관도 2중 보안장치가 있어서 매우 안전했고, 집앞에 카페가 있어서 늦게까지 가벼운 맥주한잔 하기에도 좋았습니다.
여러모로 매우 만족스러웠고, 다시 파리에 오게 된다면 또 이용할 생각입니다.
다만 2층 침대가 조금 불편했고, 1층에 소파베드을 사용하려 했지만, 시트가 청소가 되어 있지 않더군요. 청소 하시는분께 2명만 왔다고 예기해서 2층 침대만 사용한다고 생각했나봐요. 미리 소파베드 청소도 말씀하시면, 시트를 미리 교체해 주실거 같네요.
",1,breton,ko-en,"A trip to Europe with the last of the Paris that was, the hostel is very clean. As expected it is wide, but two in just right. 
Orly Charles de Gaulle all the subway right there and the station on the Go is enormous.
Us if you like the bike, go to the porch right at the velib bike you can use that too.
The porch also 2 of the security device is in a very safe and had a house, in front of a café in the late Light beer but good.
Here was very satisfactory, and again in Paris you used to think.
Just 2 bunk beds a little uncomfortable and had, on the 1st floor sofa bed to use, but the sheets are clean and there is not. Clean but with 2 people only came for in the 2 bunk beds only used for thought. Preview sofa cleaning said surface, the sheet to preview the replacement for the same.
"
Good neighbourhood,1,english,en-en,Good neighbourhood
tout bon,1,breton,fr-en,all good
"good trip, good house",1,english,en-en,"good trip, good house"
Alles tipptopp  Kann man nur empfehlen,1,breton,de-en,Everything Can be a tip for the top only recommend
Acochegante.,1,breton,en-en,Acochegante.
Tout très bien,3,breton,fr-en,Everything very well
Allez y vous ne serez pas decu!,1,breton,fr-en,Go there you will not be disappointed!
"Pour tout est bien, merci",1,breton,fr-en,"For all is well, thank you"
"Gennadiy很热情并耐心地给我们介绍注意事项,房子很干净舒适,地理位置优越,附近就有两个地铁站,而且临近市中心,出游很方便｡生活日用品比较齐全｡唯一少许不足是屋子里的卫生间只有一个帘子,使用有一点不方便,但也可以使用外面的卫生间｡",1,breton,zh-en,"Gennadiy is very enthusiasm and patience to give us a description note,the house is very clean and comfortable,great location,near two metro stations,and close to the city centre,travel is very convenient location. Daily necessities of life full house. The only little drawback is the room of the toilet only a curtain,use a little convenient,but can also be used outside of the toilet area."
"지하철 11호선 Goncourt 역에서 1분 거리에 있어 짐을 들고 이동하기가 수월했습니다. 호스트는 직접 만나볼 수 없었지만 도착하기 전에 연락하여 숙소 찾는 방법에 대해서 친절히 답변해주었습니다. 큰 거실과 단독 침대방 주방 화장실로 구성되어 있었고 넓었기 때문에 생활하는데 불편함이 없었습니다.
현지인들이 주로 생활하는 곳이어서 특별한 경험을 할 수 있었고 근처에 맛있는 빵집과 식당이 있어서 늦은 시간 식사를 해결하기에도 좋았습니다.
베개속이 약간 지저분하였지만 새로운 시트로 모두 교체되어 있었고 침대도 매우 편안했습니다. 기본적으로는 인테리어가 잘되어있는 멋진 집이었습니다.",1,breton,ko-en,"Subway metro line 11, Goncourt station on the 1 minute load and the number of months. Host directly can not meet, but before arrival by contacting the property how to find about it. Large living room and a single bed kitchen bathroom was large because it was life that was.
Local people, mainly living in the special experience to have been able to and near a delicious bakery and restaurant in the late hours of a meal to fix on good.
Pillow speed slightly but as new sheet, and replace all of the was and the bed was very comfortable. By default, the interior is well done cool house."
Perfect! Couldn't have booked a better place,1,english,en-en,Perfect! Couldn't have booked a better place
Perfekt.,1,breton,de-en,Perfect.
"파리의 중심지에 위치하고 있습니다. 매우 안전한 마레지구에 위치하고 있어서 안심하고 여행할 수 있었습니다. 호스트는 매우 친절하셨고 머무는 동안 많은 도움을 주셨습니다. 방은 매우 깨끗했고환기도 잘 되고 햇빛도 잘 들어왔습니다. Merci라는 유명한 가게를 걸어갈 수 있고 그 밖에도 피카소 박물관, 보스쥬광장, 식당, 마트, 카페, 약국, 지하철 등이 가까이 있습니다. 또 주변 길거리에 예쁜 옷가게가 많아서 행복했습니다... ",1,breton,ko-en,"Paris Center. Very safe Mare district, located in the safe and was able to travel. The host is very friendly and during the stay many different topics. The room was very clean and the Converter is also well sunlight well. Merci La is famous for walking and also the Picasso Museum, Vosges Plaza, restaurants, supermarkets, cafes, pharmacies, subway etc. Or around the street in pretty clothes more happy. "
"조금 좁다고 느낄 수도 있지만 매우 아담하고 깨끗한 집이었습니다. 햇빛도 잘 들어오고, 따뜻한 물도 잘 나와서 지내기 좋았습니다. Alien은 정말 친절하고 궁금한 거에 대해서 질문을 하면 거의 30분 내에 답변을 해주어서 편리했습니다. 에펠탑까지도 5~10분 내로 갈 수 있는 거리라 편리하고, 이쪽 동네가 다른 동네에 비해서 안전한 동네인 것 같았습니다. 단, 한가지 아쉬웠던 점은 파리의 아파트가 대부분 그런건지 모르겠지만, 집까지 올라가는 계단이 좁고 높아서 무거운 캐리어를 들고 올라가는 것은 좀 힘들었습니다. 그래도 결론적으로는 매우 만족스러운 숙소였습니다.",1,breton,ko-en,"A little narrow and might feel but very cozy and clean house. Sit and warm water, also well and good. Alien is really friendly and curious about questions for nearly 30 minutes to answer. The Eiffel Tower even 5 to 10 minutes you can go to the street convenient, this neighborhood is another neighborhood in a safe neighborhood it seemed. However, one inconvenient point is that Paris apartment is for the most part that I don't know, but the house up the stairs narrow and high and heavy get is a little tough. So in conclusion a very satisfactory stay."
Tout,2,breton,fr-en,All
