comments,N,lang
"Rachael and Fabians lejlighed er en god rummelig lejlighed, og den direkte udgang til den lille gård giver en hyggelig spisekrog.
Det er nemt at kommunikere med Rachael og Fabian inden ankomst og vi fik grundig information om lejligheden og gode tips om cafeer, restauranter og indkøbs muligheder i nærområdet. Beliggenheden er fin i forhold til sightseeing og området spændende at lære at kende.",1,danish
"Fin lejlighed med ok beliggenhed, en del af Paris man sjældent ser gode grønne områder og parker.",1,danish
"I kan forvente en dejlig lejlighed i et område som emmer af liv, forskelligheder, forskellige minoriteter og atmosfære. Vi følte os på intet tidspunkt utryg eller lignende. Vi sætter pris på at opleve Paris fra flere sider - byen har mange lag. Ude området er et kæmpe + her indtog vi hver morgen morgenkaffen inden vi jagtede turistmålene.",1,danish
"vlotte samenwerking, nette kamer, rustige buurt, kleine badkamer met goede douche, goed bed, positieve ervaring, danku!
",1,danish
"Rigtig hyggelig lejlighed centralt i Marais. Helt perfekt til en forlænget weekend i Paris. Ren og pæn. Eneste minus var, at rengøringsdamen troede vi først ankom dagen efter, så der gik et par timer fra ankomst indtil vi kunne få nøgler.",1,danish
"Vi synes lejligheden var charmerende og funktionel - alt var simpelthen i orden og vi kunne bruge ALT i lejligheden bl.a det det store musikudvalg. Værten Philippe var venlig, faktuel og saglig i sine informationer og desuden var alt praktisk beskrevet i en mappe. Vi satte stor pris på tagterrassen både morgen, middag og aften og vi nød den store stilhed når man trådte ind i gården væk fra al trafik. Nabolaget var spændende med både Les Canals og med Science center parken. Desuden var der let adgang til Metroen.",1,danish
"Stedet var meget hyggeligt og passer meget godt til et par. En rigtig flot indretning, især i stuen og soveværelset. Ligger meget tæt på indkøb, bager, gode spisesteder og metro (som fører dig til centrum på kort tid). For at vende fokus tilbage til lejligheden, så havde den desværre nogle mangler, som blandt andet var renligheden. Lejligheden føltes ikke særlig ren, med et ødelagt toiletsæde, forkalket brusehoved, beskidt bestik og tallerkener og køkken. Alt dette forværres af de mange fluer (bananfluer?) som sværmede i hele lejligheden, hvilket selvfølgelig forværre oplevelsen. Men jeg siger tak til Mattis for at lade os bo i hans lejlighed og stor tak til Mariano for hans varme velkomst!",1,danish
"Som sagt: hun møtte meg ved ankomst og avreise. Beliggenheten, leiligheten svarte til beskrivelsen. Den var nøktern men komfortabel.",1,danish
"Lejligheden var indbydende og hyggelig og passede fint til vores forventninger i forhold til beskrivelsen. Der var en god atmosfære, lyst og venligt, og det var dejligt at vende hjem til den lille oase efter lange ture i byen med kunstudstillinger. Soveværelse og badeværelse meget fint, også dejligt sofahjørne. Der var ikke så meget plads i køkkenet, og det var lidt klemt for os at spise, men vi klarede den.
Fin lille mappe med forslag til gode spisesteder og indkøbsmuligheder, den brugte vi.
Viceværten var venlig og hyggelig at snakke med.
Nabolaget er en blanding af velfungerende gader og snuskede, meget beskidte gader, så vi oplevede begge sider af det 18. arrondissement.
",1,danish
"Bernadette tog meget venligt imod os og gav os mange værdifulde oplysninger om nabolaget. Området er fint og ligger kun 5-10 minutter væk fra Sacra Cæur. Lejligheden fungerede godt for os. Vi var især glade for patioen, hvor vi hilste på venlige naboer hver dag.",1,danish
"Det var en fantastisk oplevelse! Cristina og Matteo var begge super dygtige til at holde os opdateret omkring rejsen og boligen etc. Vi blev budt på kaffe da vi ankom og mødte Cristina, hvilket var dejligt. Værelset har det hele på lille plads, hvilket er meget imponerende - og havde den bedste beliggenhed mulig! Havde vi nogle spørgsmål skulle vi bare kontakte dem, og det hele fungerede problemfrit :) 
Min første rejse til Paris og det kunne ikke være et bedre sted at bo <3",1,danish
"Vi havde en rigtig god oplevelse hos Sam. Lejligheden havde en super beliggenhed, meget centralt i forhold til seværdigheder, samt det offentlige. Det er helt sikkert ikke sidste gang vi er der! ",1,danish
"Lejlighedens beliggenhed er fantastisk i midten af Marais kvarteret. Lejligheden er udstyret med alt det nødvendige køkkenudstyr til at man selv kan lave mad, vi brugte dog de omkringliggende cafeer og restauranter som der er masser af.
Der er en del larm fra nattelivet i gaden, som dog kun kan høres hvis vinduerne mod gaden er åbne.
Lejligheden er beliggende helt oppe under taget, og er svært tilgængelig hvis man er dårligt gående.",1,danish
"Virkelig lækkert sted og meget centralt i Marais kvarteret. Der er en super god mad/cafe gade i den ene ende af Rue Mandar og i en anden ende er der barer, butikker og restauranter for alle budgetter.
lejligheden er fint indrettet og der er alt hvad man skal bruge - der er rent og pænt indrettet.
Eneste minus er at lejligheden ligger på 6 etage og kan være lidt hårdt efter en hel dags vandring i Paris, men til gengæld slipper man for larmen i gadeniveau og gør også lejligheden lysere.",1,danish
Super oplevelse... Dejlig lille lejlighed. Dejligt lokalt sted med massere af gode cafe'er og spisesteder. Kan anbefales,1,danish
"Boligen var fint beskrevet og billederne svarede fint overens med, hvordan lejligheden faktisk ser ud.",1,danish
Lejligheden ligger i et fantastisk område. Her vil vi gerne tilbage til,1,danish
"Min datter og jeg har lige tilbragt nogle vidunderlige dage i Paris og boede i denne skønne lille penthouse lejlighed på Mont Marte hos Guillaume.
Beliggenheden er perfekt, med blandt andet Sacre Cour og Moulin Rouge lige i nærheden. En dejlig caffe latte og croisant er altid inden for rækkevidde. Lækkert bageri 2 minutters afstand.  Vinbarer, barer, restauranter af alle slags er i nærheden.
Det tager 7 minutter at gå fra Gare du Nord. Metro er også få minutter derfra.
Lejligheden havde det vi havde brug for. Den er lys, og skønt at kunne åbne ud til de franske altaner. Udsigten over tagene med deres flotte skorstene er vidunderlig. Der var rent og pænt overalt.
Guillaume var hele vejen meget informativ, om hvilke transportmuligheder der var, hvor man kan spise etc. Værten selv var udenlands, men havde arrangeret at en ven kom og lukkede os ind.
Undervejs mailede han flere gange for at høre, om nu alt var som det skulle. Guillaume er en omsorgsfuld vært, og vi vil rigtig gerne bo hos ham igen. 
Vi giver Guillaume de bedste anbefalinger :)
",1,danish
"Alt var som beskrevet, eller ligefrem bedre. Sebastien er en god og opmærksom vært, som gør sit yderste for, at vi som gæster skal føle os velkomne. Den perfekte vært. Jeg vil særligt fremhæve kommunikationen med Sebastien; vi kommunikerede pr mail før, under og ved afslutning af ophold, og det fungerede perfekt og gjorde os trygge. Sebastien havde masser af god information at dele med os, bl.a. om restauranter og indkøbsmuligheder i kvarteret. Vi fik tilsendt user guide til lejligheden, og det var meget nyttigt. Vi fandt lejligheden hyggelig, lys og behagelig at være I. Vi nød vores ophold i lejligheden og vil helt bestemt forsøge at bo i Sebastiens lejlighed, næste gang turen går til Paris. Kvarteret er perfekt at bo i for os. Mange restauranter, cafeer, specialbutikker og modebutikker. Alt hvad vi kunne ønske os og i rolige omgivelser uden støjende trafik. Vi har kun gode ting at sige om lejligheden, Sebatien og kvarteret.",1,danish
"Rigtig fin parisisk lejlighed, der ligger rigtig fint i forhold til seværdigheder. Lejligheden er hyggelig og rummelig.

Området føles en smule usikkert, men vi oplevede dog intet ubehageligt. Der er til gengæld masser af lækre cafeer og restauranter i gå afstand.

Siriac var hurtig på tasterne og svarede altid hurtigt på vores henvendelser.",1,danish
"Alains ven Omar viste os lejligheden og var meget venlig. Beliggenheden var perfekt, og lejligheden var hyggelig, men meget lille. Der er ikke dør imellem køkken og wc. Prisen var lidt i den høje ende.",1,danish
Lejligheden levede fuldt op til forventninger ifht beskrivelse og billeder. Kommunikationen med udlejer var rigtig god og alt forløb som ønsket. Lejligheden super med børn men turen til centrum var en smule lang. Alt i alt en super oplevelse og vi kan kun anbefale dette sted til andre.,1,danish
"Super service fra Virginie. Pæn, ren og rummelig lejlighed til 4 personer. Centralt beliggende - vi kunne gå til mange af attraktionerne, så som Louvre, Notre Dame, Triumfbuen mm. Restauranter, cafeer, supermarked og bager lige uden for døren. Få hundrede meter til 3 forskellige metrostationer. Lejligheden kan meget anbefales, hvis man kan klare at gå op på 4. sal. ",1,danish
"Vi ble møtt av Adele, som viste oss rundt i Studioet. Koselig, med alt du trenger for å være en uke i Paris, og en kjempegod seng. Hyggelig område med masse småkafeer. Kort veg til Temple metrostasjon, og Republic med mange linjer. Gå-avstand til til Notre Dame,ca. 10 min. Rolig område, men litt støy fra Bistroen i samme bygget, i helgen. Alt i alt et flott opphold. Paris er en koselig by som kan by på mye. Da vi låste oss ute fra leiligheten, kom Adele og Benoit for å låse oss inn igjen, og var blide og hyggelige. ",1,danish
"Denne lejlighed er lille, men utroligt velindrettet, så den virker langt større og er helt perfekt for 2 personer. Derudover ligger lejligheden i et af de bedste kvarterer i Paris. Masser af små hyggelige butikker og ikke mindst gode og rimelige restauranter lige rundt om hjørnet. Et perfekt udgangspunkt for nogle gode dage i Paris.
Vi mødte ikke Benoit, da det var Sheila (rengøringshjælp) der tog imod, men det fungerede helt fint, og Benoit var hurtig til at svare via Airbnb's hjemmeside. Alt i alt et perfekt ophold i Paris :-)",1,danish
"Praktisk og fin leilighet for to, i et veldig fint og sentralt område! Godt renhold og lett å komme i kontakt med verten. Anbefales!",1,danish
"God lejlighed med en meget central beliggenhed i et spændende kvarter. Lejligheden er lille, men utroligt godt indrettet. Lejligheden har alle nødvendige faciliteter (selvom der efterhånden er lidt service, der mangler). OBS: Der kan godt være lidt gadestøj i weekenden, da der er mange gode restauranter og cafeer i nærheden. Vi vil absolut anbefale Benoits lejlighed til skønne smutture til Paris.",1,danish
"Denne charmerende lejlighed har en perfekt beliggenhed. At man kan bo så fredeligt - endda med egen have - midt i Paris, var for os en fantastisk oplevelse. Vi nød vores ophold i fulde drag.
Humfred er en god vært, særdeles hjælpsom og nem at kommunikere med.",1,danish
"En forlænget weekend i Paris med teenage datter, fik hos Nancy og Massimo en skøn base, dels at tage udgangspunkt i om morgenen, og dels vende tilbage til efter en oplevelsesrig dag i Paris's gader. Begge følte vi os meget godt tilpas i stuen i Nancy og Massimos lille lejlighed. Som at være hjemme. De er afsindig rare og meget umiddelbare mennesker. Området omkring lejligheden er hyggeligt med både gode restauranter og indkøbsmuligheder. Tak for denne gang. Vi vender meget gerne tilbage igen. ",1,danish
"Lejligheden er perfekt beliggende i et roligt kvarter med et lille torv og masser  af små bistroer, vinbarer og unikabutikker 2 min væk. Tæt på metro og ren og ryddelig. Køkkenet er mere end godt udstyret.
Vittorio sørger for at alt er klart, er punktlig og klar i sin kommunikation og sørger for, at det er nemt at finde vej helt fra lufthavnen. Perfekt. ",1,danish
"Vittorio sendte rigtig god information information vedr. lejlighed, hvordan man kommer dertil, telefonnr. til Taxi og pris til/fra lufthavn.
Desuden var det helt ukompliceret at ankomme sent, hvilket var dejligt.
Lejligheden er rigtig hyggelig og var godt rengjort og den er meget veludstyret, hvilket gør at man føler sig velkommen.
Vi boede 4 veninder og Vittorio havde sørget for at rede op i 4 'single-beds'. Det fungerer godt med 2 værelser til 4 personer.
Lejligheden ligger virkelig godt ift. restauranter, indkøb og meget kort til metro, men også i gå-afstand til centrum.
Vi kan virkelig anbefale lejligheden :-)
",1,danish
Sensatinell,1,danish
Virkelig dejlig autentisk fransk lejlighed i super dejligt område. Gode anbefalinger fra værten. Alt i alt et perfekt ophold.,1,danish
"Vittorios lejlighed er meget autentisk og charmerende. En lille taglejlighed med en meget smal trappe op. Hyggeligt indrettet med bøger og postkort.  Man sover fint, der er utrolig stille, fordi den ligger langt inde i en gård. Beliggenheden er i top tæt på charmerende torv med restauranter, tæt på metro og i gåafstand til rigtig mange seværdigheder. Vittorio er en rigtig god vært: hurtig til at svare, hjælpsom og med mange gode tips. Vær opmærksom på, at der ikke er andre steder at slappe af end i sengene. Ved spisebordet sidder man på skamler. Jeg vil varmt anbefale Vittorios lejlighed pga. charme og beliggenhed.",1,danish
Lille simpel og kompakt lejlighed i et dejligt område. Lejligheden er ren og relativ stille. Den er en smule for lille men den er billig og ligger rigtigt godt.,1,danish
"이곳은 위협적인 분위기의 좁고 더러운 거리에 위치해있다. 사진과 다르게. 실제 집은 좁고 청결하지 않다. 엘리베이터가 없이 5층까지 좁은계단을 올라가야 하고, 화장실문은 제대로 닫히지 않으며, 보일러소음으로 잠들기 힘들었다. 소파베드는 낡아서 부러질듯 위태로왔다. 거실창문은 잘 잠궈지지않아서 바람에 계속 열리고, 주방의 식기와 컵은 세척이 제대로 안되어 얼룩이 묻어있고 깨어진게 많았다. 버려진 식기를 가져다놓은 느낌이 들었다. 호스트는 직접 오지않았고 동료가 왔다. 친절하긴 했지만 체크인 약속시간보다 늦어서 우리는 위협적인 거리에서 기다려야했다.",1,danish
Dejlig lejlighed endnu pænere i virkeligheden end på billeder! Det hyggeligste kvarter og ca 1-2 minutters gågang fra metroen!,1,danish
Fantastisk beliggenhet i Montmartre! Og rolig og stille strøk. Leiligheten ligger rett ved privat eiendom med egne porter.,1,danish
"Vi havde fået en god beskrivelse af, hvordan vi fandt lejligheden, og hvordan vi skulle komme ind med koder til dør og nøgleboks. Det var vores første erfaring med Airbnb, så vi var lidt nervøse. 
Christophe kom og hilste på os den første aften og viste os hvordan tv-et virkede, fortalte lidt om lejligheden og kvarteret, og vi havde en fornemmelse af at vi kunne kontakte ham, hvis der var spørgsmål. Folk vi mødte i opgangen var venlige og imødekommende. 
Lejligheden var lille, men der var rent og pænt, og stort set hvad vi skulle bruge. Vi manglede en stegepande og kunne ikke få komfur og emhætte til at fungere. Som Christophe ganske rigtigt fortalte, var kvarteret fyldt med delikatesseforretninger med mad lige til at putte i mikroovnen, så det benyttede vi os af. Vaskemaskine og opvaskemaskine som var i lejligheden havde vi ikke brug for, da vi kun var der 5 overnatninger.
Det var dejlig fleksibelt med ind- og udtjekningstidspunkter. Vi kunne sætte bagagen på et loftsrum og lægge nøglen i postkassen ved afrejsen. 
Sengen var god, hvilket vi satte stor pris på.
At lejligheden lå på 5. sal uden elevator, tog vi som en udfordring og jokede med at vi fik ekstra motion. Det kunne dog være en vigtig oplysning for nogen at kunne tage med i overvejelserne. 
Vi var meget glade for kvarteret, og lejlighedens beliggenhed var perfekt til det vi gerne ville opleve i Paris. Vi kunne gå til det meste.



",1,danish
"Benedicte er en fantastisk værtinde. Hun havde sørget for at alt var helt i top. Boligen ligger i et skønt område af Paris, hvor man oplever det autentiske Paris. Vi vender meget gerne tilbage til denne bolig.",1,danish
"Super Studielejelighed centralt beliggende i Paris! Alain var venlig og imødekommende - og kom forbi morgenen efter vi var ankommet, hvor vi fik en masse gode råd om Paris.

Kan klart anbefale denne lejlighed til andre!",1,danish
"Marie-Pierre er en god og venlig vært. Marie- Pierre havde lavet en nøjagtig beskrivelse, hvordan vi fandt fra lufthavnen til lejligheden og hvordan vi fik nøgle, hvilket var nemt. Hun var ivrigt åben for spørgsmål. Lejligheden ligger perfekt i centrum af Paris, men på en stille gade. Lejligheden var ren og hyggelig på 5 etage, hvilket også betød at vi havde en frisk brise. Vi nød at være i lejligheden og slappede af, som var vi hjemme. Vi vil helt klart anbefale Marie-Pierre og hendes lejlighed til andre. 
",1,danish
"Skøn lejlighed. Beliggende i det bedste og mest hyggelige kvarter i Paris. Alt fungerede optimalt, og Charlie tog godt imod os og gav gode tips, så bastilledagen blev en rigtig sjov festdag for os.",1,danish
"Vores vært fik os til at føle os godt tilpas med det samme.
Vi fik en fin og udførlig introduktion til Paris og især Marais kvarteret og dets museer, butikker, restauranter og hyggelige steder. Denne introduktion havde vi meget glæde af under opholdet. Vi nød Place des Vosges, Picassomuseet, gaderne og de gratis museer mm. 
Vi kommer gerne igen og kan bestemt anbefale stedet og Charlie som vært.
Hanne og Bent",1,danish
"Celine fikk meg og min søster til å føle oss velkomne fra første stund, med hyggelige og gjestfrie mails fra start til slutt. Celine hadde ikke mulighet til å være tilstede da vi ankom leiligheten, grunnet vår sene ankomst, men takket være hennes meget grundige og velbeskrevne veibeskrivelse var vår vei fra lufthavn til leilighet ingen problem. Beliggenheten var enda mer perfekt enn hva vi hadde forestilt oss. Leiligheten ligger i en veldig hyggelig sidegate til Rue Beaubourg, en større hovedgate hvor man lett kan finne både metro og blant annet Pompidou. Man kan på få minutter gå til turistede områder og se alle de nydelige attraksjonene i Paris, vi gikk nesten til alt - tok kun metroen hjem om aftenen da vi var slitne etter en hel dag med aktivitet. Metrosystemet er veldig enkelt, og det er metrostasjoner overalt, som tar deg hele veien hjem til leiligheten. Vil kun gi min varmeste anbefalning - Celine, leilighetens beliggenhet og nydelige Paris gjør kun at vi allered lengter tilbake. ",1,danish
"Lejligheden har en fantastisk placering i skønne Montmatre tæt på cafeer, butikker og metro. Helt fantastisk charmerende lejlighed med udsigt over Paris tage og de største seværdigheder.",1,danish
"Vi har kun positive ting at fortælle om vores ophold. Kommunikation med værten foregik via SMS og mail, og overdragelse af nøglen til lejligheden gik uden problemer. Lejlighedens stand er ok, det eneste man kunne savne var en bedre udsigt, da lejligheden ligger med alle vinduer til baggården. Lejligheden ligger godt placeret i det centrale Montmartre og kun 3 minutters  gang fra den nærmeste metrostation. Tætteste seværdighed er Sacré-Cœur. Området er ikke særligt turistet og der er masser af indkøbs muligheder.
",1,danish
"Fantastisk beliggenhed midt i latinerkvarteret i Paris!
Meget bolig for pengene!!
Lejligheden ligger i en stille sidegade, men lige rundt om hjørnet har du adgang til latinerkvarteret og metro.
Rigtig fin og detaljeret beskrivelse af, hvordan man fandt frem til lejligheden.
Alvin var super fleksibel mht. ankomst og afrejsetidspunkt og svarede meget hurtigt på forespørgsler om restauranter, caféer osv. undervejs.  Anbefaler denne bolig og vil selv booke her, næste gang vi skal til Paris.",1,danish
"Vores vært var super venlig og hjælpsom både før og under opholdet! Lejligheden er helt fantastisk og vores forventninger blev indfriet i langt større grad end vi havde troet muligt! En perle i den mest fantastiske bydel i Paris! 
",1,danish
"Dette var anden gang vi lejede lejligheden. Opholdet var fedt, beliggenhed perfekt, tjah, alt er perfekt i denne lejlighed. Ikke sidste gang vi tager derned.",1,danish
