comments,N,lang,en-en,comments
"Je suis allée, avec mon papa, à  Paris pour passer qqs jours. J’avais habité a Paris qqs années et j’ai choisi l’appart car il est dans un quartier magnifique. L’appart était conforme à la description et à nos attentes. L’appart est très confortable et très propre. La communication avec Franck était parfaite. On recommande l’appart sans doute.  ",1,french,fr-en,I went with my dad to Paris to spend a few days. I had lived in Paris a few years ago and I chose the apartment because it is in a neighborhood beautiful. The apartment was conform to the description and our expectations. The apartment is very comfortable and very clean. The communication with Franck was perfect. We recommend the apartment without a doubt. 
"Nous avons passé un très bon moment en famille dans l'appartement de Franck! Le point le plus positif est sans doute sa location qui est tout simplement parfaite pour découvrir Paris. En plus, le métro est à quelques pas.. L'appartement à beaucoup de cachet et est bien tranquille malgré le fait que nous y étions pendant la finale de l'EURO! ",1,french,fr-en,"We spent a very good time with the family in the apartment of Franck! The best thing is without doubt its location which is simply perfect to discover Paris. In addition, the metro is walking distance.. The apartment with lots of character and is very quiet despite the fact that we were there during the final of the EURO! "
"La localisation de ce logement est excellente, près de tout, mais puisqu'il donne sur la cours intérieure c'est très calme la nuit. Nous avons beaucoup aimé notre séjour. Quelques petites choses pourraient être améliorées pour rendre le séjour plus confortable:
- le divan lit grince énormément ce qui rend le sommeil difficile.
- il faisait très froid pour nos premiers jours à Paris et le chauffage électrique ne fonctionnait pas dans le salon.
- la douche ne semble plus couler comme le disait les commentaires précédents, toutefois elle est un peu sale et la pomme de douche serait vraiment à changer.
Sinon nous n'avons rien à redire!",1,french,fr-en,"The location of this accommodation is excellent, close to everything, but since it overlooks the inner courtyard it is very quiet at night. We loved our stay. A few small things could be improved to make the stay more comfortable:
- the sofa bed squeaks a lot which makes it difficult to sleep.
it was very cold for our first few days in Paris, and the electric heating was not working in the living room.
- the shower does seem more run down as was said by the previous comments, however it is a little dirty and the shower head would really change.
Otherwise we have nothing to complain about!"
"Appartement très bien situé dans Paris, au calme, bien équipé, et avec du charme",1,french,fr-en,"Apartment very well located in Paris, in a quiet, well-equipped, and charming"
Frank est beau et gentil Il a bien explique tout!  L'appart est propre et bien situe. Voila voila voila~ On reviendra,1,french,fr-en,Frank is handsome and kind He well explains everything! The apartment is clean and well located. Voila voila voila~ We will come back
"Nous avons été accueillis par une personne extrêmement chaleureuse, attentive et prévenante, qui a tout fait pour faciliter notre installation, notre séjour et le rendre agréable. L’appartement est idéalement situé, dans un quartier vivant et pratique, à proximité des centres actifs de Paris (transport en commun, accès à pied) - dans une rue calme et silencieuse.   
Tout ce que nous pouvions attendre à partir de la description était là, et même davantage, dans les meilleures conditions de fonctionnement et d'accès. Nous avons particulièrement apprécié la prévenance et le dynamisme de notre hôte.  ",1,french,fr-en,"We were greeted by an extremely warm, attentive and caring, who has done everything to facilitate our installation, our stay and make it enjoyable. The apartment is ideally located, in a lively area and convenient, close to the active centres of Paris (public transport, access on foot) - in a quiet street and very quiet. 
Everything we could have expected from the description was there, and even more, in the best conditions of operation and access. We particularly appreciated the thoughtfulness and dynamism of our host. "
Nous avons fait un voyage fantastique. Le logement était bien situé et très propre. Un endroit à retourner.,1,french,fr-en,We had a fantastic trip. The accommodation was well situated and very clean. A place to return to.
"Ce logement est un pied à terre idéal pour découvrir les charmes de Paris. Logé dans une ruelle assez tranquille, il est près de nombreux services et bien desservi par les transports en commun. 
Elisabeth a bien communiqué avec nous avant notre arrivée et nous a fait un accueil chaleureux et informatif. ",1,french,fr-en,"This accommodation is an ideal base for discovering the charms of Paris. Housed in a lane fairly quiet, it is close to many services and well connected by public transport. 
Elisabeth has communicated well with us before our arrival and gave us a warm welcome and informative. "
"Un accueil chaleureux et personnalisé, Elisabeth vous êtes une hôte exceptionnelle. Chez Elisabeth, tout est parfait. Un petit nid douillet, parfaitement équipé, très bien situé. Un endroit idéal pour passer quelques jours à Paris. Je reviendrai. Encore merci Elisabeth pour cette semaine.",1,french,fr-en,"A warm and personal welcome, Elisabeth you're a host exceptional. In Elizabeth, everything is perfect. A small cosy nest, fully equipped, very well located. A perfect place to spend a few days in Paris. I will be back. Thank you again Elizabeth for this week."
Tout était parfait. Nous avons été très bien accueillis. Nous avons reçu immédiatement toutes les informations nécessaires pour notre séjour dans l'appartement (mode d'emploi etc.). Nous avons aussi reçu de très bonnes informations coté visites dans Pari. Merci encore Pascal pour ce beau séjour.,1,french,fr-en,Everything was perfect. We have been very well received. We have received all the necessary information for our stay in the apartment (instructions etc). We have also received very good information next tours in Bet. Thank you again Pascal for this beautiful stay.
"Même si nous ne sommes restés qu'une nuit, nous avons pleinement apprécié ce séjour parisien :) L'appartement est très bien situé, joliment décoré et spacieux. Pascal a été un hôte vraiment sympa et accueillant, il met tout de suite à l'aise, c'est un plaisir ! Merci beaucoup pour ce séjour, on reviendra sûrement !!",1,french,fr-en,"Even if we only stayed one night, we fully enjoyed this stay in paris :) The apartment is very well located, nicely decorated, and spacious. Pascal has been a host really friendly and welcoming, he puts them immediately at ease, it is a pleasure ! Thank you very much for this stay, we will come back surely !!"
"Week-end impeccable chez Pascal. Accueil très sympa, appartement agréable et bien situé. À refaire sans hésiter!",1,french,fr-en,"Weekend flawless in Pascal. Welcome, very nice, apartment nice and well located. To remake without hesitation!"
"Merci à Pascal pour l'accueil génial, les confitures maison, et les deux super chambres en enfilade. L'appartement est idéalement situé, non loin du boulevard Richard-Lenoir, dans un immeuble charmant, et très parisien (pour les étrangers : c'est très typique, et au 5ème sans ascenseur :-). Nous reviendrons sans hésitation dans ce havre de paix, très calme et décoré avec un goût sûr. Bravo.",1,french,fr-en,"Thanks to Pascal for the home great, home-made jams, and two super rooms in a row. The apartment is conveniently located, not far from the boulevard Richard-Lenoir, in a building charming, and very parisian (for foreigners : it is very typical, and the 5th without elevator :-). We will return without hesitation in this haven of peace, very quiet and decorated with a sure taste. Bravo."
Nous avons passé une nuit chez Pascal. L'appartement est bien situé et très bien équipé. Le petit déjeuner inclus est un must. Merci!,1,french,fr-en,We spent one night in Pascal. The apartment is well located and very well equipped. The breakfast included is a must. Thank you!
"Experience ideale, Super accueil, super appartement, un vrai petit nid au milieu de Paris, Pascal est vraiment charmant et très disponible. Un grand merci, au plaisir!",1,french,fr-en,"Experience ideal, Super host, super apartment, a true little nest in the middle of Paris, Pascal was really lovely and very available. A big thank you, to the pleasure!"
"Très bon accueil de Pascal, disponible, présent à notre arrivée.
Appartement confortable, bien situé et très calme, parking à 500m.
Nous avons apprécié le petit déjeuner, il y a vraiment tout ce qu'il faut pour bien démarrer la journée!
Nous y avons passé une seule nuit mais c'est une adresse que nous retenons. Merci!",1,french,fr-en,"Very good reception of Pascal, available, present to our arrival.
Comfortable apartment, well located and very quiet, parking at 500m.
We enjoyed the breakfast, there really is everything you need to start the day!
We spent a single night but it's an address that we remember. Thank you!"
"Nice Stay in """"le 11ème"""" Still Alive et ô combien vivant
A deux pas de toute comodité citadine
Disponibilité totale, Merci.
Le silence en prime une fois fermés portes et fenêtres 
Encore merci de votre hospitalité
Luigi
",1,french,fr-en,"Nice Stay in """"11th"""" Still Alive and oh-so-living
Has two not of any comfort city
Total availability, Thank you.
The silence bonus once closed the doors and windows 
Thank you again for your hospitality
Luigi
"
"Weekend parisien au top dans l'appartement de Pascal, très sympathique, disponible et arrangeant! Très bien situé (à 2 pas des arrêts Parmentier, Richard Lenoir et Oberkampf) propre et agréable, avec un balcon tout mignon... En plus, petite attention qui fait plaisir, tout le nécessaire pour le petit déjeuner est fourni, avec une confiture à la rhubarbe juste délicieuse...
Bref, je le conseille vivement et j'y retournerai avec plaisir! Merci Pascal!",1,french,fr-en,"Weekend in paris at the top in the apartment of Pascal, very friendly, available and accommodating! Very well located (2 stops Parmentier, Richard Lenoir and Oberkampf) clean and nice, with a balcony cute... In addition, little attention and it is a pleasure, everything needed for breakfast is provided, with a jam to the rhubarb just delicious...
In short, I highly recommend and I will return with pleasure! Thank You Pascal!"
Notre hôte Pascal nous a accueilli à notre arrivée.  Il était très sympathique et polit. Très joli cartier.  Prêt de tout.  L'appartement était bien aménagé.  Une épicerie à quelques pas seulement.  L'appartement ressemble à ce qu'on peut retrouver sur le Plateau Mont-Royal à Montréal.  Très satisfaite de notre séjour!,1,french,fr-en,Our host Pascal welcomed us at our arrival. He was very friendly and polit. Very nice cartier. Ready everything. The apartment was well appointed. A grocery store only a few steps away. The apartment looks like what you can find on the Plateau Mont-Royal in Montreal. Very satisfied with our stay!
"Pour un séjour de 3 jours a Paris en famille, l'accueil par Pascal a été chaleureux et très sympa. Il a été super flexible pour notre arrivée tard le soir et il a tout fait pour que nous nous sentions à l'aise dans son appart. L'appart est très bien situé dans un quartier sympa, bien vivant mais pas trop agité ni bruyant. Pascal nous a indiqué plusieurs restos sympa a deux pas, on en a essayé deux, on a vraiment pas été déçus. 
L'appart est propre, ambiance bien parisienne, proche du métro. Convient parfaitement pour un agréable séjour a Paris.",1,french,fr-en,"For a stay of 3 days in Paris with the family, the host Pascal was warm and very pleasant. He was super flexible for our arrival late in the evening and he did everything to make us feel comfortable in his apartment. The apartment is very well located in a great neighbourhood, very much alive, but not too restless or noisy. Pascal has shown us several friendly restaurants two steps, we tried two, there has really not been disappointed. 
The apartment is clean, the atmosphere is very parisian, close to the metro. Perfectly suited for a pleasant stay in Paris."
"L'appartement de Pascal est super bien placé et les deux chambres avec charme et joliment décorées. Il y a même un grand balcon pour des jours plus chauds... Tout est calme et on a assez de place pour les affaires personnels. Pascal a été extrêmement gentil et on même temps très relax et nous faisant confiance. En somme, cela nous a beaucoup plu. Dans la rue, plein de petits bars, bistrots, laverie, supermarché, du Paris pur!",1,french,fr-en,"The apartment of Pascal is super well placed and the two rooms with charm and beautifully decorated. There is even a large balcony for warmer days... All is calm and we have enough space for personal belongings. Pascal was extremely nice and same time very relaxed and we trust. In sum, this we enjoyed very much. In the street, full of small bars, bistros, laundry, supermarket, Paris pure!"
"Excellent, tout était parfait!!",1,french,fr-en,"Excellent, everything was perfect!!"
"Très bon accueil, central, bien équipé à recommander

",1,french,fr-en,"Very good reception, central, well-equipped to recommend

"
"Excellent accueil, appartement très confortable 
Je recommande ",1,french,fr-en,"Excellent reception, very comfortable apartment 
I recommend "
Accueil chaleureux et appartement bien situé et très agréable. A recommander.,1,french,fr-en,Warm welcome and the apartment well located and very nice. Has recommend.
"Pascal est un hôte vraiment accueillant et disponible. Appartement coquet, très propre et charmant. On a envie de revenir ",1,french,fr-en,"Pascal is a host really friendly and available. Apartment charming, clean and very charming. We want to come back "
"Notre séjour s'est très bien passé ! L'appartement est très confortable.
Les petits services (de quoi petit déjeuner par exemple) sont un vrai plus !!
Je le recommande fortement !",1,french,fr-en,"Our stay went very well ! The apartment is very comfortable.
The small services (what breakfast for example) are a real plus !!
I highly recommend it !"
"Logement bien situé, très agréable. Lumineux et bien aménagé avec du mobilier de qualité. La terrasse est un réel plus même pour les mois d'hiver.",1,french,fr-en,"Accommodation well-located, very pleasant. Bright and well furnished with quality furniture. The terrace is a real plus even for the winter months."
"Bel appartement spacieux, propre et très bien situé. J'ai passé un bon séjour et Pascal a été de bon conseil.",1,french,fr-en,"Beautiful, spacious apartment, clean and very well located. I have spent a good stay and Pascal has been good advice."
"L’appartement est exactement comme décrit dans l’annonce. Appartement spacieux, lit confortable, emplacement de premier choix pour aller boire un verre, pour y manger et profiter de la vie parisienne tout en étant au calme et bien se reposer. Merci beaucoup et bonne continuation. je recommande",1,french,fr-en,"The apartment is exactly as described in the ad. Spacious apartment, comfortable bed, location first choice to go for a drink, to eat there and enjoy the life in paris while being quiet and a good night's rest. Thank you very much and good luck. I recommend"
"Accueil impeccable, le quartier est sympas, facile d'accès. Immeuble très calme",1,french,fr-en,"Impeccable welcome, the neighbourhood is nice, easy access. Very quiet building"
"Hôte charmant et disponible. Logement très bien tenu, literie très confortable !!! Idéal pour recharger les batteries après de longues journée de marche dans Paris.",1,french,fr-en,"Charming host and available. Housing very well kept, bedding very comfortable !!! Ideal to recharge batteries after long day of walking in Paris."
L'appartement de Pascal est impeccable. Il est lui même très sympa. Nous étions venu pour le travail et nous n'avons trop pu visiter mais le quartier à l'air assez animé même si l'appartement lui est au calme. Je recommande.,1,french,fr-en,"The apartment of Pascal is impeccable. He himself is very nice. We were ripe for the work, and we have not too been able to visit but the neighborhood looks pretty lively even if the apartment is quiet. I recommend."
"Réactivité, excellent accueil, attentions pour le petit déjeuner, convivialité : merci aux Pascal pour leur accueil !
L’appartement est très confortable bien aménagé et proche de tout. De nombreux conseils et explications de nos hôtes.
Je recommande, allez-y les yeux fermés !",1,french,fr-en,"Reactivity, excellent care, attention to the breakfast, friendliness : thanks to Pascal for their hospitality !
The apartment is very comfortable well appointed and close to everything. Many tips and explanations of our hosts.
I recommend, go there with your eyes closed!!!"
"Merci à Pascal, pour sa gentillesse et son hospitalité. Notre séjour etait parfais.",1,french,fr-en,Thank you to Pascal for his kindness and hospitality. Our stay was perfect.
Nous avons été très bien accueillis par Pascal qui était très réactif par téléphone ce qui fut appréciable compte tenu de notre horaire d'arrivée évolutif. L'appartement est très agréable. Pascal avait préparé tout ce qu'il fallait pour le petit-déjeuner de sorte que nous n'avons pas eu à nous en occuper. Je recommande cette adresse.,1,french,fr-en,We were very well greeted by Pascal who was very responsive by phone and this was significant given our arrival time changing. The apartment is very nice. Pascal had prepared everything we needed for breakfast so that we didn't have to deal with. I recommend this address.
"Appartement très sympathique avec vue dégagée sur les toits de Paris.  Excellent quartier, central et à explorer.",1,french,fr-en,"Apartment very nice with views over the rooftops of Paris. Excellent neighborhood, central and explore."
L'appartement est parfaitement conforme aux descriptions et aux (Website hidden by Airbnb) merveilleusement placé. La disponibilité et la gentillesse naturelle de Pascal sont un atout supplémentaire pour rendre votre séjour agréable. A recommander absolument.,1,french,fr-en,The apartment is perfectly consistent with the descriptions and (Website hidden by Airbnb) wonderfully placed. The availability and the natural friendliness of Pascal are an additional asset to make your stay pleasant. Highly recommended.
"Pascal est accueillant, chaleureux, et professionnel. L’appartement était propre et Pascal nous a permis de déposer nos valises avant l’heure d’arrivée prévue, ce qui était super utile. Par-dessus tout était le balcon avec une très belle vue sur Paris. On a décidé de se passer d’un restaurant pour profiter du soleil et un peu de vin et de fromage. Un rêve parisien devenu réalité.",1,french,fr-en,"Pascal is friendly, warm, and professional. The apartment was clean and Pascal allowed us to drop off our luggage before the scheduled time of arrival, which was super helpful. Above all was the balcony with a beautiful view on Paris. We decided to go to a restaurant to enjoy the sun and a little wine and cheese. A parisian dream become a reality."
"L’appartement correspond tout à fait à la description et aux photos. Il est agréable à vivre, suffisamment spacieux. Il est bien situé avec plusieurs lignes de station de métro à proximité. Pascal est très disponible et a mis à disposition beaucoup d’accessoires afin de faciliter notre séjour. ",1,french,fr-en,"The apartment completely corresponds to the description and the photos. It is pleasant to live, spacious enough. It is well located with several lines of metro station nearby. Pascal is very helpful and has made available a lot of accessories to facilitate our stay. "
"Appartement nickel , confortable, hôte charmant ",1,french,fr-en,"Apartment nickel , comfortable, charming host "
"Bonne adresse, bien placée, hôte charmant.",1,french,fr-en,"Good address, well placed, charming host."
Appartement très agréable et bien agencé. Pascal est très sympathique et vous accompagne parfaitement.,1,french,fr-en,Apartment very nice and well arranged. Pascal is very friendly and will accompany you perfectly.
"Pascal a le sens de l'accueil et est très attentif au confort de ses hôtes.
L'appartement est très bien équipé, conforme à la description et idéalement situé dans un passage privé très calme : sommeil de qualité assuré.
De plus, le petit déjeuner est prévu, avec confitures maison !
A recommander sans réserves !",1,french,fr-en,"Pascal has the sense of welcome and is very attentive to the comfort of its guests.
The apartment is very well equipped and conform to the description and perfectly located in a private passage, very quiet : sleep quality-assured.
In addition, breakfast is provided, with home-made jams !
Has recommend without reservations !"
"Très bon accueil, remise des clés facile. L'appartement est tres agréable et fonctionnel et bien situé.",1,french,fr-en,"Very good reception, key collection easy. The apartment is very nice and functional and well located."
Super appartement  au coeur du 11 ème sans les nuisances sonores  de la vie Parisienne.  Un havre de paix en plein 11 ème.  j AI ADORÉ,1,french,fr-en,Super apartment in the heart of the 11th without the noise of Parisian life. A haven of peace in the 11 th. j LOVED
"J'ai été très bien accueilli par Pascal, charmant, qui m'a expliqué tout ce qui pouvait l'être sur les fonctionnalités offertes par l'appartement.
Lequel donne sur une impasse fleurie et familiale très tranquille.
Très agréable et très pratique, bien situé.
Pascal laisse à la disposition de ses hôtes tout ce qu'il faut pour prendre un petit déjeuner, avec ses confitures maisons.
J'y reviendrai certainement.
Merci !",1,french,fr-en,"I was very well welcomed by Pascal, charming, who explained to me everything that could be on the features offered by the apartment.
Which gives to an impasse fleurie and family very quiet.
Very nice and very convenient, well located.
Pascal leaves it at the disposal of its guests everything they need for breakfast, with homemade jams.
I will certainly come back.
Thank you !"
"excellent accueil et disponibilité
appartement très sain et pratique
merci à Pascal pour les attentions prévues au petit dej.
l'appartement est parfaitement situé et dans une cour très calme.
le quartier est dynamique pour aller jusqu'au bout de la nuit.
a recommandé sans problème.",1,french,fr-en,"excellent reception and availability
apartment very healthy and convenient
thanks to Pascal for the attention provided at breakfast.
the apartment is perfectly located and in a courtyard very quiet.
the neighborhood is dynamic to go until the end of the night.
recommended without problem."
"Pascal est un hôte extraordinaire. Il nous a reçu à la perfection et à été d'une très grande courtoisie. L'appartement était impeccabl, très propre et très bien situé et fidèle à la description. Un très bon choix pour visiter Paris. 
Yannick",1,french,fr-en,"Pascal is an outstanding host. He received us perfectly and was a very great courtesy. The apartment was impeccabl, very clean and very well located and true to the description. A very good choice to visit Paris. 
Yannick"
Appart très sympa bien situé au calme et proche de tout. A retenir pour ma prochaine escapade parisienne. Merci Pascal,1,french,fr-en,"Apartment very nice, well located in a quiet and close to everything. Wta for my next trip to paris. Thank You Pascal"
"Hôte agréable et disponible .
Appartement simpa et relativement bien placé dans un quartier populaire de Paris ",1,french,fr-en,"Host is nice and available .
Apartment simpa and relatively well placed in a popular district of Paris "
"Merci Pascal pour votre accueil!!
Merveilleux séjour . Mes enfants ont adoré votre petit nid douillet ..",1,french,fr-en,"Thank you Pascal for your hospitality!!
Wonderful stay . My kids loved your cozy little nest .."
L'appartement de Pascal est très agréable et surtout très calme. La campagne à Paris en quelque sorte. Je recommande.,1,french,fr-en,The apartment of Pascal is very nice and especially very quiet. The campaign in Paris in any way. I recommend.
"C'est d'abord un accueil et un sourire par la fenêtre, une invitation à entrer dans un cocon et présenter les lieux pour s'y sentir comme chez soi.
Tout est propre, on s'y sent bien tout de suite.
Merci Pascal pour votre gentillesse, pour ces petites attentions du petit déjeuner. Je reviendrai, c'est certain.",1,french,fr-en,"It is first of all a welcome and a smile by the window, an invitation to enter into a cocoon and make the places feel like home.
Everything is clean, it feels good immediately.
Thank you Pascal for your kindness, for these little touches of breakfast. I will come back, that's for sure."
"Excellent séjour passé dans cet agréable appartement très calme (entre 2 cours intérieurs) et lumineux. 
L'appartement est très bien agencé et équipé. 
Le quartier, de part ses nombreux restaurants, et lui même très agréable. 
Très bon accueil de Pascal qui au petits soins pour les locataires: conseils, confitures maison, petit déjeuner, etc. 
Je garde cette adresse pour un prochain week-end parisien. ",1,french,fr-en,"Excellent holiday spent in this lovely apartment very quiet (between 2 courtyards) and bright. 
The apartment is very well arranged and equipped. 
The district, with its many restaurants, and even very pleasant. 
Very good reception of Pascal that the little care for the tenants: tips, home-made jams, breakfast, etc 
I keep this address for a next week-end in paris. "
"Le logement était parfait, l'accueil fort amical, la literie confortable. 
Tout cela dans havre de paix au sein d'un quartier vivant et agréable. 
Que dire de plus, une excellente expérience.",1,french,fr-en,"The accommodation was perfect, the welcome friendly, the bedding was comfortable. 
All this in a haven of peace in a vibrant and pleasant. 
What's more, an excellent experience."
"Un appartement sympathique bien décoré et éclairé, un Wifi performant pour travailler, un lit confortable et accueillant. Petit plus Pascal a été très prévenant et attentif  lors de mon arrivée. Le petit déjeuné qui m'a été gracieusement offert était juste parfait ! Milles mercis ! ",1,french,fr-en,"A cosy apartment well decorated and lit, with a Wi-fi performance for working, a comfortable bed and welcoming. Little Pascal has been very considerate and attentive upon my arrival. The breakfast I was offered was just perfect ! Miles thanks ! "
"Endroit idéal pour visiter Paris. Pascal communique au tac au tac et sa disponibilité est extraordinaire. L'appartement est facilement accessible en métro depuis la gare du Nord sans devoir marcher longtemps. L'endroit a du charme , est  calme et sécurisé.
Tout a été pensé pour le confort. Super cuisine !
Chambre séparée du séjour et grand lit. Très appréciable.
A proximité une épicerie, des cafés et des restaurants. Facile le soir quand on rentre d'une journée chargée.
Nous avons adoré """" l'homme bleu"""" à deux pas, les tajines sont incroyables et l'accueil très chaleureux.
Nous y retournerons volontiers.",1,french,fr-en,"Ideal location to visit Paris. Pascal is communicating to the tac to the tac and its availability is extraordinary. The apartment is easily accessible by metro from the gare du Nord train station without having to walk for a long time. The place has charm , is quiet and secure.
Everything has been thought for the comfort. Super kitchen !
Separate room of the stay and large bed. Very nice.
Nearby is a grocery store, cafes and restaurants. Easy in the evening when we returned from a busy day.
We loved ""the blue man"" to"" two not, the tagines are amazing, and the very warm welcome.
We will stay there again gladly."
"Un super accueil, un appart charmant dans un super quartier 
Merci Pascal",1,french,fr-en,"A great home, a apartment, charming in a great neighborhood 
Thank You Pascal"
"Dormir au calme, c'est possible à Paris avec ce logement confortable et bien équipé.
Il est idéalement placé pour les transports en commun, les visites à pied, les restaurants et commerces de proximité dans un charmant quartier.",1,french,fr-en,"Sleep in the calm, it is possible to Paris with comfortable accommodation and well equipped.
It is ideally placed for public transport, walking tours, restaurants and shops in a charming neighborhood."
"Appartement complet avec le service qui va avec.
Je conseille sans aucun problème.",1,french,fr-en,"Apartment with the complete service that goes with it.
I advise it without any problem."
"Séjour en famille (avec 2 enfants) très agréable. Appartement confortable situé dans une impasse privée donc calme. Literie excellente. Petits déjeuners fournis donc pratiques, excellentes confitures maison. Pascal est très accueillant et sympathique. A proximité de l'appartement : restaurants, commerces, métro ...  ",1,french,fr-en,"Stay in the family (with 2 children) very nice. Comfortable apartment located in a private street and therefore quiet. Bedding excellent. Breakfasts provided so practices, excellent homemade jams. Pascal is very welcoming and friendly. Close to the apartment : restaurants, shops, metro ... "
"Très chouette appartement dans un cadre atypique, on s'y sent chez soi grâce à l'accueil chaleureux et aux confitures maison de Pascal. Bonne literie, quartier animé mais l'appartement est en retrait de rue donc reste calme. Cadre romantique, je recommande. ",1,french,fr-en,"Very nice apartment in an atypical, one feels at home thanks to the warm welcome and home-made jams, Pascal. Good bedding, lively area but the apartment is set back from street so quiet. Romantic setting, I recommend. "
Excellente communication. Appartement fidèle à la description. Je recommande.,1,french,fr-en,Excellent communication. Apartment faithful to the description. I recommend.
"Un petit appartement sympa fonctionnel et bien équipé
Le plaisir d un frigo bien garni pour le petit déjeuner notamment ",1,french,fr-en,"A small apartment, nice, functional and well equipped
The pleasure of a fridge well stocked for breakfast including "
Très bien pour une nuit. Proche du métro,1,french,fr-en,Very well for one night. Close to the metro
"Un véritable nid de bon gout et de confort jusque dans les détails du petite déjeuner.  J'y ai passé très peu de temps mais j'y reviendrai. 
Ou comment trouver une endroit d'un calme absolu coté chambre alors que vous êtes à 100 mètres d'un des quartier les plus chauds (et sympa selon moi) du moment dans la capitale.",1,french,fr-en,"A true nest of good taste and comfort, even in the details of the small lunch. I've spent very little time but I'm back. 
Or how to find a place for a quiet side room so that you are 100 metres from one of the area's most hot (and nice according to me) of the moment in the capital."
