comments,N,lang,comment_in_english
"Studio was schoon, gezellig, zag er goed uit en van alle gemakken voorzien. Studio zag er tip top uit. Dominique had een goede en zeer bruikbare beschrijving van de directe omgeving, metronet en stad achtergelaten.  Ook de buurt was prima, supermarkt, bakker, restaurants en apotheek  en metro op steenworp afstand. Kort gezegd een hele goede ervaring en een absolute aanrader! Groet, Roald en Olya",1,dutch,
"Sylvain was keurig aanwezig op de afgesproken tijd en liet ons het appartement zien. Het appartement is niet heel groot maar alles is aanwezig en netjes en de buurt is formidabel!
Wat een leuke buurt, vlak achter de Notre Dame.
Heerlijke plek voor een paar dagen Parijs, alles binnen handbereik!

",1,dutch,
"Twee nachten overnacht in het kleine maar knusse appartement. Met 2 personen gaat dat prima, alles is aanwezig.  Elise is zeer behulpzaam en reageert snel op vragen. Ze was er niet persoonlijk, maar had  prima vervanging geregeld voor sleutelafgifte. Bagage kon de laatste dag bij  het restaurant van een vriend dicht in de buurt worden gestald omdat onze trein pas laat in de avond ging en er al weer nieuwe gasten gearriveerd waren. De locatie is op steenworp afstand van Moulin Rouge en de daarbijhorende scene! Enigzins druk daardoor, maar prima buurt verder. Metro idd op 100 meter. Prima stek en uitvalsbasis voor een paar dagen Parijs. ",1,dutch,
"Een mooiere plek om een paar dagen in Parijs door te brengen is er haast niet. De Sacré Coeur om de hoek is een geweldige plek om 's avonds bij te komen van de drukte van de binnenstad.,
Jeff is een zeer betrokken host die alles doet wat mogelijk is om het verblijf zo aangenaam te maken.
De bedden slapen prima en in het appartement is alles wat je nodig hebt aanwezig.
Kortom: een aanrader!",1,dutch,
De hostess is zeer relaxed. De kamer prima. Plek in Parijs goed gelegen.,1,dutch,
"Geweldig sfeervol, ruim en gezellig appartement, van alles voorzien wat je nodig hebt.
Hartelijke en voorkomende ontvangst door een vriend van Simone, die zeer behulpzaam was. 
Voor ons een fijne plek om Parijs weer te verkennen.
Dank, Simone!",1,dutch,
"Het appartement was super en uniek! Alles was aanwezig, hebben nergens op misgepakt. Het ligt in een rustige buurt/straat maar dichtbij metro stations die je snel naar de toeristische hot spots brengen. Michel was super aardig en heeft bij de check in ook een korte rondleiding gegeven door de buurt. Zijn communicatie was erg snel en vriendelijk. Als je naar Paris gaat is dit appartement zeker een aanrader!",1,dutch,
"Hoewel Brigitte Marie niet thuis was, werden wij perfect ontvangen door de buurvrouw.  Een ideale  ligging  tussen de Gare de Lyon  en  La  Place de la Bastille nabij  metro, bussen en  treinen.  

Brigitte  is een discrete maar vooral culturele vrouw  die  haar kennis  over Frankrijk en haar stad  graag met U deelt.

Wij hadden er een correcte kamer precies zoals  voorgesteld. 

Kortom een aanrader. 
",1,dutch,
"Ons welkom was super; we werden al opgewacht door de conciërge van het gebouw. Het appartement was prachtig en voldeed aan alle verwachtingen. De ligging is perfect, en het appartement is van alle gemakken voorzien. Ook was Benoit heel flexibel met het in- en uitchecken. Daardoor hebben we optimaal van ons weekendje Parijs kunnen genieten en scheelde het ons veel gesjouw met de bagage op zondag. 
Als we weer naar Parijs gaan, zou ik hier graag terugkomen. ",1,dutch,
"Het appartement ligt in een hele mooie buurt van Parijs. Het is goed uitgerust, keurig verzorgd en schoon. Er zijn veel terrasjes en winkels in de buurt en een metrostation om de hoek. De ontvangst was goed geregeld en we voelden ons welkom. ",1,dutch,
"Stephanie was uitermate vriendelijk en flexibel. Ze heeft een erg leuk appartement in een heel erg leuke, rustige buurt van Parijs. Absoluut een aanrader en ik zal zeker weer naar deze plek teruggaan. 
",1,dutch,
"Kleine studio, goed voor maximum drie personen. Het appartement was zoals beschreven. Stil gebouw met lift, vlakbij bakkers, winkels en metro. Hoewel we Francois niet gezien hebben, verliep de communicatie wel vlot. ",1,dutch,
"Fantastisch appartement in een leuke wijk. Er is veel te doen, het appartent is op loopafstand van de stad. Alles is keurig en netjes verzorgd.",1,dutch,
"Leuk appartement in Montmatre, (10 minuten lopen vanaf Gare du Nord)
Geweldige Host. Spreekt goed engels en weet veel van Parijs en geeft geweldige tips.",1,dutch,
"Wij hebben 3 fantastische dagen doorgebracht in Parijs (gezin met 2 dochters 15 en 17 jaar). De locatie was mooi, vlakbij de Sacre Coeur. Winkels en metro vlak bij. Goede en snelle communicatie. Prettige ontvangst door Martine. Sfeervolle ruimte, goede keukenuitrusting. Kortom: een aanrader.",1,dutch,
"We werden hartelijk ontvangen door Martine!
Het appartement bevindt zich op een goede locatie! Dichtbij  openbaar vervoer, winkels en restaurants. We hebben twee keer zelf gekookt in de prachtige keuken, die van alle gemakken is voorzien.",1,dutch,
"Dit was niet wat we verwacht hadden na het zien van de advertentie. We weten dat via Airbnb je geen hotel boekt, maar een huis mag natuurlijk wel schoon zijn. Dit was onze eerste keer dat wij via Airbnb een appartement hadden geboekt en over de volgende boeking moeten we zeker goed nadenken. Het bed was duidelijk niet verschoond als je ziet dat er kattenharen in het bed liggen (en niet alleen erop). Sommige plaatsen in het huis hadden ook zeker een jaar geen schoonmaakdoek gezien (handdoekenrek, bedlamp). Wat ons ook opviel dat de douche bijvoorbeeld geen douchegordijn had, waardoor de hele badkamer nat werd. Wij hebben ons weekend na één nacht daarom in een hotel voortgezet. Hopelijk treft de volgende huurder een schoner huis aan.",1,dutch,
Mooi appartement op een fantastische plek!,1,dutch,
"We werden gastvrij ontvangen in een mooi en schoon appartement in een monumentaal pand in een rustig en gezellig stadsdeel van Parijs. Appartement was compleet uitgerust met alles wat nodig is voor een goed verblijf in Parijs. Prima bedden. Wij waren er met 3 personen. Meest geschikt voor 2, maar prima te doen tot 4 personen. Mooi hoog gelegen (betekent wel traplopen). Supermarkt en metro om de hoek. De metro in Parijs gaat om de 3 minuten, dus geen lange wachttijden.  De Marais is een leuke, gezellige buurt. Fijn ook alle ínside tips die Carine verschaft over de leukste restaurantjes, things to do en places to go. ",1,dutch,
"Wat een toffe locatie om te verblijven. Steenworp afstand van Gare du Nord wat het heel makkelijk maakt als je uit Nederland aankomt met de trein. Sonia wat heel vlot met duidelijke check inn instructies. Ze kon ons niet persoonlijk ontvangen maar was ten allen tijde beschikbaar om vragen te beantwoorden. Voor bezoek aan parijs prima plek, met metro ben je zo waar je wezen moet",1,dutch,
"Met veel plezier hebben we in dit appartement met onze 3 jonge kinderen een paar dagen in Parijs vakantie gevierd. Het is heel ruim, het appartementengebouw is erg rustig. Het appartement is ontzettend ruim, erg mooi, schoon en prima uitgerust. 
Metro station is kleine 10 minuten lopen. Een aanrader!",1,dutch,
"Geweldig adres, alles perfect verlopen en een heerlijk verblijf gehad. Wij komen nog eens terug!",1,dutch,
"Fijn appartement als uitvalsbasis voor een stedentrip in Parijs. Het ligt in een rustige buurt. Meerdere metrostations op 5 minuten loop afstand. Daardoor kan je eenvoudig naar alle plekken in Parijs. Het mooie stadspark Buttes Chaumont is ook om de hoek, een echte aanrader! Lo was niet aanwezig tijdens onze aankomst, maar alles was netjes geregeld.",1,dutch,
"Heerlijk geslapen vier hoog in de Marais. Allervriendelijkst ontvangen door de zoon van Marie-Christine die heel behulpzaam was bij het vinden van....waar te eten, welk metrotraject het beste te nemen naar, waar parkeren we de auto. Ontbijtjes waren heerlijk. Ik kan iedereen dit adres aanbevelen. Al moet er wel even bij gezegd worden dat de klim van vier trappen naar het appartement best pittig was :-) ",1,dutch,
"Hartelijk onthaal, perfect volgens afspraak. De studio is bijzonder netjes, zeer rustig gelegen in het hartje van Parijs, wat bijzonder welgekomen is na de drukte van de dag. Het ontbijt is gezellig en heel verzorgd. Een klein minpuntje is de zeer steile trap naar de slaapruimte op de mezzanine. Enige lenigheid is vereist om veilig af te dalen 's nacht.

",1,dutch,
"Perfecte ontvangst en charmante plek!  We voelden er ons meteen thuis en Marie-Christine (en kleinzoon Tony - in ons geval) waren erg sympathieke mensen.  Afspreken ging erg vlot en ook het ontbijt was uitgebreider dan verwacht en erg gevarieerd.  Douche en toilet zijn wel gemeenschappelijk.
Zeker een aanrader!!  ",1,dutch,
Wij waren onthaald en ontvangen door Tony. Een erg attentvolle man. Verblijf was zeer aangenaam. Iedere ochtend uitgebreide ontbijtjes en dat op de tijd dat jij wenst. Alles was schoon en netjes. Bedankt Tony voor de gastvrijheid.,1,dutch,
best option for long stay for student,1,dutch,
"Het is een mooi en ruim appartement. De buurt is voor kleine kinderen misschien een iets te """"rosse buurt"""", maar aan de andere kant zijn er zeker verder richting  montmartre een heleboel leuke en sfeervolle winkels en cafe's te vinden. Sofie had een mooie looproute voor ons uitgestippeld. Al met al is dit appartement zeker een aanrader. We komen terug !!",1,dutch,
Great studio!,2,dutch,
"Je moet er wat voor over hebben - een klim naar de 6e etage van het gebouw - maar dan heb je ook wat. Een fantastisch uitzicht over heel Parijs, zowel vanuit de woonkamer als vanuit de keuken en de slaapkamer. Ik kon niet ophouden met kijken. Arc de Triomphe, la Defense, centre Pompidou, Eiffeltoren - alles is te zien. Het appartement is super. Sfeervol. Prettig om in te verblijven. Mooie vloer. Balken zijn deels zichtbaar. Veel licht door de dakramen. Bed ligt heerlijk. Keuken is fijn om in te koken. Cafetiere hebben we bovenmatig gebruikt. In de buurt veel winkels en lekkere eetgelegenheden. Kortom: wij gaan binnenkort weer als het even kan.",1,dutch,
Wij hebben genoten in Parijs.  Het appartement was schoon en comfortabel. De ligging was perfect. Richard was erg vriendelijk en behulpzaam. Wij komen graag terug. Hester,1,dutch,
Claude was er zelf niet met het welkom maar zijn vriendin Martha die er ipv was was heel erg aardig. Ze heeft me alles uitgelegd over het appartment en over hoe alles werkt. Het appartment is prima voor een paar dagen. Je zit in het centrum wat echt perfect is. Je loopt zo overal heen.,1,dutch,
"Hele goede vriendelijke communicatie en flexibiliteit qua ontvangst. Mooie woning, van alle gemakken voorzien. Ontzettend leuke tijd gehad.",1,dutch,
Heerlijk appartement. Leuke ligging tegenover aantal eigentijdse restaurantjes. Multiculturele wijk.,1,dutch,
Een mooi en ruim appartement met binnentuin. Een ideale uitvalsbasis voor een bezoek aan de highlights van Parijs.       Deze plek ligt in een gezellige en levendige buurt en dichtbij Gare du Nord.,1,dutch,
"We hadden een superverblijf in Parijs.  We kwamen naar Parijs voor de semi-marathon de Paris op 8 maart 2015. De ligging van het appartement was heel goed. Dicht bij de metro, leuke buurt om te gaan eten of iets te drinken, een grote supermarkt heel dichtbij.
Suzette was ook heel vriendelijk en gaf ons goeie tips. 
We genoten van het mooie weer en de stad. We huurden een fiets om Parijs op deze manier te ontdekken. Een echte aanrader. En voor de sportievelingen is de semi-marathon de Paris een ongelooflijke ervaring en aanrader!
Tine et Stef",1,dutch,
Charmant appartement voor een zeer betaalbare prijs! We werden warm welkom geheten en er stond een fles wijn voor ons klaar. Vlakbij het metrostation vanwaar je rechtstreeks naar alle leuke buurten van Parijs kunt gaan. Aanrader!,1,dutch,
Leuke studentenkamer met keuken en bad/ douche in een leuke buurt. Midden tussen Parijzenaars,1,dutch,
"De studio was perfect en chafia erg aardig en snel met reageren. Op korte loopafstand voor ons van de concertzaal la maroquernie en bussen/metro's 

Chafia legt goed uit en geeft tips over lokale bezienswaardigheden. Alles was goed schoon en werkend. Ook goede Wi-Fi. Degelijke bedden al moet je voor de hoogslaper geen hoogtevrees hebben en tegen kraken kunnen van het bed en vloer omdat het mooi hout is 

Wij hebben genoten en zouden het zeker aanraden",1,dutch,
Prima plekje voor een kort tripje naar Parijs. Leuke buurt.,1,dutch,
Great location. Great value. Had a wonderful stay.,1,dutch,
"Ik heb vier fijne dagen gehad, de verhuurdster was erg aardig. Zeker een aanrader!!",1,dutch,
Het is een fijn appartement in een geweldige wijk in Parijs.,1,dutch,
5 dagen in het appartement van Eric (Website hidden by Airbnb) bakker zat om de hoek en de supermarkt was ook dicht bij.Dit deel van Parijs is een levendige en gezellige buurt van de stad.Eric Heeft ons wat uitleg gegeven over o.a.de garage (waar we heel blij mee waren) dat is verder goed verlopen.,1,dutch,
aanrader! Wat ik heel fijn vind is dat het een aparte slaapkamer heeft en centraal gelegen. Kamer was schoon.,1,dutch,
"De flat is in een goede buurt gelegen. De flat is op gelijkvloers, geen trappen dus. Met raam open heb je leuk terras voor je kamer. Het metrostation Madeleine is heel dicht bij, evenals een grote parkeergarage (ongeveer 39€ per dag). ",1,dutch,
Wonderful.,3,dutch,
Prachtig appartementje in het hartje van Parijs. Een aanrader.,1,dutch,
"Dit appartement is zeer goed gelegen in het centrum van Parijs in een aangename buurt, dichtbij veel van de bezienswaardigheden van Parijs.  De metro is ook heel dichtbij. Het appartement is klein zoals de meeste in Parijs, maar je vindt er alles wat nodig is.  Bij aankomst en vertrek was niemand aanwezig, maar dit was ook niet nodig, alles is goed geregeld via toegangscodes. Twee kleine probleempjes: de wifi werkte niet en er was iets aan de hand met de afvoer van de douche waardoor er water via de afwasmachine in de keuken kwam. 
Wij zouden hier zeker terugkomen, het is een ideale uitvalsbasis om Parijs te verkennen! ",1,dutch,
"Louise is makkelijk toegankelijk en streeft ernaar het voor haar gasten zo comfortabel mogelijk te maken. 
Persoonlijk vind ik het prettiger als het appartement wat anoniemer is. Dat voelt makkelijker dan een duidelijk bewoonde plek te betrekken. Voor de 3 dagen was goed genoeg maar voor een langer verblijf zou ik iets anders prefereren. 
Het appartement is groot genoeg om er met ons gezelschap van 3 vrouwen prettig te kunnen verblijven. ",1,dutch,
Leuke appartementje in leuke buurt. Ik ben er een nacht geweest. De netheid kon iets beter,1,dutch,
"Verhuurder reageerde ruim voorafgaand aan de reis op een hele gastvrije manier. Bij aankomst een keurig en brandschone studio aangetroffen. Gelegen in een rustige straat op een steenworp afstand van de Sacré Coeur, de Place des Abesses, metro en het groentewinkeltje uit Amelie. Vrijwel om de hoek een gezellige stadstuin waar we heerlijk hebben zitten lunchen tussen de vaste bewoners van de wijk.",1,dutch,
"Dana verwelkomde ons hartelijk in hun appartement, had zelfs lekkere thee en koffie voor ons klaargezet om te gebruiken.Alles werd uitgelegd en er lagen 2 printjes met info voor ons.Verder is het een mooi en ruim appartement in een gezellige wijk.Alle bezienswaardigheden zijn makkelijk bereikbaar met de metro,( 5 a 10 min lopen).wij bevelen Dana""""s appartement van harte aan, we hadden een fijne tijd in Parijs, het was er lekker uitrusten na een dagje parijs, groeten van de """"grote """"nederlanders.",1,dutch,
"Contact met verhuurder verliep prima, conform gemaakte afspraken. ",1,dutch,
"Jean Francois is een zeer behulpzame host, keurig op tijd en zijn appartement is erg fijn. Het is zeer leuk ingericht, we waren onder de indruk van zijn creativiteit. Het appartement is schoon en van alle gemakken voorzien. Vanuit het raam kun je ECHT de Eiffeltoren zien, en de wijk zelf is ook zeker een bezoekje waard. Diverse metrolijnen op loopafstand, dus een prima uitvalsbasis voor je bezoek aan Parijs. Oftewel, je kunt met een gerust hart bij Jean Francois huren! ",1,dutch,
"We vonden het heerlijk in het appartement van Heide. Klein, knus, huiselijk, comfortabel en een veilig gevoel zo aan een binnenplaats. De metro was super dichtbij en ook de Montmartre en Sacre Coer. Een aanrader!",1,dutch,
"De ontvangst van Jeff is allerhartelijkst. Op een plattegrond tekent hij de highlights van Parijs en geeft je ook waardevolle tips. De bedden zijn goed en de slaapkamer is groot genoeg. Ook op de doucheruimte is niets aan te merken. Het appartement is eenvoudig ingericht en ligt ca 500 m van metrostation Criméé. De auto kun je parkeren onder in de parkeergarage tegen een betaling van 15 euro per nacht. 
Het ontbijt is ronduit karig: een kwart stokbroodje en een croissant. Geen verse jus,koffie, water,melk of fruit.Jammer dat had ik wel verwacht. Houd er wel rekening mee dat de organisatie bovenop de aangegeven prijs nog een toeslag berekend van een 25%. Al met al kom je dus incl parkeren op een totaal bedrag uit van 115 euro per nacht. In Parijs is dat nog steeds niet duur maar wel de moeite van het afwegen waard.",1,dutch,
"Ons verblijf bij Peggy en Jeff was ons eerste Airbnb avontuur en het is ons goed bevallen! Peggy en Jeff zijn vriendelijke, open en behulpzame mensen die je het gevoel willen geven thuis te zijn. Bij ontvangst werden we opgewacht bij de ingang van de parkeergarage waar we onze auto op Peggy's plek konden zetten. Daarna kregen we uitgebreide informatie over Parijs: de metro, lokale restaurantjes, bezienswaardigheden en zaken waar we voor moesten uitkijken. 
Het appartement ligt dicht bij een metro- en bushalte, vanaf waar alle hoogtepunten makkelijk te bereiken zijn. De foto's op de website zijn precies zoals het is; gasten hebben een eigen slaapkamer en de rest van het huis (de keuken, de woonkamer en een mooie badkamer) wordt gedeeld. Iedere dag een ontbijt met croissants en stokbrood en keus uit verschillende soorten zoet beleg en fruit. Ondanks hun drukke leven zijn Peggy en Jeff altijd bereikbaar voor vragen, tips of een gezellig praatje.",1,dutch,
Wonderful.  Coudnt be bette,1,dutch,
"Toffe mensen, propere kamer en badkamer, basis ontbijt, dicht bij metro maar niet in de tofste wijk van Parijs.",1,dutch,
"Klein maar fijn. Aan alles is gedacht ,alles is aanwezig. Gezellig ingericht. , Erg leuke ligging & dichtbij metro / bus. Ruimte was wel iets donkerder dan we hadden verwacht maar dat kan ook zijn omdat het zo vroeg in het jaar is. Prima plek voor 2 personen!",1,dutch,
"Prima appartementje, zeker voor 1 persoon heel geschikt. Het contact met Cristina en Matteo was heel goed. Dank zij duidelijke instructies ging het inchecken probleemloos. De studio is niet al te groot maar heeft alles wat je nodig hebt met een fijne douche en een goed bed. Het uitzicht op de daken van Parijs is een grote plus. De locatie is geweldig , je loopt zo Quartier Latin en de Marais in. Echt een aanrader dus!",1,dutch,
"Even moeite gehad met inchecken, maar een fijn verblijf gehad! Een enorm fijne locatie. Je bent overal ontzettend snel door de metro die op 20 meter afstand is! 
Wel zit je samen met de host in een huis. Daar moet s’ochtends en s’avonds rekening mee gehouden worden.",1,dutch,
"Een zeer prettig appartement in een leuke wijk van Parijs.
Wij komen graag nog een keer terug!!
",1,dutch,
"Plezierig appartement, heel centraal in een bijzonder leuke buurt van Parijs. Zeer aan te bevelen! ",1,dutch,
"De locatie is fantastisch en een handig referentiepunt. Alles wqt je nidig hebt is in de buurt en je kan van daaruit heel gemakkelijk Boord- en Zuid-Parijs uitkammen. Op de grens tussen Le Marais en Belle-Ville is het ook ern hele fijne en hippe buurt.
Het appartement is wondermooi: prachtig ingericht, praktisch en zlles voor handen plus speelgoed voor de kinderen. De slaapkamer met dubbel bed grenst aan een binnenkoer dus heel rustig om let het raam open te slapen!
We waren met 5 en hadden het er heel erg naar onze zin! 
Zeer lief en flexibel onthaal plus optimale wifi ;-)",1,dutch,
super Haussmann appartement van waaruit je het echte Parijse leven kan ontdekken,1,dutch,
"Het appartement is groot en sfeervol. La Vilette is een leuk deel van de stad. Dichtbij is Parc Butte Chaumont en Bassin La Villette. Winkels, café’s en restaurants en een brouwerij zijn volop aanwezig. De metro is op loopafstand. Er is een kat in het appartement die je af en toe water moet geven. Leone (de kat) is erg lief en aanhankelijk. 
Assia, de eigenaresse, communiceert goed en snel, ze is zeer gastvrij en doet alles om het je naar de zin te maken.",1,dutch,
"Verhuurder heeft alles perfect voorbereid en geregeld, voordat je komt krijg je per mail alles doorgestuurd met foto's adres en code's.

Top.",1,dutch,
"We hebben on zeer welkom gevoeld bij Cyril. De woning is, op de douche na, erg schoon.  De omgeving is erg leuk en erg lekkere restaurants zijn er in de straat.Cyril weet ze aan te bevelen.
De woning is écht centraal gelegen en aan te bevelen. 
Het feit dat we niet wisten of Cyril thuis was, beperkte ons enigszins in onze bewegingsvrijheid. Dit omdat de slaapkamer beneden is en de badkamer en toilet boven.   ",1,dutch,
"Unieke rustige verblijfplaats in het hartje van Montmartre vlak aan de voet van de Sacre Couer. Om de hoek een geweldig leuke winkelstraat. Metro, restaurants, cafes; alles direct bij de hand.
Toplocatie! ",1,dutch,
"Dag Yann,
de informatie vooraf was correct: we vonden het appartement gemakkelijk en konden vlot naar binnen. Het was er rustig in het appartement, zeker gezien de overvolle omgeving. We hadden een goede tijd. Helaas konden we geen gebruik maken van de wifi: de code klopt waarschijnlijk niet.",1,dutch,
Locatie is okee. Yann niet gezien.,1,dutch,
Yann's studio is klein maar perfect gelegen en heel rustig. Genoten van ons verblijf!,1,dutch,
Superbe studio. Merci,1,dutch,
"Mooi centraal gelegen appartement aan de voet van de sacre coeur. Restaurants, supermarkt etc in de straat. Leuk appartement ruim genoeg voor 2p. Makkelijk contact met Yann",1,dutch,
Très beau studio et très bien situé,1,dutch,
"Het appartement is zoals beloofd. Een prachtige ligging in Montmartre. Voor onze groep van 6 personen was het heel geschikt. De keuken is klein maar goed bruikbaar. De woonkamer gezellig. Prima bedden. Badkamer is een beetje behelpen, maar voldoet wel. Isabelle zorgde voor goede informatie waardoor aankomst en verblijf uitstekend verliep. Uitstekende prijs kwaliteit verhouding.  Een aanrader!",1,dutch,
"Parijs was top voor ons. De kamer was sober en zonder luxe, maar wij hadden enkel een bed nodig. Dus ideaal. Ideale ligging ook. Dicht bij het centrum en fietsenverhuur. De kamer was gelegen in een hoerenbuurt, maar wij hadden er geen last van. s'Nachts is het er zeer rustig.  Vanop het terras heb je een mooi zicht.. De betalende (wel dure, maar veilige) parking was om de hoek. Wij gaan zeker terug !",1,dutch,
"De communicatie met Valerie was super. Ze reageerde snel en was een goede gastvrouw. Wij waren er een weekend en hebben alleen geslapen en gedoucht in het appartement. Het appartement ligt in een buurt waar een paar prostituees in de straat staan. Wij hebben hier geen last van gehad. Het is wel een paar trappen omhoog naar de kamer. De slaapkamer is schoon en je krijgt een paar handdoeken erbij. Het bed is goed maar niet super.. de eerste nacht was goed, geen overlast Wij hadden helaas de tweede avond een overbuurman die een feestje gaf, dus neem oordopjes mee voor de zekerheid. Er is een metro station om de hoek en winkels, restaurants etc.  al met al hebben was dit voor ons een positieve eerste airbnb ervaring!
",1,dutch,
"Het appartement is van binnen erg leuk en goed schoon. Slaapkamer is aan de straatkant. Ik had last van herrie en etensluchtjes vanuit andere appartementen rond middernacht. Ik wist dat er in de buurt prostitutie was, maar zo vlak voor de deur vond ik best veel. Valerie's vriendin was super aardig en behulpzaam.",1,dutch,
Sweet studio- nice experience.,1,dutch,
"Prima gelegen in het 17e arrondissement, veel winkeltjes en cafe/restaurants in de buurt. Schoon en goed ingericht voor verblijf van 2 personen. Rustig en geen verkeerslawaai. Prima handleiding voor gebruik van het appartement en uitstekende lijst van restaurants in de buurt. Uitstekende verbinding voor metro.",1,dutch,
Wij hebben deze kamer in het centrum vanParijs als een geweldig fijne plek ervaren. Het is een mooie kamer op een perfecte locatie.,1,dutch,
"Goede centrale locatie en Mika reageert snel en gastvrij. Wel gehorig in de avond met woonkamer van Mika naast onze slaapkamer. Advertentie zei bed and breakfast, maar betreft alleen bed. Wel veel tentjes in de buurt om te ontbijten. Marlette 100 m verderop is een aanrader.",1,dutch,
"Ontvangst was prima, prettig appartement, prima bed. Het uitzicht op het park is heel grappig omdat het park bergen bevat zie je mensen lopen op dezelfde hoogte als het raam op de 4e etage. Het park is overigens prachtig. Echt een ontdekking in een heerlijk rustige mooie buurt van Parijs. ",1,dutch,
"Een sfeervol en schoon appartement en van alles voorzien. Het park aan de overkant van de weg is prachtig en relaxed en de buurt heel prettig. Fijn dat het niet zo dicht bij het drukke centrum is en toch is het centrum heel goed te bereiken via meerdere metrostations in de buurt.
De communicatie met Louise en Rodney verliep heel soepel en prettig. 
Enige nadeel vonden we dat het appartement vrij gehorig is. We werden gewekt door de wekker van de buren! Maar dat woog niet op tegen alle voordelen!",1,dutch,
Heerlijk appartement in het hart van Parijs (uitzicht op o.a. Les Halles). Het appartement is klein maar fijn en het geheel maakt een nette en schone indruk.  Renaud is een aardige relaxte eigenaar. Tips over goede betaalbare restaurants in de omgeving vind je op de kamer.  Wij gaan hier graag terugkomen.,1,dutch,
"Appartement gelegen in het centrum van Parijs. Ideale uitvalsbasis! Dichtbij de metrohalte dus alles makkelijk bereikbaar. Leuke bars, restaurants en winkels in de buurt. Ondanks de vele mogelijkheden toch erg rustig 's nachts. Ruim en degelijk appartement voor 2 tot 4 personen met vriendelijke eigenaar.
Aanrader!!
",1,dutch,
"Heerlijk compact appartement, comfortabel en goed ingericht. Perfect bed en fijne douche.  Prima plek, leuke buurt. Communicatie met Benoit verliep goed en zorgvuldig.",1,dutch,
"Op fraaie locatie gelegen, maar klein appartement met slechts een binnenplaats met lichtkoker, geen buitenramen. Schoonmaakkosten erg hoog. Geen gewoon bed, slechts een uitklapbank.",1,dutch,
"Het is een ruim appartement op een prima plek. Je komt makkelijk Parijs inrijden vanuit Nederland en parkeergarages zijn in de buurt. We werden correct ontvangen op het afgesproken tijdstip. Vanuit het appartement is het 50 meter lopen naar de metro en dan heb je alles binnen bereik. Er is een poes zich regelmatig meldt en daar moet je van houden, wij vonden het gezellig.
Ik zou er zeker opnieuw heen gaan bij een volgend bezoek.",1,dutch,
