comments,N,lang,en-en,comments
Nice hostess,1,czech-iso8859_2,en-en,Nice hostess
房间地址位子超级赞~离多条地铁都很近!楼下有很多不错的餐厅!但是是老房子!房间6楼!如果是提大箱子的妹纸慎重选择!楼梯很窄很难爬!房间热水器的热水两个人洗澡是不够!厕所超小的!白天我们出去玩的时候貌似有人来房间煮过咖啡!一进门一股很浓重的咖啡味!很诡异!入住的时候jeff 很nice 一直发邮件确认!但走的时候jeff没有回复信息!连电话也不接!我们就留下钥匙默默的离开了巴黎!,1,czech-iso8859_2,zh-en,"Room address seat Super Like~away from multiple subway are very close! Downstairs there are many nice restaurant! But is the old house! Room 6th floor! If Yes mention the big box of the sister paper to choose carefully! The staircase is very narrow it was difficult to climb! The room water heater to the hot water for two people taking a bath is not enough! Toilet super small! During the day we went out to play when seemingly someone to the room to cook coffee! A door a very strong coffee flavor! Very spooky! Check-in time jeff is very nice, and always send email confirmation! But go when jeff did not return information! Even the phone also not answer! We left the keys silently left Paris!"
"Krásný byt blízko centra Paříže, asi 10 minut pěšky od Gare du Nord. Velmi prostorný obývací pokoj a jídelna, plně vybavená kuchyně, pohodlné postele, všechno super. Doporučuji jak pro obchodní cesty a veletrhy, tak pro vetší rodiny, případně i 2 rodiny najednou. 100% čistota, vybavenost bytu a pohodlí.",1,czech-iso8859_2,cs-en,"Beautiful apartment near the centre of Paris, about 10 minutes walk from Gare du Nord. Very spacious living room and dining room, fully equipped kitchen, comfortable beds, everything super. I recommend both for business trips and trade fairs, so for a larger family or even 2 families at the same time. 100% cleanliness, amenities of the apartment and comfort."
"Byt je velmi malý, při rozložení postele se nedá skoro chodit. Kuchyň a koupelna nebyly úplně čisté, v koupelně byly všude vlasy. Ručníky take nebyly úplně svěží. Budova, ve které se byt nachází je krásná, nicméně konkrétní chodba a část teto budovy, kde je tento byt, je velmi špinavá a zapáchá. 

Oceňuji krásnou lokalitu, blízkost velkého supermarketu, metra, autobusů. Emannuel skvěle odpovídal na mé dotazy. 

Celkově jsem s pobytem spokojená a doporučuji.",1,czech-iso8859_2,cs-en,"The apartment is very small, when the layout of the beds can't barely walk. Kitchen and bathroom were not quite clean, in the bathroom were everywhere hair. Towels also were not completely fresh. The building in which the apartment is located is beautiful, however, the specific corridor and part of this building, where is this apartment, is very dirty and smells bad. 

I appreciate the beautiful location, proximity to a large supermarket, metro, buses. Emannuel great answering my questions. 

Overall, I stay satisfied and I recommend."
Montmartre je nádherné místo. Děkujeme. Karel,1,czech-iso8859_2,cs-en,Montmartre is a wonderful place. Thank you. Karel
"Byt je na krásném místě, kousek od metra a ve velmi příjemné čtvrti, plné obchodů a restaurací. Byt je menší, ale velmi útulný. V domě není výtah, ale patra jsou nízká, takže chůze po schodech není problém. Byli jsme ubytováni se dvěma dětmi a byli jsme velmi spokojeni.",1,czech-iso8859_2,cs-en,"The apartment is in a beautiful place, not far from the metro and in a very nice district, full of shops and restaurants. The apartment is smaller, but very cozy. In the house there is no lift, but floors are low, so walking up the stairs is not a problem. We were staying with two children and we were very satisfied."
Nice stay!,6,czech-iso8859_2,en-en,Nice stay!
Very nice flat! Thank you so much,1,czech-iso8859_2,en-en,Very nice flat! Thank you so much
"Byt cisty a utulny, komunikace s hostitelkou bez problemu. Ctvrt patri k tem horsim.",1,czech-iso8859_2,cs-en,"The apartment it's clean and utulny, communication with the host without problems. Quarter belong to the tem worse."
Not so nice neighbourhood,1,czech-iso8859_2,en-en,Not so nice neighbourhood
Very Nice :),1,czech-iso8859_2,en-en,Very Nice :)
"nice stay,thank you Edouard",1,czech-iso8859_2,en-en,"nice stay,thank you Edouard"
"Fantastický výhled na centrum Paříže, včetně Eiffelovky. Skvělá poloha na stanici metra o třech linkách a cyklokola Vélib přímo před domem. Dostatečná velikost i zázemí bytu pro pobyt celé rodiny. V dosahu bytu je veškerá vybavenost.",1,czech-iso8859_2,cs-en,"Fantastic view of the center of Paris, including the eiffel tower. Great location on the metro station about three lines and cyklokola Vélib in front of the house. Sufficient size and facilities of the apartment for the stay of the whole family. In easy reach of the apartment has all amenities."
Posible Robo,1,czech-iso8859_2,es-en,Possible Theft
"Příjezd byl skvělý, pobyt byl super a odjezd dle našich potřeb.
Vše fungovalo a byli jsme moc spokojeni.
Jedinou nevýhodou pro nás byly příliš měkké postele a blikající velkoplošné neony na ulici.",1,czech-iso8859_2,cs-en,"Arrival was great, the stay was super and departure according to our needs.
Everything worked and we were very satisfied.
The only drawback for us were too soft bed and flashing a large neon lights on the street."
"Ubytování bylo skvělé, vše fungovalo i přes to, že ubytování bylo sjednané úplně na poslední chvíli. Skvěle vybavená kuchyň nám také přišla vhod a hlavně! díky tomu, že je společná jsme se seznámili s velice zajímavými lidmi z celého světa. Pobyt u Sophie byl celkově skvělý a rádi se zase vrátíme :)",1,czech-iso8859_2,cs-en,"Accommodation was great, everything worked despite the fact that the property was negotiated entirely at the last minute. Great equipped kitchen also came in handy and especially! due to the fact that it is common we met with very interesting people from all over the world. The stay at Sophie's was overall great and like back :)"
Very nice stay!,6,czech-iso8859_2,en-en,Very nice stay!
Very nice hostess!  Enjoyable stay!,1,czech-iso8859_2,en-en,Very nice hostess!  Enjoyable stay!
"Příjemné ubytování v klidné čtvrti. V blízkosti jsme měli vše, co jsme potřebovali: metro, kavárny, pekárny, obchod, menší park. Hostitelka je moc sympatická a nabízí spoustu průvodců a tipů pro objevení Paříže. Doporučuji :)",1,czech-iso8859_2,cs-en,"Pleasant accommodation in a quiet neighborhood. In the vicinity we had everything we needed: metro, cafes, bakeries, store, smaller park. The hostess is very nice and offers a lot of guides and tips for discovering Paris. I recommend :)"
Good Place,3,czech-iso8859_2,en-en,Good Place
Ya se lo he dicho a él,1,czech-iso8859_2,es-en,I've already said to him
"Opravdu úchvatné místo s nádherným výhledem z okna. V zastavěné Paříži pravděpodobně jedno z těch klidnějších a příjemnějších na přespání. Krásné procházky, malý provoz. 
Apartmán je malý, avšak působí autenticky pařížsky.  
Nic nám nechybělo, pobyt jsme si užili, stojí to za to!",1,czech-iso8859_2,cs-en,"Really a breathtaking place with a gorgeous view from the window. In the built-up Paris is probably one of the quieter and more pleasant for you. Beautiful walks, little traffic. 
The apartment is small, but acts authentically pařížsky. 
We lacked nothing, stay we enjoyed, it's worth it!"
Very nice place,26,czech-iso8859_2,en-en,Very nice place
vstřícnost a dobrá komunikace,1,czech-iso8859_2,cs-en,friendliness and good communication
"Pobyt u Sary super, byt velmi čistý, domluva perfektní, kousek od Sacre Coeur, na který je mimochodem skvělý výhled z kuchyně.  Určitě souhlasím s předešlými pozitivními hodnoceními a doporučuji. Sara byla taky moc hodná a dovolila mi check-in brzy ráno a poslední den jsem si mohla u ní nechat zavazadla až do večera. Děkuji!",1,czech-iso8859_2,cs-en,"Stay at Sara's super, apartment very clean, the arrangement perfect, steps away from Sacre Coeur, which is by the way a great view of the kitchen. I'm sure I agree with the previous positive evaluations and recommend it. Sara was very nice and allowed me to check-in early in the morning and the last day I could with her, leave your luggage until the evening. Thank you!"
"Great stay, nice host.",1,czech-iso8859_2,en-en,"Great stay, nice host."
"Všechno bylo naprosto perfektní, jasné a přesné: navigace, komunikace s hostitelem.",1,czech-iso8859_2,cs-en,"Everything was absolutely perfect, clear and precise: navigation, communication with the host."
Bravo!,2,czech-iso8859_2,en-en,Bravo!
Perfect house - Perfect host!,1,czech-iso8859_2,en-en,Perfect house - Perfect host!
Very nice host,6,czech-iso8859_2,en-en,Very nice host
"Všechno bylo perfektní. Blízko metro, obchod a super pekárna.",1,czech-iso8859_2,cs-en,"Everything was perfect. Close to the metro, a shop and a super bakery."
"오페라(피라미드) 지역에 위치하고 있어 모든 관광명소에 가기에 교통편도 잘 되어있고 걸어서 갈 수도 있습니다. 이 숙소에서 지내며 현지인처럼 일주일을 보낼 수 있었습니다. 

Jean Michel씨는 체크인 시 집의 구비사항 및 알아두어야 할 것들에 대해 조목조목 잘 알려주었습니다. 정말 친절합니다. 본인의 박물관이라고 했던 화장실은 정말 인상적인 공간이었습니다^^

이전에 묵었던 파리의 다른 에어비앤비 숙소는 햇빛이 잘 들지않았는데 이 곳은 거실에서 적절한 만큼의 해가 들어와 좋았고 안방은 암막커튼이 치면 빛이 들지않아 꿀잠잘 수 있었습니다. 

부엌에는 양념들, 커피메이커, 토스터기 등 요리를 하기에 충분한 기구들을 갖추고 있습니다. 머무르는 동안 마실 수 있는 생수도 준비해 주셨습니다. 

라디에이터는 거실, 안방, 화장실에 각각 한개씩 있고 화장실과 거실은 잘 작동하지만 안방에 있는 것은 작동하지않는 것 같습니다. 잘 따뜻해지지 않아요. 안방 이불 속에 들어가면 따뜻해서 춥지않게 잘 잤습니다.",1,czech-iso8859_2,ko-en,"Opera(pyramid) is located in all the attractions on transportation are also good and also within walking distance. This from the hostel and the locals like to spend the week. 

Jean Michel seed time of check-in house of policy and things you need to know about list all known. Really friendly. The Museum was at the toilet is a really impressive space.^^

Previously we were in Paris the other Airbnb listings sunlight as well not that this place is in the living room the appropriate amount of harm and good and the room is a blackout curtain if light not honey sleep I could. 

The kitchen has spices, coffee maker, toaster etc cooking enough utensils. During your stay you can drink bottled water prepared. 

Radiator living room, kitchen, toilet in each one-by-one and toilet and the living room is working fine but in will not work. Well warm. In a quilt like warm to cold is not well slept."
Very nice place to stay!!,1,czech-iso8859_2,en-en,Very nice place to stay!!
公寓地理位置非常好 设施也很齐全 jean-louis人超级好 如果有朋友来巴黎 一定推荐给他们,1,czech-iso8859_2,zh-en,The apartment location is very good facilities are also very complete to jean-louis who is super good if you have friends to Paris a certain recommended to their
vše v pořádku,1,czech-iso8859_2,cs-en,everything is fine
"Very nice host, I DEFINITELY RECOMMAND",1,czech-iso8859_2,en-en,"Very nice host, I DEFINITELY RECOMMAND"
"Je možné, že v ubytování nebudete sami doma, ale hostitelka bude ve vedlejším pokoji.",1,czech-iso8859_2,cs-en,"It is possible that in the accommodation you will not be alone at home, but the hostess will be in the next room."
"Krásný, čistý byt ( ideální pro dvě osoby), hned u vchodu je stanice metra. Do nejužšího centra velmi blízko- i procházkou- na letiště velmi pohodlná cesta metrem a RER. Alexis na dotazy odpovídal téměř okamžitě, vše bylo bez problémů. ",1,czech-iso8859_2,cs-en,"Beautiful, clean apartment ( ideal for two people), right at the entrance is a station of the metro. The inner center is very close - even walk - to the airport very convenient way by metro and RER. Alexis questions answered almost immediately, everything was without problems. "
추천합니다 위치도 적절하고 내부도 매우 깨끗합니다.,1,czech-iso8859_2,ko-en,Recommend the location and also appropriate and also inside very clean.
"숙소 자체도 좋았고, 위치도 아주 좋았습니다.",1,czech-iso8859_2,ko-en,"The hostel itself was good, location was very good."
Byla to pohoda. Levné ubytování v na dobrém místě.,1,czech-iso8859_2,cs-en,It was tranquility. Cheap accommodation in a good location.
"Výborné místo, báječní hostitelé... všechno, co chcete od Paříže ;)",1,czech-iso8859_2,cs-en,"Excellent place, wonderful hosts... everything you want from Paris ;)"
Nice stay.,2,czech-iso8859_2,en-en,Nice stay.
"Krasne ubytování ve vilové čtvrti , venkovní posezení . Patrik s manželkou jsou velmi přátelsky a se vším pořadí. Na metro 5 min a 15 min metrem do centra. Mohu všem doporučit ",1,czech-iso8859_2,cs-en,"Beautiful accommodation in a residential area , an outdoor seating area . Patrick and his wife are very friendly and everything order. On the metro a 5 min and 15 min by metro to the centre. I can all recommend "
"주인을 직접 만나지는 않았지만 이메일로 연락을 주고받아 사전에 숙소에 대한 정보를 충분히 알 수 있었습니다. Bertrand는 매우 신속하고 친절하게 질문에 응답해 주었고, 현지의 안전상황에 대해서도 사전에 알려주어 고마웠습니다. 숙소는 지하철 10호선 역과 매우 가까워서 대중교통을 이용하는데 편리하였고, 특히 공항과 직통으로 연결되는 RER B선의 역에서 걸어갈 수 있는 거리여서 찾기가 쉬웠습니다. 숙소는 노트르담 성당과 시청 역까지 금방 걸어갈 수 있는 거리에 있고, 바로 근방에 소르본 대학과 판테온이 있고, 퐁피두 센터도 도보권 안에 있습니다. 주인이 소개해 주는 식당들이 근방에 많아 맛있는 식사가 가능했고, 베이커리와 슈퍼도 가까이 있어 숙소 안에서 식사를 해 먹을 수도 있었습니다. 숙소는 주인 가족이 평소에 실제 생활하는 공간이어서 여러 면에서 더 좋았습니다. 침대는 매우 편했고, wifi 잘 되고, 난방이 잘 되고, 온수도 잘 나왔습니다. 새로 고쳤다는 샤워시설도 아주 좋았습니다. 부엌에도 기본적인 양념들이 있고, 각종 식기와 주방도구들이 있어 얼마든지 사용할 수 있었습니다. 또한 캡슐커피기계(illy) 덕분에 굳이 밖에 나가 커피를 사 마실 필요가 없었습니다.
전반적으로 매우 만족스러운 숙소였고, 가족 4명이 편하게 잘 지내다 왔습니다. 다시 파리에 가는 일이 있으면 꼭 이용하고 싶습니다.",1,czech-iso8859_2,ko-en,"The main directly meet and not email to contact to property in advance for information enough. Bertrand is a very quick and kindly answer the question, and the local safety situation for in advance to thank you very much. Hostel Metro Line 10 station and very close to public transportation, which is convenient, especially for airport and directly connected to the RER B Line's station is in walking distance to find easy. The accommodation of Notre-Dame Cathedral and City Hall station until now is within walking distance, right near the Sorbonne University and the Pantheon and the Pompidou Centre, also walking inside. The Master introduces you to restaurants in the vicinity, the more delicious meals available, bakery and supermarket close to the hostel in the meal that might be eaten. Accommodation host family the usual real life a space that in many respects were better at. The beds are very comfortable, free Wi-Fi, heating and hot water came out nicely. New fixed shower was very good. In the kitchen, basic spices, tableware and kitchen tools are all available. Also a capsule coffee machine(illy) thanks to a strong out coffee to drink, there was no need.
Overall a very satisfactory stay, family of 4 people comfortably well. Back in the day if you want to."
"街区感觉治安很好,晚上比较晚回来也没什么问题｡走到地铁站或是去坐Orly机场巴士不到10分钟｡房东很热情周到,房间也很舒适｡还有一个小阳台｡推荐｡",1,czech-iso8859_2,zh-en,"Neighborhoods feel the security is very good,night comparison night back also no problem as well. Go to the metro station or go on the Orly airport bus less than 10 minutes home. The landlord is very attentive,the rooms are very comfortable and great views. There is also a small balcony area. Recommended areas."
Very Nice!,4,czech-iso8859_2,en-en,Very Nice!
Nos ayudo mucho,1,czech-iso8859_2,es-en,Helped us a lot
"Pěkný byt, výborná komunikace. Doporučuji.",1,czech-iso8859_2,cs-en,"Nice apartment, excellent communication. I recommend."
very nice host!,1,czech-iso8859_2,en-en,very nice host!
"Pobyt u Gaelle byl moc příjemný, apartmán hezký a čistý. Gaelle je velmi vstřícná a vždy ochotná poradit a pomoct.",1,czech-iso8859_2,cs-en,"Stay with Gaelle was very friendly, the apartment nice and clean. Gaelle is very helpful and always willing to advise and help."
Nice Place,2,czech-iso8859_2,en-en,Nice Place
ALL PERFECT! Hope to see you soon Patrick! :),1,czech-iso8859_2,en-en,ALL PERFECT! Hope to see you soon Patrick! :)
"Ubytování bylo skvělé, byt je neobvykle zařízen, což je poznat z fotek. Ideální pro všechny, které nebaví nudný hotelový pokoj. Nachází se v klidné čtvrti, kousek od metra a baziliky Sacré-Couer.

Patrick a Nam jsou velice příjemní a rychle reagují na zprávy.",1,czech-iso8859_2,cs-en,"Accommodation was great, the apartment is unusually decorated, which is obvious from the photos. Ideal for all those tired of boring hotel room. Located in a quiet neighborhood, steps from the metro station and the basilica of Sacré-Couer.

Patrick and Nam were very pleasant and fast to respond to messages."
Nice bnb,1,czech-iso8859_2,en-en,Nice bnb
Todo muy bello,1,czech-iso8859_2,es-en,All very beautiful
very nice,19,czech-iso8859_2,en-en,very nice
"Emmanuelle je velice milá hostitelka, vše jasně vysvětlí a se vším poradí. Byt je velmi pěkný a čistý, sousedství příjemné a vstřícné. Někde tam bych klidně chtěl bydlet... Určitě doporučuji.",1,czech-iso8859_2,cs-en,"Emmanuelle is a very nice hostess, everything clearly explained and all advise. The apartment is very nice and clean, the neighbourhood nice and friendly. Somewhere in there I'd like to stay... will Definitely recommend."
"Krásný byt v krásném klidném místě. Blízko je velký park a několik dětských hřišť. Skvělé spojení do centra města (pro cestování s kočárkem jsou autobusy nejvhodnější). Více než vhodné pro rodinu s dětmi (7 let, 4 roky, 9 měsíců). Jediné malé mínus jsou úzké točité schody. Ale stojí to za to.",1,czech-iso8859_2,cs-en,"Beautiful apartment in a beautiful quiet location. Close is a big park and several playgrounds. Great links to the city centre (for traveling with a stroller, buses are best). More than suitable for a family with children (7 years, 4 years, 9 months). The only small negative is the narrow spiral stairs. But it is worth it."
"Stan je velmi milý, komunikace a vše kolem ubytování proběhlo bez problémů. Montmartre je podle mě úžasné výchozí místo k poznávání Paříže.",1,czech-iso8859_2,cs-en,"The tent is very nice, the communication and all around the property took place without problems. Paris is a wonderful starting place to explore Paris."
Very nice stay! Thank you!,2,czech-iso8859_2,en-en,Very nice stay! Thank you!
"Pěkný byt s blízkou dostupností metra. Jednoduše a pěkně zařízený. Jen je třeba počítat s tím, že je v pátém patře bez výtahu. V blízkosti je obchod s potravinami. Ideální ubytování na krátkou návštěvu Paříže.",1,czech-iso8859_2,cs-en,Nice apartment with close accessibility to the metro. Simply and nicely furnished. Only it is necessary to reckon with the fact that it is on the fifth floor without elevator. In the vicinity there is a grocery store. Ideal accommodation for a short visit to Paris.
Nice place to stay.,10,czech-iso8859_2,en-en,Nice place to stay.
"S ubytováním jsme byli velmi spokojeni. Čistý a klidný byt. Výborné spaní.  Jean- Luc byl velmi ochotný, vyšel nám vstříc a v odpovědích přes sms byl pohotový. Byt je umístěn kousek od metra. Moc děkujeme za příjemné ubytování.",1,czech-iso8859_2,cs-en,"With accommodation we were very satisfied. Clean and quiet apartment. Excellent sleeping. Jean - Luc was very helpful, came out to meet us and in their responses via sms was prompt. The apartment is located steps from the metro station. Thank you very much for the pleasant accommodations."
Merci Bobo !,1,czech-iso8859_2,fr-en,Thank You Bobo !
"Potvrzení rezervace proběhlo rychle, komunikace rychlá a bezproblémová. Dokonce ráno v ceně i kafe se snídaní ;-)",1,czech-iso8859_2,cs-en,"The booking confirmation was fast, communication quick and hassle-free. Even in the morning included in the price and coffee with breakfast ;-)"
"Vše proběhlo vpořádku, hostitel nam zařídíl i taxi z letiště. Ubytování velmi čisté vše připravené. Kavovar, me velmi potěšil. Všem mohu jen doporučit.",1,czech-iso8859_2,cs-en,"Everything went fine, the host of the nam called to have even a taxi from the airport. Accommodation very clean all ready. Coffee brewer, me very pleased. All I can only recommend."
Very nice flat...,1,czech-iso8859_2,en-en,Very nice flat...
"真的很謝謝妳提供那麼好的環境｡
真的很喜歡❤️
Thank you so much.
",1,czech-iso8859_2,en-en,"真的很謝謝妳提供那麼好的環境｡
真的很喜歡❤️
Thank you so much.
"
"dobrá zkušenost, vše podle toho jak bylo napsáno v inzerátu. Hostitelka vstřícná a pomohla ochotně s tipy kam si zajít na večeři, kávu atd.",1,czech-iso8859_2,cs-en,"good experience, all depending on how it was written in the ad. The hostess accommodating, and helped willingly with tips on where to go for dinner, coffee etc."
Pretty place,1,czech-iso8859_2,en-en,Pretty place
"Vsechny klady , ktere nabizi misto v centru Parize. Dum zpocatku vypada trochu hruzostrasne , ale vse je naprosto v poradku. Dekujeme !",1,czech-iso8859_2,cs-en,"All the pros that this place in the heart of Parize. The house at first looks a little hruzostrasne , but it is absolutely in the right. Thank you !"
"Nice place to stay.
",2,czech-iso8859_2,en-en,"Nice place to stay.
"
"มีห้องน้ำน้อยเกินไป สำหรับ 5-6 คน พักร่วมกัน อุปกรณ์ในห้องน้ำไม่ครบ ราวแขวนผ้า ชำรุดไม่ซ่อม และ มีน้อยเกินไป ผ้าเช็คตัวแข็งและเก่า  ทำเลติดถนนทำให้มีเสียงรถและแสงไฟในยามกลางคืน เพราะ ที่พักอยู่ชั้นสอง  ภายในห้องนอนและทาง มีเพียงหลอดไฟหัวเตียง ทางเดินแสงน้อยเพราะ หลอดไฟเก่า 
ไม่มีตู้เสื้อผ้าให้ อีกทั้งก็ไม่มีราวแขวนผ้าให้เพียงพอ  จึงไม่แปลกที่เจ้าของห้องจะไม่ใส่ภาพภายในที่พักให้ดู
เมื่อเพียงกับ ราคาและการเดินทางที่สะดวกแล้ว น่าจะแพงเกินไป",1,czech-iso8859_2,th-en,"There is a bathroom too few for 5-6 people to stay together accessories in the bathroom not fully towel defective no repair and there is too little fabric, check the solid, and the old location, make a noisy car, and the lights in the night guard because the property is the second floor inside bedroom, and with only the lamp head of the bed, hallways a little light because of old bulbs 
No wardrobes to both was no towel enough so it is not strange that the owner of the room will not put the image within the property, see
When only price and convenient travel might be too expensive."
"Mohu jen doporučit, perfektní lokalita, Eifellovku vidíte z okna :-) V okolí příjemné kavárničky a restaurace. Prostorný stylový byt, krásně jsme se vešli čtyři dospělí a dvě děti. Pohodlné postele. Rychlá a milá komunikace s hostiteli.",1,czech-iso8859_2,cs-en,"I can only recommend, perfect location, Eifellovku you can see from the window :-) In the vicinity of pleasant cafés and restaurants. Spacious, stylish apartment, beautifully we fit four adults and two children. Comfortable beds. Fast and nice communication with the host."
So nice,1,czech-iso8859_2,en-en,So nice
Nice Place!,3,czech-iso8859_2,en-en,Nice Place!
Best Place to stay....,1,czech-iso8859_2,en-en,Best Place to stay....
"Moc pěkné ubytování ve vnitrobloku se zahradou. Dostupné metrem do centra bez přestupů. 
Klidná lokalita.",1,czech-iso8859_2,cs-en,"Very nice accommodation in the courtyard garden. Accessible by metro to the center without transfers. 
Quiet location."
"U Francoise jsme byli velmi
spokojeni. Jeji byt ma příjemnou atmosféru. Postele jsou dostatečně široké, na jedne se vyspi pohodlne dva lidé. Koupelna je malinká, ale dostačující. WC se nachází na chodbě, což ale vubec nevadi. Hodne jsme využívali terasku, která patří k bytu. Francoise byla mila, vyšla nam vstříc v den naseho odjezdu, kdy jsme potřebovali nekde nechat zavazadla az do pozdních nočních hodin. Byt se nachází kousek od ulice Mouffetard, což je uzasne misto- plné kavarnicek, restauraci atd. Ma skvelou atmosféru. Pěšky se da dojit k Pantheonu, do Lucemburských zahrad... Byli jsme opravdu moc spokojeni a ubytovani můžeme doporučit. ",1,czech-iso8859_2,cs-en,"With Francois, we were very
satisfied. Her apartment ma pleasant atmosphere. The beds are wide enough for one to sleep comfortably two people. The bathroom is tiny, but sufficient. The TOILET is located in the hallway, but I don't mind. I've used terasku, which belongs to the apartment. Francoise was mila, she came out of the nam meet in the day of our departure, when we needed somewhere to leave your luggage till the late hours of the night. The apartment is located steps away from rue Mouffetard, which is a wonderful place - full of kavarnicek, restaurant, etc. Ma great atmosphere. Walk with da milk to the Pantheon, the Luxembourg gardens... we Were really very satisfied and the holiday rentals we can recommend. "
"Pěkné ubytování, ve velmi dobré části Paříže. Pokud hledáte klidné místo, ale zároveň blízko centra, můžu jedině doporučit.",1,czech-iso8859_2,cs-en,"Nice accommodation, in a very good area of Paris. If you are looking for a quiet place, but at the same time close to the center, I can only recommend."
"Skvělé umístění, byt zařízen s francouzským šarmem, hostitelka velmi milá, na přivítanou přidala lahev růžového vína a rady kam na jídlo a kde nakoupit. Vhodné pro dva dospělé, případně plus malé děti. Spaní na palandě s výstupem po žebříku by pro straší osoby nebylo vhodné. apartmán skvěle vybavený včetně pračky, myčky, kávovaru a dalšího vybavení, super rychlý internet.",1,czech-iso8859_2,cs-en,"Great location, an apartment furnished with French charm, the hostess very nice, the welcome added a bottle of rosé wine and of the council where to go for food and where to purchase. Suitable for two adults, possibly plus a small children. Sleeping on a bunk bed with the ladder would be for the older persons was not appropriate. apartment well equipped including washing machine, dishwasher, coffee machine and other equipment, super fast internet."
very nice host,1,czech-iso8859_2,en-en,very nice host
Nice stay,8,czech-iso8859_2,en-en,Nice stay
