comments,N,lang,en-en,comments
"위치도 좋았고, 2명이 쓰기에 적당한 방 크기 였습니다.
그러나 주방용품이 조금 부실하여서 요리를 해먹거나 하기에는 조금 불편함이 있었습니다. 호스트는 친절하고, 방도 깨끗했습니다.",1,bulgarian-iso8859_5,ko-en,"The location was also great, 2 people writing on the proper room size it was.
But kitchenware is a bit stale to cook a hammock or a little discomfort. The host is friendly, room was clean."
위치는 시내와 조금 멀지만 조용하고 깨끗해요.,1,bulgarian-iso8859_5,ko-en,The hotel is a bit far but quiet and clean.
에어비앤비 커뮤니티에 회원님의 경험을 들려주세요.,1,bulgarian-iso8859_5,ko-en,The Airbnb community member's experience.
Отлично,2,bulgarian-iso8859_5,ru-en,Well
Хорошая и недорогая квартира в центре Парижа.,1,bulgarian-iso8859_5,ru-en,A good and inexpensive apartment in the center of Paris.
방도 넓고 대부분의 물건들과 식자재들이 갖춰져있어서 정말 편했습니다. 호스트도 매우 친절하고 메트로들과 가까이 있어 접근성도 우수했습니다. 매우 안전하다고 생각이 듭니다,1,bulgarian-iso8859_5,ko-en,"The room is also wide and most of the stuff and food they stocked in really easy. The host is also very friendly and the metro and close access was excellent. Very safe, I think."
"좋은 위치 
1 층이라 이동하기도 편해요.",1,bulgarian-iso8859_5,ko-en,"Good location 
1 floor MRT."
"Прекрасная квартира в самом центре Парижа! Прекрасное расположение, магазины и кафе в шаговой доступности. Своим пребыванием здесь полностью доволен!",1,bulgarian-iso8859_5,ru-en,"Beautiful apartment in the heart of Paris! Great location, shops and cafes within walking distance. My stay here completely satisfied!"
숙소위치는 좋았어요. 지하철 2개 호선과 가까워 멀리 다니기도 편했고 동네도 조용하니 안전했습니다. 큰 마트가 가까워 편했구요. 다만 아직 집외부가 공사 중이라 에어컨이 없는데도 창문을 맘놓고 열수 없었던 점(집이 4층이었는데 4층창문 바로 옆까지 난간을 쌓고 올라와서 공사함)과 계단이 불안한데다가 한참을 올라가야 한다는 점이 아쉬웠습니다.,1,bulgarian-iso8859_5,ko-en,The hostel location was great. Subway 2 subway line and close to the far the hotel was really quiet safe. Large Mart is closer. Just yet the house and on the outside-the air conditioning doesn't have a window to the love-heat that was not the point(the house on the 4th floor was the 4th floor window right next to until I have time to build and come up in the house)and stairs to your anxiety..... one where you have to climb one that is easy to get to.
"방이 엄청 좁고 드나들기도 매우 불편합니다. 혼자 가시거나 최대 두명까지만 함께 하시는걸 추천해요. 엘리베이터가 2인승 그것도 좀 큰 백팩이 있으면 한명밖에 못들어갑니다. 방 안에 변기와 세면대가 있는데 그냥 커튼 치고 용변을 봐야하고 샤워부스도 혼자 들어가서 팔을 벌리기도 힘든 정도입니다. 
위치로서는 정말 좋아요. 나와서 조금만 걸으면 바로 개선문 있고 30분 내로 걷는 거리들에 샤요궁, 에펠탑 등등 볼게 많습니다. 주변 식당들은 많이 비싸요. 호스트가 간식은 많이 준비해주더군요. 편하게 여행하고 싶으시다면 절대 추천 안합니다. 하지만 새로운 경험을 해보고 싶은 분들께는 추천! 
-식기, 컵 별로 안깨끗
-용변 보기 불편 (문앞 복도에 공용 변기 하나 더 있음)
-엘리베이터 좁음, 샤워부스 매우 좁음",1,bulgarian-iso8859_5,ko-en,"The room is enormous and narrow making it very uncomfortable. Alone or up to two up with only one. The Elevator is a 2 seater and a large backpack if you have one other nail in. In the room with toilet and washbasin there is just a curtain treatment and to have a look to shower alone, even in arms so difficult. 
The location in really good. And in just the right arc and 30 minutes walking distance from Chateau Palace, the Eiffel Tower etc see more. The surrounding restaurants are more expensive. The host treats a lot of preparation for me. Convenient if you want to travel absolutely recommended. But a new experience I want to do with their recommendation! 
-Tableware, cups not clean
-Around view uncomfortable (the door in the hallway to public toilet one or more)
-The Elevator is narrow, the shower is very narrow"
"This is a perfect flat for 1 or 2 persons visit to Paris. Close to Eiffel Tower, Metro, river The Seine. No any issues with it. Thanks for the ability to stay there :)
---
Отличная квартира для проживания одному или вдвоем. Рядом Эйфелева Башня (верхушка видна из окна), метро и река Сена. Никаких проблем с квартирой. Спасибо за предоставленную возможность проживания :)",1,bulgarian-iso8859_5,ru-en,"This is a perfect flat for 1 or 2 persons visit to Paris. Close to Eiffel Tower, Metro, The river Seine. No any issues with it. Thanks for the ability to stay there :)
---
Great apartment for one or two. Close to the Eiffel Tower (the tip is visible from the window), metro and the river Seine. No problems with the apartment. Thank you for the opportunity to stay :)"
"호스트가 입실전 부터 친절하게  알려주었습니다. 에펠탑이 보이는 전망, 주변 시설, 시내와 근접한 거리 등 모두 좋았습니다.
또한 엘레베이터가 있어 짐을 옮기기도 편리했습니다.
욕실은 작은 편이지만 여자들이 사용하기에는 불편함이 없었습니다.
다음 여행때도 다시 이용하고싶습니다.",1,bulgarian-iso8859_5,ko-en,"The host is there, real friendly. Eiffel Tower views, surrounding amenities, downtown and close to the street.
Also the Elevator has a load carrying easy.
The bathroom is small but the girls use everyday.
The following travel time and go back to me."
위치가 정말 좋고 방에서 에펠탑이 보인다는게 가장 큰 장점입니다. 걸어서3분거리에 지하철도 있고 치안이 좋은 지역에 위치해있습니다. 화장실이 조금 작은거만 제외하면 정말 좋은 숙소였네요,1,bulgarian-iso8859_5,ko-en,"The location is really good and the room in the Eiffel Tower that is seen to the greatest advantage. Walk 3 minutes from the subway, and security in a good area. The bathroom is a little small, but except for the really good accommodation."
"파리에 3일 있는 동안 이곳에서 지냈습니다. 이 숙소를 고르셨다면 아마 에펠탑 뷰때문에 고르셨을거 같은데, 일단 사진상에 보이는 모습하고 똑같이 보입니다. 실제로 에펠탑과 거리가 조금 있어서 (도보로 20분정도) 건물들에 하부는 가려서 보이지 않습니다만 이정도면 훌륭하게 보입니다. 방 또한 사진과 똑같구요. 방크기가 2명이쓰기엔 딱 적절하고 3명은 좀 작을거 같습니다. 화장실과 욕실이 분리되어있고 크기는 작습니다. 혼자쓸만한 크기 입니다. 세탁기, 냉장고, 오븐, 핫플레이트, 식기류 등등 기본적인 물건들은 갖추어져 있으니 참고하시면 될 것 같습니다.
이곳에 있으면서 에펠탑 빤짝이는 모습, 새벽 1시 화이트 에펠도 보고 아침에 일어나서 에펠탑보면서 커피한잔하는 추억은 참 값지다고 생각합니다. 파리에서 에펠탑 원없이 보고싶다 생각되면 이곳을 추천합니다.",1,bulgarian-iso8859_5,ko-en,"Paris in 3 days while at this place. This is the place to stay and if you probably the Eiffel Tower view because you can't, once a photo is in the look and look the same. Actually, the Eiffel Tower and the streets a little (20 minutes) building on the lower part is to show not only is. The room also photos and equally. Room 2 people to write decent proper and 3 people is kinda small. Toilet and bathroom is separated and is small in size. Alone alone size. Washing machine, refrigerator, oven, hot plates, dinnerware etc basic stuff is equipped with to.
Here, in the Eiffel Tower sparkle, Dawn 1 White Eiffel reports in the morning from the Eiffel Tower while a Cup of coffee that memories are the true value or not. In Paris the Eiffel Tower without a circle I think once this place is recommended."
"위치는 완벽했어요. 퐁피두센터, 루브르박물관, 마레지구도 걸어서 10분안에 가능한의치였고 공항연결도 좋았어요.
인테리어도 사진과거의 똑같아요. 밖은 시끌시끌한데 현관문을열고 들어가면 완전 딴세상처럼 조용했어요.
위생상태는 비교적 깔끔한편이었는데 특유의 냄새와 습기가 조금 걸리네요.
지내기에 괜찮은 곳이라고 생각해요.",1,bulgarian-iso8859_5,ko-en,"The location was perfect. Pompidou Center, Louvre Museum, Marais district, walk to in 10 minutes as possible of was the airport connection was good.
Interior photos and or of equally. The outside is crowded for the door to heat and enters the acting world is like.
Sanitary conditions in a relatively neat hand was a peculiar odor and moisture a little.
In a decent place."
10 из 10.,1,bulgarian-iso8859_5,ru-en,10 out of 10.
매우 친절하시고 하나 하나 배려해주시는 모습이 인상깊었던 호스트였습니다. 집은 지하철에 가까이 위치해있어 주요 관광지에 쉽게 접근 가능하고 찾기 쉬웠으며 내부는 현대적이고 깨끗하여 지내기에 불편함이 없었습니다.,1,bulgarian-iso8859_5,ko-en,Very friendly and one on one care to look impressive host. The house is a subway close to the main tourist attractions easily accessible and the find was easy and the inside is modern and clean to walk in discomfort.
"여행 이전부터 호스트와 연락이 가능하고, 세심하게 챙겨줘서 좋았습니다. 체크인 전 미리 연락해서 시간을 정해서 만났기 때문에 체크인도 쉬웠던 것 같습니다.
아파트가 지하철역, 버스정거장과 가까워 이동이 편리했습니다.
주변 시설로는 마트, 베이커리 등 주변 약도도 정리된 문서가 있어 유용했습니다. (한국어 설명 없음)
숙소에 샴푸, 드라이기, 옷걸이 등 편의용품이 있어서 짐을 덜을 수 있었습니다.
숙소 주변도 조용하여  편히 쉴 수 있었던 것 같습니다.",1,bulgarian-iso8859_5,ko-en,"Travel from the previous host and contact, and attention to detail make me good. Check-in prior to contact hours by the Met in because check-in was as easy as it seems.
The apartment is the metro station, bus stops and easy to navigate.
The surrounding facilities at the Mart, bakery etc around the map and also information documents are available. (No description available)
Stay on the shampoo, dryer, clothes rack etc amenities in the burden.
Around the hostel is also quiet to rest and relax."
Все отлично,3,bulgarian-iso8859_5,ru-en,Everything is fine
지하철역과 가깝고 주요 랜드마크를 가는데 용이했습니다.,1,bulgarian-iso8859_5,ko-en,Subway station and close to the major landmark that was easy.
"일단 위치가 정말 좋습니다. 메트로와도 가깝고, 노트르담 대성당(시테섬)과 가깝고 저흰 오르세와 루브르도 걸어 다녔습니다.
숙소는 6층에 있지만 엘리베이터가 있어서 불편하지 않습니다. 하지만 엘리베이터가 작아서 사람 2명과 캐리어2개면 꽉 찹니다.
숙소엔 있을건 다 있지만 예쁘거나 편한 숙소는 아닙니다. 딱 있을것만 있습니다.",1,bulgarian-iso8859_5,ko-en,"Once the location is really good. Metro and also close to Notre Dame Cathedral(Cité Island)and close and we come up with the Louvre and walk around.
The hostel is on the 6th floor but the Elevator has not inconvenienced. But the Elevator is small person 2 and the carrier 2 side fills.
Hostel Vienna there is but pretty or comfortable is not. Just have it only."
"위치도 좋고 방도 깨끗합니다.

",1,bulgarian-iso8859_5,ko-en,"The location was great, room was clean.

"
"너무나도 반갑게 맞아주어서 좋았습니다.

위치도 나쁘지 않았고요 특히나 여름인데도 불구 하고 바람이 시원하고 좋았습니다.
사진보다 실제로 집이 훨씬 좋구요 행복한 시간을 보내기에는 딱 맞는 곳 이에요",1,bulgarian-iso8859_5,ko-en,"So back in the good.

The location was not bad and especially in summer, even though and the wind is cool and good.
Photos than actually the house is much better. happy to spend time in just the right place."
숙소 안내가 메일과 문자로 친절하고 상세.,1,bulgarian-iso8859_5,ko-en,Accommodation guide mail and letters with a friendly and detailed.
"늦은 시각에 체크인이라 셀프체크인을 했지만 문제는 없었습니다. 집에 들어가기 위해서, 메인문이랑 현관문을 지나서 엘레베이터를 타고 6층까지 가야합니다. 메인문과 현관문은 비밀번호고 집문만 열쇠로 열면 되구요. 그만큼 안전합니다.
사진에서 보이는것보다 집이 훨씬 좋았고, 헤어드라이기도 있었고, 수건이랑 휴지는 넉넉하게 있었습니다. 와이파이와 뜨거운물도 문제없이 잘 나옵니다.
에펠탑과 개선문이 정말 가까워서 밤에 야경보러가기도 좋아요.
슈퍼도 근처에 있어서 편리했습니다.
다만 숙소에 샴푸, 바디워시 , 세탁기가 없어서 아쉬웠습니다. 
그리고 옆집이 조금 씨끄러울수도 있습니다. 뭐하는집인진 모르겠지만 밤낮으로 쉴세없이 사람들이 들락거리네요. 자는데 방해가 될정도로 씨끄럽진 않습니다.
위치가 좋고 안전해요. 추천합니다",1,bulgarian-iso8859_5,ko-en,"Late check in is self check-in but was no problem. Entering the house in order, the main question French door or riding the Elevator 6 floors up to go. The main gate and the entrance door is a password and a house, but as a key to open. It is safe enough.
See in the photo is the house to much, he had a towel, love the rest that generous. WiFi and hot water also without a problem.
The Eiffel Tower and the arc really close to the night scene than get.
Super is also nearby.
The only place on shampoo, body wash , Laundry is not easy. 
And next door is a little seeds smooth. What to edit, I don't know the day and night to rest and more people without S or. Himself to be Mr. Smooth.
The location is good and safe. Recommended."
"혼자 쓰기에 너무 좋은 숙소였어요. 특히 위치가 메트로랑 버스72번이 바로 앞에 있어서 정말 좋아요. 1분 거리입니다. 주택가 한복판이라 조용하고 16구에 있어서 밤에도 안전했어요. 화장실, 부엌, 침대, 작은 옷장, 책상 다 있고요 방이 작긴하지만 1인실로는 적당합니다. 5분정도 가면 상점가 나오는데 동네빵집 , 모노프리, 산드로, 레페토 매장 다 있고요 프랑프리도 한 10분거리에 있어요. 샤요궁 도보 가능한데, 집 앞 파시역 쪽에서 보는 에펠탑이 더 멋졌어요! 
물끓일수 있는 주전자랑 냉장고 스토브 포크 접시 컵 다 있고 젓가락도 있었는데 식기사용은 개취일듯요; 밤에 좀 추워서 비치된 작은 온풍기 사용했습니다. 
신밸벗는 한쿡보댄 바닥이 좀 그래요. 프랭스가 원래 더 그렇다도 하드라고요. 실내용 쪼리같은거 하나 꼭 가져가시는게 좋을거 같아요. 뜨거운 물도 잘나왔고요 가격도 만족스러워서 강추해요.",1,bulgarian-iso8859_5,ko-en,"Writing alone in a too good place. Especially the location with the bus 72 times in really like. 1 minute away. The housing is in the middle and 16 in the night in safety. Toilet, kitchen, bed, small wardrobe, Desk and it is small, but 1 room is suitable. 5 minutes to the shops coming to the neighborhood bakery , mono, Sandro, restaurant stores and the Prix for 10 minutes. Chateau Palace walk, front of the house, a station-side view from the Eiffel Tower more was cool! 
Water boiling that Kettle restaurant refrigerators, stoves fork, plate, Cup and chopsticks, there was also the expression used is taken.; at night a little cold at the beach and the small heaters were used. 
New Valley pivot for Cook information back to the floor a little so. Prince is more original so hard. Indoor splitters, such as one of the top, bring it to like. Hot water well has been and the price was great on the day."
"호스트와 연락이 잘안됩니다.
엘리베이터가 하나 있는데 한명이 겨우 탈수 있고, 심지어 제가 숙박하는 동안은 엘리베이터가 고장나서, 그 무거운 짐을 들고 5층까지 올라가야했습니다.
위치와 에펠탑이 잘보이는 것이 유일한 장점입니다.",1,bulgarian-iso8859_5,ko-en,"Host and contact well.
The Elevator one is very dehydrated and, even, I stay while the Elevator is on, that's a heavy burden, holding 5 someone.
The location and the Eiffel Tower look this is the only advantage."
샤이요궁. 에펠탑과 가까워서 좋고 주변도 깨끗하고 조용해서 편안하게 쉴수 있었습니다. 공항으로 이동하는 르다이렉트버스도 걸어서  갈수있어서 편리하고 72번 버스로 쎈느강따라서 주요 스팟이동도 좋습니다~,1,bulgarian-iso8859_5,ko-en,"The bathroom Palace. The Eiffel Tower, and good and surrounding is also clean and quiet for relaxing. Airport to move to the Le Directory Server Access walk in a convenient 72 bus to Church's, thus the main spot is also good.~"
위치가 샹젤리제 바로 뒷골목이고 주요 지하철역들이 도보로 가까워서 위치가 가장 만족스러웠습니다. 하지만 집이 너무 도로변이라서 소음이 좀 많았어서 조용한 휴가보다 편리한 위치를 선호하는 분에게 추천합니다.,1,bulgarian-iso8859_5,ko-en,Location the Champs Elysees and the right back alley and major metro areas were close to the location of the most. But the house is so city noise is a little much in a quiet holiday than a convenient location to prefer.
로케이션과 보안이 너무도 좋았던 숙소였습니다.,1,bulgarian-iso8859_5,ko-en,And security is too good stay.
Отличная квартира,1,bulgarian-iso8859_5,ru-en,Great apartment
"가족 3인이 묵었는데, 흠잡을 데 없었습니다. 파리 시 중심은 아니지만, 대중교통 수단과 가깝고, 특히나 차가 있는 우리 입장에서는 지하 주차장을 이용할 수 있는 게 큰 장점이었습니다. 주방이 잘 갖춰져 있어 간단히 조리해 음식을 먹기도 편리했습니다. 다음에 다시 가족이나 친구가 오면 이 숙소를 또 선택할 의향이 있습니다. ^^",1,bulgarian-iso8859_5,ko-en,"Family 3 person room, which was, spotless. Paris city center, but public transportation and close to, especially one car on the underground Parking this can be a big advantage. The kitchen is well equipped with simple cooking food to eat is also convenient. Next time family or friends come to stay or choose. ^^"
에펠탑에서 진짜 가까워서 좋았습니다.,1,bulgarian-iso8859_5,ko-en,The Eiffel Tower in real close.
"패트릭과 집은 완벽해요.
파리여행에 로망이 있었는데 완벽하게 충족시켜준 아파트였습니다.
파리에서 숙소를 세번 옮겼고 가장 좋은 집이였어요. 그 전 숙소에 문제가 있었는데 패트릭이 배려해주어서 잘 지내다가 체크인 할 수 있었습니다. 
우선 집은 정말 호텔급이에요. 침실 거실 화장실 모두 깨끗하고 주방사용이나 불편한 점이 거의 없었답니다.
위치도 좋았구요. 저희는 전철보다 버스를 이용했는데 가까이에 많은 정류장들이 있어서 어디든지 갈 수 있었습니다. 
파리는 약간 추웠지만 덕분에 잘 쉬었습니다.

두명이면 딱 좋게 지낼수 있고 3,4 명까지도 문제 없어 보이네요. 가격만 조금싸다면 다시 가고싶은 숙소에요 ㅎㅎㅎ

잘 지내요 패트릭!",1,bulgarian-iso8859_5,ko-en,"Patrick and the house is perfect for that.
In Paris the romance was perfectly caters to the standards of the apartment.
In Paris stay three times and transferred to the best home. Its stay, problem was Patrick this to in well..... check-in was able to. 
First home is really a property. Bedroom, living room, bathroom all clean and free use of the kitchen or the inconvenience, there was little response.
The location is excellent. We train than the bus was close to many stops there are from wherever you can go. 
Paris is a little cold, but thanks to the well rested.

Two you good Able and 3,4 persons is also a problem. Price but a little pricey. again if you want to stay in. ㅎㅎㅎ

Fine Patrick!"
"길 가다가 에펠탑을 볼 수 있으며, 집앞에 맛있는 빵 집이 있습니다. 다만, 샤워시설이 매우 작습니다. 집은 깨끗했으며 샤워용품이 조금 부족합니다. 챙겨가시면 좋을 것 같습니다. 호스트의 답변이 빠른 편이라 이용하기 좋은 숙소입니다.",1,bulgarian-iso8859_5,ko-en,"The way that the Eiffel Tower can be seen, and the house in front of a delicious bread house. However, the shower is very small. The house was very clean and Shower products lack a bit. GILD, if you like. The host answers fast this is a good place to stay."
"위치, 친절도, 청결도 모두 만족입니다. 에펠타워와 가까워서 밤에 다니기에도 둘 이상 다니면 무섭지 않습니다.
방에서 약간의 향신료 향이 나서 환기 시키면서 지냈습니다. 1층이지만 내부 공간이기 때문에 창문 열어놔도 안전합니다. ",1,bulgarian-iso8859_5,ko-en,"Location, friendliness, cleanliness all satisfied. The Eiffel Tower and close at night to even more than the other not scary.
In some of the spice I will start from the We spent. 1 layer, but the inside space is because the window down. "
위치는 진짜 진짜 좋아요! 6호선 8호선 같이 있는 곳이고 정말 역에서 나와서 2-3 분이면 집입니다! 따듯한 물도 잘 나오고 주변에 늦게까지 하는 식당도 많고 (새벽2시까지 하는 맥날도있음) 집근처에 집시나 어두운 골목도 없어요! 슈퍼마켓도 바로 옆에 있고 세탁실도 길건너에 바로 있습니다! 진짜 안전하고 숙소도 깔끔합니다~~,1,bulgarian-iso8859_5,ko-en,The location is really good! 6 line No. 8 subway line as the city and really at the station and 2-3 minutes to the House. Warm water may well come around until late in the restaurants that much (until 2am to Mac day) the house near the house or a dark alley! Also a supermarket right next door and the Laundromat across the street right. Real safe and neat.~~
"도착하기 며칠전에 정확한 주소와 확인할것들을 알려주었습니다.
늦은 체크인에도 친절하게 기다려주셔서 감사했습니다.
숙소근처에 역과 큰 마트가 있고, 에펠탑이 걸어서 15분 거리에 있어 숙소 밖을 나서면 에펠탑이 살짝 보일정도였습니다.
아파트 출입문 보안이 상당히 잘 되어있고, 현관문 잠그고 여는것이 살짝 어려웠으나 적응되니 괜찮았습니다.
전반적으로 사진과 동일한 느낌이나, 샤워기 슈압이 약한것이 흠 입니다.
파리에 다시 가게된다면 또 숙박할 생각있습니다.",1,bulgarian-iso8859_5,ko-en,"Arrive a few days before the exact address and check it to tell them.
Late check-in kindly wait thank.
Stay, near Station and big Mart, the Eiffel Tower is 15 minutes ' walk away the hostel to the Eiffel Tower is slightly visible.
Apartment door security fairly well, the door lock and opening it slightly difficult, but adaptation is good.
Overall pictures and the same feeling, or shower Super-pressure is weak, it is flawless.
In Paris visit or stay you think."
"Чистая и аккуратная квартира, приятная хозяйка.",1,bulgarian-iso8859_5,ru-en,"Clean and neat apartment, nice hostess."
작지만 알찬 숙소였습니다 호스트분도 친절하시고  사진 그대로의 방 풍경이였습니다. 다만 엘레베이터가 없다는게 정말로 힘들긴했습니다. 또한 화장실이 밖에 있다는게 조금 불편했어요 샤워실은 안에 있었지만 집이 조금한만큼 조금하다는점 알고 계시면 좋을 거에요,1,bulgarian-iso8859_5,ko-en,"A small but fruitful stay. the host also very friendly and the way of scenery. Just the Elevator is really difficult. Also the toilet is outside so a little uncomfortable. shower is inside, but the house is a little as much as little to know better."
훌륭한 위치와 도보로 에펠탑과 생젤리제이동 가능합니다.,1,bulgarian-iso8859_5,ko-en,Great location and walk to the Eiffel Tower and Champs Elysées on the move.
"Oanh은 굉장히 친절한 호스트입니다! 
실제로 보지는 못했지만 숙소를 이용함에 있어 불편함이 없도록 세심하게 신경 써 주었어요. 
숙소도 굉장히 깔끔하고요 호스트가 게스트의 편의를 많이 생각한게 보였습니다. (수건이며, 간단한 물, 차 종류등을 구비하고 있습니다)
위치 자체도 역과 굉장히 가까워서 지하철을 이용하는데 아주 좋았습니다. 
또 큰 마트가 도보로 2-3분 거리에 위치하고 있기 때문에 식료품을 사는 데도 전혀 문제가 없어요
걱정했던 것과 달리 따뜻한 물도 잘 나왔구요, 숙소 자체가 안락한 느낌이 가득합니다. 밤에 방에서 구경하는 에펠탑도 아주 멋집니다.
둘이서 일주일 동안 아주 편하게 지냈습니다",1,bulgarian-iso8859_5,ko-en,"Oanh is a very friendly host! 
Actually did not see but a nice place to stay in discomfort, so that the care. 
The hostel is also very clean and the host of a lot of convenience think. (Towel and simple water, tea types, etc....)
The location itself is also very close to the subway, which was very good. 
Or large Mart is a 2-3 minutes because you have to buy groceries having no problems.
Worry that was unlike the warm water came out nicely, and the hostel itself is comfortable and full of feeling. Room at night from the Eiffel Tower is also very nice.
Second time in a week very comfortably spent."
Прекрасно,1,bulgarian-iso8859_5,ru-en,Well
"Это супер аутентичная квартира, 5 мин от эйфелевой башни! 10 из 10",1,bulgarian-iso8859_5,ru-en,"It's super authentic apartment, 5 min from the Eiffel tower! 10 out of 10"
