"term","estimate","std.error","statistic","p.value"
"number_of_reviews",-0.127805958923162,0.00621559008814878,-20.5621601667151,1.58701498058538e-93
"review_scores_rating",4.29055012466228,0.271832976064422,15.7837735023195,5.65463621594595e-56
"cancellation_policymoderate",-2.23002485713764,0.52454315312776,-4.25136586730831,2.12890983331841e-05
"cancellation_policystrict",6.59754361523227,0.530019896683858,12.4477282013575,1.64254198521329e-35
"summary_l",-0.0132478173398335,0.00149754065731325,-8.84638241715689,9.35506370645268e-19
"l_quArchives",19.240588556048,4.4292780473353,4.3439559111949,1.40240096226504e-05
"l_quArts-et-Metiers",-0.679407822309453,4.37165797879668,-0.155411934237468,0.876497261095308
"l_quAuteuil",-20.4894608868876,8.40680507028086,-2.43724705349961,0.0148033430054065
"l_quBatignolles",-10.7205431063469,3.78197546817524,-2.83464110133942,0.0045897266233184
"l_quBelleville",2.33034212410669,3.40070252689565,0.685253151569817,0.493187656450105
"l_quBonne-nouvelle",2.86549293789845,4.7589313660669,0.602129494518573,0.547090923230888
"l_quBonne-Nouvelle",-3.94771388628494,4.4643863857205,-0.884267969930167,0.376556215577838
"l_quChaillot",14.2409621633516,7.82464762001851,1.82001322678323,0.0687635138269496
"l_quChamps-Elysées",29.9816772618007,3.67805164957053,8.15151066878073,3.68428277721326e-16
"l_quCharonne",-1.25743209940246,3.5853081455321,-0.350717999223982,0.725801533623101
"l_quClignancourt",7.33842826624994,2.98120236997269,2.46156662833901,0.0138368276040869
"l_quCombat",2.51000137469087,2.2596258487307,1.11080397495931,0.266658565675257
"l_quEnfants-Rouges",9.6089812371106,4.47522402995466,2.14715088513858,0.0317865037150262
"l_quEpinettes",-18.3228338015271,3.77025030066187,-4.85984545861861,1.17865383446441e-06
"l_quFolie-Méricourt",-0.850518211083718,3.70841129039115,-0.229348404069282,0.818599158876268
"l_quGaillon-Vivienne",18.8207283114547,4.43457917385889,4.24408440431051,2.19919024154411e-05
"l_quGare",23.7419610644775,5.18977210037245,4.57475985559629,4.7801452095676e-06
"l_quGoutte-d'Or",-4.3427650241053,3.35065972975497,-1.29609252337386,0.194950140587358
"l_quGrandes-Carrières",11.6344736855666,3.02059549445222,3.85171523526904,0.000117452927795857
"l_quGrenelle",20.0436454673873,5.2158779727547,3.84281334265985,0.000121795993807182
"l_quGros-Caillou",31.9131145604249,4.3481886093659,7.33940438822841,2.18095496861701e-13
"l_quHôpital-Saint-Louis",-6.4753772055542,3.56368411655093,-1.81704578570261,0.0692166343358137
"l_quHalles",2.37511301568394,4.59272126937433,0.517147215425834,0.605055893035703
"l_quJardin-des-Plantes",26.4620825549166,4.50362658749857,5.87572749223295,4.23894290052594e-09
"l_quJavel 15Art",6.78559366739506,5.35968457091565,1.26604347282247,0.205503957139915
"l_quMaison-Blanche",22.7952468047896,4.95412184912599,4.60126890274432,4.21048722125495e-06
"l_quMontparnasse",26.5874223741902,4.68984849832423,5.66914312555947,1.44374382175718e-08
"l_quMuette",6.84771485216825,8.12175896562978,0.843131996547409,0.399159028129912
"l_quNecker",5.22773686742143,5.17176538539993,1.01082250988792,0.312106726652704
"l_quNotre-Dame-des-Champs",25.1503859155139,4.72404232182969,5.32391206558301,1.02036227373401e-07
"l_quOd�on",34.4572856130764,4.22860046662345,8.1486264510089,3.77308079291754e-16
"l_quPère-Lachaise",4.27848854147942,3.5267202890613,1.21316356013542,0.225073548856775
"l_quPetit-Montrouge",17.2813835362857,5.23095380172633,3.30367733903183,0.000954987252323772
"l_quPicpus",3.99224584153265,3.98507841733918,1.00179856540897,0.316446182107759
"l_quPlaisance",12.0195969752075,5.18570385268443,2.3178332810088,0.0204627664167697
"l_quPorte-Dauphine",2.35069846642871,8.16457895991145,0.287914230234134,0.773413696340103
"l_quPorte-Saint-Denis",3.33136420284877,3.74436167630486,0.889701500773916,0.37363086032384
"l_quPorte-Saint-Martin",1.14213965091977,3.668623107835,0.31132651606553,0.75555382804548
"l_quQuinze-Vingts",14.7282454611226,4.25260824784801,3.4633440474033,0.000533992960777987
"l_quRochechouart",-5.5464323381029,3.13294980055906,-1.77035467887585,0.0766747246157634
"l_quRoquette",5.77651089002993,3.73714477507986,1.54570166201455,0.122183543840036
"l_quSaint-Ambroise",1.00362163902498,3.80162798501549,0.263997856439624,0.79178275809922
"l_quSaint-Fargeau",0.298691315476521,3.76155872744696,0.0794062613716651,0.936709835382018
"l_quSaint-Georges",4.51395140789385,3.02330686582171,1.49305102268109,0.1354307188951
"l_quSaint-Gervais",14.8673269974076,4.37443089034119,3.39868827971082,0.000677674863710779
"l_quSaint-Lambert",5.9199665894191,5.25576950666704,1.12637484994529,0.260012788382838
"l_quSaint-Merri",12.4887916170316,4.43187726021971,2.81794618482112,0.00483526101022329
"l_quSaint-Vincent-de-Paul",-1.67690665871045,3.68521407687962,-0.455036430374849,0.64908518670079
"l_quSainte-Avoie",6.78361845512698,4.47202546362911,1.51690067739954,0.129298663294188
"l_quSainte-Marguerite",0.731546499126115,3.75850468374858,0.194637644670034,0.845677493604588
"l_quTernes",9.47511497063258,3.86704501308875,2.45022101851989,0.014280568921034
"l_quVillette",-1.15675080394074,2.11860164372638,-0.545997312598202,0.585070443492303
"n_100",-1.16061551072876,0.467593217394787,-2.48210510236904,0.0130644303953968
"n_1000",0.633146738228167,0.0615238648518168,10.2910754997777,8.22749630180196e-25
"mon_200",17.831247276213,5.99403731277062,2.97483087704886,0.00293302952418954
"nb_amen",0.580751400102965,0.0292129679815552,19.8799177293333,1.42359644654661e-87
